,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-32137,0,0,1,washington post,2011,9,23,20110923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-37450,0,0,1,st. petersburg times,1990,9,2,19900902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-22775,0,1,0,saint paul pioneer press,2007,1,9,20070109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35734,0,0,1,new york times,1984,10,17,19841017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4187,0,0,1,washington post,1997,7,25,19970725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-21977,0,0,1,st. petersburg times,2006,9,12,20060912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-35916,0,0,1,new york times,1984,3,6,19840306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19512,0,0,1,saint paul pioneer press,2006,3,3,20060303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-19513,0,0,1,saint paul pioneer press,2006,3,3,20060303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-19514,0,0,1,washington post,2006,3,3,20060303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32252,0,1,0,new york times,2012,2,26,20120226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-12278,0,0,1,denver post,2002,6,9,20020609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32256,0,0,1,new york times,2012,2,24,20120224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-25094,0,0,1,st. petersburg times,2007,9,21,20070921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-25097,0,0,1,denver post,2007,9,20,20070920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-9167,0,0,1,washington post,2001,4,8,20010408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2216,0,0,1,new york times,1996,9,25,19960925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12642,0,0,1,saint paul pioneer press,2002,9,10,20020910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-12645,0,0,1,new york times,2002,9,9,20020909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12649,0,0,1,denver post,2002,9,8,20020908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-9236,0,1,0,st. louis post-dispatch,2001,3,23,20010323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-10234,0,1,0,new york times,2001,7,16,20010716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5075,0,0,1,new york times,1998,1,15,19980115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-1027,0,1,0,st. louis post-dispatch,1995,11,4,19951104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-30097,0,0,1,san jose mercury news,2010,11,10,20101110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-30094,0,0,1,washington post,2010,11,11,20101111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-33618,0,0,1,san jose mercury news,2012,11,8,20121108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21307,0,0,1,washington post,2006,5,26,20060526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10120,0,0,0,herald-sun,2001,7,30,20010730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-4214,0,0,1,philadelphia inquirer,1997,7,22,19970722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17583,0,0,1,atlanta journal and constitution,2005,4,13,20050413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-27792,0,0,1,st. petersburg times,2009,7,15,20090715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-31276,0,0,1,washington post,2011,3,29,20110329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29512,0,0,1,washington post,2010,5,1,20100501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-16984,0,1,0,new york times,2005,2,15,20050215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-16985,0,0,1,saint paul pioneer press,2005,2,15,20050215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-1794,0,0,1,san jose mercury news,1996,6,9,19960609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1792,0,0,1,new york times,1996,6,9,19960609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-16982,0,0,1,new york times,2005,2,16,20050216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26844,0,0,1,washington post,2008,9,8,20080908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29325,0,0,1,atlanta journal and constitution,2010,5,17,20100517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13114,0,0,1,san jose mercury news,2002,11,13,20021113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40951,0,1,0,new york times,1994,9,7,19940907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-14723,0,0,1,atlanta journal and constitution,2003,12,14,20031214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-26849,0,0,1,san jose mercury news,2008,9,7,20080907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40831,0,0,1,atlanta journal and constitution,1994,9,29,19940929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-17631,0,0,1,st. louis post-dispatch,2005,4,5,20050405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26890,0,0,1,herald-sun,2008,8,25,20080825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28940,0,0,1,new york times,2010,2,13,20100213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39111,0,0,1,new york times,1994,1,26,19940126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28055,0,0,1,san jose mercury news,2009,4,15,20090415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-28052,0,0,1,new york times,2009,4,15,20090415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15456,0,0,1,philadelphia inquirer,2004,5,28,20040528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15986,0,0,1,new york times,2004,8,27,20040827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28059,0,0,1,washington post,2009,4,15,20090415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-28058,0,0,1,washington post,2009,4,15,20090415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-5923,0,0,1,washington post,1998,9,9,19980909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5922,0,0,1,new york times,1998,9,9,19980909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-11296,0,1,0,palm beach post,2002,2,14,20020214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35764,0,0,1,new york times,1984,9,13,19840913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-7567,0,0,1,saint paul pioneer press,2000,1,25,20000125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-7293,0,0,1,atlanta journal and constitution,1999,8,26,19990826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-22019,0,0,1,washington post,2006,9,7,20060907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-17964,0,0,1,palm beach post,2005,7,26,20050726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24911,0,1,0,washington post,2007,10,14,20071014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-17963,0,0,1,palm beach post,2005,7,26,20050726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-41301,0,0,1,san jose mercury news,1994,11,1,19941101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-41304,0,0,1,san jose mercury news,1994,11,1,19941101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15673,0,0,1,san jose mercury news,2004,4,13,20040413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-15670,0,0,1,palm beach post,2004,4,13,20040413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9822,0,0,0,san jose mercury news,2001,5,22,20010522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-41230,0,1,0,usa today,1994,11,10,19941110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-894,0,0,1,st. louis post-dispatch,1995,12,17,19951217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-23493,0,0,1,washington post,2007,2,6,20070206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-3534,0,0,1,washington post,1997,5,20,19970520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3531,0,0,1,denver post,1997,5,20,19970520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27074,0,0,1,washington post,2008,7,9,20080709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26208,0,0,1,palm beach post,2007,12,15,20071215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26200,0,0,1,st. louis post-dispatch,2007,12,16,20071216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-31915,0,0,1,atlanta journal and constitution,2011,10,21,20111021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31916,0,0,1,herald-sun,2011,10,21,20111021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-31912,0,0,1,new york times,2011,10,22,20111022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31913,0,0,1,san jose mercury news,2011,10,22,20111022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-13930,0,0,1,st. louis post-dispatch,2003,5,28,20030528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-13937,0,0,1,washington post,2003,5,27,20030527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-13934,0,0,1,daily news,2003,5,27,20030527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2661,0,0,1,washington post,1996,12,19,19961219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2666,0,0,1,st. louis post-dispatch,1996,12,17,19961217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2917,0,0,1,new york times,1996,10,8,19961008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10918,0,0,1,daily news,2001,11,30,20011130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-34987,0,0,1,new york times,1981,1,23,19810123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16376,0,0,1,st. petersburg times,2004,12,23,20041223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-16372,0,0,1,new york times,2004,12,23,20041223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-132,0,0,1,palm beach post,1995,3,17,19950317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-137,0,0,1,atlanta journal and constitution,1995,3,16,19950316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29152,0,0,1,new york times,2010,6,10,20100610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29155,0,0,1,st. louis post-dispatch,2010,6,10,20100610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-276,0,0,1,san jose mercury news,1995,1,27,19950127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-37188,0,0,1,palm beach post,1989,1,28,19890128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-20323,0,0,1,st. louis post-dispatch,2006,4,23,20060423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20322,0,0,1,st. louis post-dispatch,2006,4,23,20060423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-20327,0,0,1,st. louis post-dispatch,2006,4,23,20060423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39859,0,0,1,washington post,1993,2,14,19930214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-30401,0,0,1,daily news,2011,3,15,20110315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30400,0,0,1,atlanta journal and constitution,2011,3,15,20110315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-12188,0,0,1,st. petersburg times,2002,6,25,20020625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-17352,0,0,1,saint paul pioneer press,2005,5,23,20050523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-17350,0,0,1,new york times,2005,5,23,20050523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32750,0,0,1,tampa bay times,2012,5,11,20120511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17357,0,0,1,denver post,2005,5,22,20050522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-37987,0,0,1,atlanta journal and constitution,1991,6,2,19910602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39583,0,0,1,palm beach post,1993,6,22,19930622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39585,0,0,1,usa today,1993,6,22,19930622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39589,0,0,1,new york times,1993,6,20,19930620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-39588,0,0,1,new york times,1993,6,20,19930620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-35292,0,0,1,new york times,1982,1,15,19820115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-30665,0,0,1,palm beach post,2011,1,16,20110116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12456,0,0,1,denver post,2002,10,6,20021006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17134,0,0,0,philadelphia inquirer,2005,1,13,20050113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12453,0,0,1,st. louis post-dispatch,2002,10,7,20021007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-28202,0,0,1,st. louis post-dispatch,2009,12,30,20091230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25323,0,0,1,st. louis post-dispatch,2007,8,20,20070820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-25321,0,0,1,washington post,2007,8,21,20070821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12458,0,0,1,new york times,2002,10,6,20021006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-15865,0,0,1,saint paul pioneer press,2004,9,28,20040928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33078,0,0,1,atlanta journal and constitution,2012,3,1,20120301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-11199,0,0,1,saint paul pioneer press,2002,3,9,20020309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12760,0,0,1,atlanta journal and constitution,2002,8,15,20020815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11192,0,0,1,denver post,2002,3,12,20020312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-32801,0,0,1,saint paul pioneer press,2012,4,29,20120429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38455,0,1,0,palm beach post,1992,2,4,19920204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33400,0,0,1,usa today,2012,6,22,20120622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-33408,0,0,1,st. louis post-dispatch,2012,6,21,20120621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27672,0,0,1,washington post,2008,10,23,20081023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-28640,0,0,1,st. petersburg times,2010,4,29,20100429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4407,0,0,1,denver post,1997,11,27,19971127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-13322,0,0,1,herald-sun,2003,3,14,20030314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-10353,0,1,0,atlanta journal and constitution,2001,10,25,20011025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-10358,0,0,1,st. louis post-dispatch,2001,10,25,20011025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27242,0,0,1,washington post,2009,3,30,20090330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-27247,0,0,1,san jose mercury news,2009,3,29,20090329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-18110,0,0,1,saint paul pioneer press,2005,7,3,20050703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6379,0,0,1,philadelphia inquirer,1999,8,19,19990819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26071,0,0,1,st. louis post-dispatch,2008,1,11,20080111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-23005,0,0,1,usa today,2006,12,6,20061206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23007,0,0,1,washington post,2006,12,6,20061206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15245,0,0,1,denver post,2004,1,18,20040118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-6801,0,0,1,new york times,1999,5,8,19990508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15249,0,0,1,new york times,2004,1,18,20040118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6807,0,0,1,denver post,1999,5,6,19990506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6805,0,0,1,atlanta journal and constitution,1999,5,6,19990506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40155,0,0,1,washington post,1994,3,15,19940315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10742,0,0,1,new york times,2001,12,31,20011231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-8360,0,1,0,denver post,2000,7,16,20000716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30986,0,0,1,palm beach post,2011,5,13,20110513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-32119,0,0,1,palm beach post,2011,9,24,20110924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-7175,0,0,1,washington post,1999,9,30,19990930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-37476,0,0,1,st. petersburg times,1990,7,25,19900725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32230,0,0,1,washington post,2011,9,3,20110903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19295,0,0,1,saint paul pioneer press,2006,3,26,20060326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-25524,0,0,1,daily news,2007,11,15,20071115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-22759,0,0,1,palm beach post,2007,1,12,20070112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22200,0,1,0,st. louis post-dispatch,2006,8,17,20060817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22203,0,0,1,st. petersburg times,2006,8,17,20060817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40543,0,0,1,palm beach post,1994,6,29,19940629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-37006,0,0,1,st. louis post-dispatch,1989,5,19,19890519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-837,0,0,1,san jose mercury news,1995,5,1,19950501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21959,0,0,1,daily news,2006,9,14,20060914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-18375,0,0,1,washington post,2005,11,6,20051106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-21955,0,0,1,usa today,2006,9,15,20060915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21956,0,0,1,washington post,2006,9,15,20060915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35936,0,0,1,new york times,1984,2,11,19840211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35935,0,0,1,new york times,1984,2,12,19840212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19574,0,0,1,saint paul pioneer press,2006,4,13,20060413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-18370,0,0,1,saint paul pioneer press,2005,11,7,20051107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32588,0,0,1,new york times,2011,12,7,20111207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32589,0,0,1,new york times,2011,12,7,20111207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37061,0,0,1,st. louis post-dispatch,1989,3,30,19890330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-8982,0,0,1,daily news,2000,9,22,20000922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-3270,0,1,0,new york times,1997,2,6,19970206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-3275,0,0,1,atlanta journal and constitution,1997,2,5,19970205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2275,0,0,1,palm beach post,1996,9,18,19960918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2271,0,0,1,atlanta journal and constitution,1996,9,18,19960918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-25908,0,0,1,daily news,2008,2,10,20080210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12661,0,0,1,atlanta journal and constitution,2002,9,4,20020904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-36914,0,0,1,new york times,1989,8,11,19890811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33186,0,0,1,san jose mercury news,2012,7,6,20120706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-2491,0,0,1,san jose mercury news,1996,8,2,19960802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-5729,0,0,1,palm beach post,1998,11,9,19981109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-5789,0,0,1,st. petersburg times,1998,10,16,19981016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9628,0,0,1,atlanta journal and constitution,2001,6,22,20010622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1065,0,0,1,daily news,1995,10,25,19951025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24343,0,0,1,san jose mercury news,2007,5,30,20070530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24342,0,0,1,san jose mercury news,2007,5,30,20070530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38662,0,0,1,new york times,1993,1,23,19930123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24347,0,0,1,washington post,2007,5,30,20070530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24345,0,0,1,saint paul pioneer press,2007,5,30,20070530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24344,0,0,1,st. louis post-dispatch,2007,5,30,20070530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24206,0,0,1,washington post,2007,6,8,20070608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10103,0,0,1,new york times,2001,8,2,20010802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15429,0,0,1,denver post,2004,1,5,20040105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-24203,0,0,1,usa today,2007,6,8,20070608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40978,0,0,1,new york times,1994,9,2,19940902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-4895,0,0,1,new york times,1998,3,13,19980313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1918,0,0,1,st. louis post-dispatch,1996,5,7,19960507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-1914,0,0,1,new york times,1996,5,7,19960507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-1917,0,0,1,san jose mercury news,1996,5,7,19960507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-13137,0,0,1,new york times,2002,11,8,20021108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17651,0,0,1,atlanta journal and constitution,2005,9,25,20050925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-8698,0,0,1,san jose mercury news,2000,12,8,20001208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28690,0,0,1,atlanta journal and constitution,2010,4,26,20100426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-39138,0,0,1,san jose mercury news,1994,1,12,19940112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22984,0,0,1,atlanta journal and constitution,2006,12,9,20061209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28926,0,0,1,palm beach post,2010,2,21,20100221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
