,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-10963,0,0,0,st. petersburg times,2011,1,24,20110124,0.110073724,0.058431378,0.831494898,0.7927282,0.2072718
gun_control1.0-10964,0,0,0,usa today,2011,1,24,20110124,0.182069437,0.417847672,0.400082892,0.001481818,0.998518182
gun_control1.0-10965,0,0,0,new york times,2011,1,23,20110123,0.034633235,0.056934913,0.908431852,0.687490017,0.312509983
gun_control1.0-10966,0,0,1,palm beach post,2011,1,23,20110123,0.317709027,0.103167332,0.579123641,0.290482744,0.709517256
gun_control1.0-10967,0,0,0,washington post,2011,1,23,20110123,0.241565688,0.044527627,0.713906685,0.977808511,0.022191489
gun_control1.0-10968,0,0,0,new york times,2011,1,22,20110122,0.173188497,0.040434568,0.786376935,0.67020004,0.32979996
gun_control1.0-10969,0,0,1,new york times,2011,1,22,20110122,0.332143005,0.092971322,0.574885673,0.526751388,0.473248612
gun_control1.0-1097,1,0,0,washington post,1991,4,25,19910425,0.143180008,0.163899245,0.692920746,0.039572087,0.960427913
gun_control1.0-10970,0,0,1,denver post,2011,1,21,20110121,0.248789042,0.072388098,0.67882286,0.050354638,0.949645362
gun_control1.0-10971,0,0,0,philadelphia inquirer,2011,1,21,20110121,0.330683996,0.030113576,0.639202428,0.988407578,0.011592422
gun_control1.0-10972,0,0,1,st. petersburg times,2011,1,21,20110121,0.120433314,0.052462766,0.82710392,0.965620335,0.034379665
gun_control1.0-10973,0,0,1,washington post,2011,1,21,20110121,0.172893122,0.127758249,0.699348629,0.139498594,0.860501406
gun_control1.0-10974,0,0,1,new york times,2011,1,20,20110120,0.413036249,0.187526022,0.399437729,0.003323818,0.996676182
gun_control1.0-10975,0,0,1,washington post,2011,1,20,20110120,0.487455871,0.129380065,0.383164064,0.023456721,0.976543279
gun_control1.0-10976,0,0,0,washington post,2011,1,20,20110120,0.245706245,0.054343701,0.699950054,0.980195067,0.019804933
gun_control1.0-10977,0,0,0,washington post,2011,1,20,20110120,0.653824815,0.25087969,0.095295496,0.001429181,0.998570819
gun_control1.0-10978,0,0,0,daily news,2011,1,19,20110119,0.331447933,0.173395844,0.495156223,0.023945983,0.976054017
gun_control1.0-10979,0,0,0,denver post,2011,1,19,20110119,0.340583485,0.125090926,0.534325588,0.998819976,0.001180024
gun_control1.0-1098,0,0,0,new york times,1991,4,24,19910424,0.216343673,0.33205344,0.451602888,0.000561154,0.999438846
gun_control1.0-10980,0,0,1,san jose mercury news,2011,1,19,20110119,0.410197954,0.147769351,0.442032695,0.041718551,0.958281449
gun_control1.0-10981,0,0,1,washington post,2011,1,19,20110119,0.338416212,0.077422405,0.584161383,0.001566478,0.998433522
gun_control1.0-10982,0,0,0,san jose mercury news,2011,1,18,20110118,0.262919558,0.030281859,0.706798583,0.990861399,0.009138601
gun_control1.0-10983,0,0,0,washington post,2011,1,18,20110118,0.144048183,0.102166329,0.753785488,0.033199336,0.966800664
gun_control1.0-10984,0,0,1,atlanta journal and constitution,2011,1,17,20110117,0.492606925,0.068177118,0.439215957,0.684885522,0.315114478
gun_control1.0-10985,0,0,0,atlanta journal and constitution,2011,1,17,20110117,0.096140812,0.066675995,0.837183193,0.009740205,0.990259795
gun_control1.0-10986,0,0,1,herald-sun,2011,1,17,20110117,0.079572612,0.06942595,0.851001438,0.996514463,0.003485537
gun_control1.0-10987,0,0,0,san jose mercury news,2011,1,17,20110117,0.44772477,0.122376813,0.429898416,0.013953527,0.986046473
gun_control1.0-10988,0,0,0,new york times,2011,1,16,20110116,0.212768399,0.109635195,0.677596406,0.000207279,0.999792721
gun_control1.0-10989,0,0,0,new york times,2011,1,16,20110116,0.030872445,0.040312681,0.928814874,0.839416418,0.160583582
gun_control1.0-1099,0,0,1,palm beach post,1991,4,24,19910424,0.197917708,0.096141395,0.705940897,0.002353557,0.997646443
gun_control1.0-10990,0,0,0,palm beach post,2011,1,16,20110116,0.144553407,0.126852475,0.728594118,0.00023834,0.99976166
gun_control1.0-10991,0,0,1,st. petersburg times,2011,1,16,20110116,0.4851673,0.237087213,0.277745487,0.011134264,0.988865736
gun_control1.0-10992,0,0,0,st. petersburg times,2011,1,16,20110116,0.484233381,0.098585557,0.417181062,0.188303568,0.811696432
gun_control1.0-10993,0,0,0,st. petersburg times,2011,1,16,20110116,0.034740326,0.142847241,0.822412434,0.996109722,0.003890278
gun_control1.0-10994,0,0,1,washington post,2011,1,16,20110116,0.518781473,0.197024315,0.284194212,0.004753301,0.995246699
gun_control1.0-10995,0,0,0,washington post,2011,1,16,20110116,0.338242352,0.108109397,0.553648252,0.358568686,0.641431314
gun_control1.0-10996,0,0,1,denver post,2011,1,15,20110115,0.511366911,0.036477418,0.452155671,0.997679909,0.002320091
gun_control1.0-10997,0,0,1,new york times,2011,1,15,20110115,0.17871145,0.053023241,0.768265309,0.99580375,0.00419625
gun_control1.0-10998,0,0,0,san jose mercury news,2011,1,15,20110115,0.177505153,0.135720203,0.686774644,0.01481664,0.98518336
gun_control1.0-10999,0,0,0,san jose mercury news,2011,1,15,20110115,0.544387026,0.091399872,0.364213102,0.00339996,0.99660004
gun_control1.0-11,0,0,1,new york times,1975,4,24,19750424,0.17059669,0.144270629,0.685132682,0.027153149,0.972846851
gun_control1.0-110,0,0,0,new york times,1988,8,7,19880807,0.148911652,0.031075467,0.820012881,0.342604902,0.657395098
gun_control1.0-1100,0,0,0,palm beach post,1991,4,24,19910424,0.284247871,0.103218854,0.612533276,0.000518061,0.999481939
gun_control1.0-11000,0,0,1,saint paul pioneer press,2011,1,15,20110115,0.247070424,0.287867318,0.465062258,0.000693327,0.999306673
gun_control1.0-11001,0,0,0,st. petersburg times,2011,1,15,20110115,0.398336219,0.160681649,0.440982132,0.047125658,0.952874342
gun_control1.0-11002,0,0,0,st. petersburg times,2011,1,15,20110115,0.30122493,0.088332456,0.610442614,0.201575103,0.798424897
gun_control1.0-11003,0,0,0,denver post,2011,1,14,20110114,0.418909371,0.134393334,0.446697295,0.002655399,0.997344601
gun_control1.0-11005,0,0,1,new york times,2011,1,14,20110114,0.202857713,0.145118283,0.652024004,0.012816502,0.987183498
gun_control1.0-11006,0,0,0,palm beach post,2011,1,14,20110114,0.801252458,0.022287516,0.176460026,0.999379424,0.000620576
gun_control1.0-11007,0,0,0,san jose mercury news,2011,1,14,20110114,0.401881234,0.038321817,0.55979695,0.998080309,0.001919691
gun_control1.0-11008,0,0,0,washington post,2011,1,14,20110114,0.233287881,0.247382445,0.519329674,0.07591067,0.92408933
gun_control1.0-11009,0,0,0,washington post,2011,1,14,20110114,0.603568915,0.171743672,0.224687412,0.610344268,0.389655732
gun_control1.0-1101,0,0,0,st. louis post-dispatch,1991,4,24,19910424,0.147655745,0.111592846,0.74075141,0.391434401,0.608565599
gun_control1.0-11010,0,0,0,new york times,2011,1,13,20110113,0.138506372,0.037708973,0.823784655,0.993144044,0.006855956
gun_control1.0-11011,0,0,0,new york times,2011,1,13,20110113,0.161929976,0.058184968,0.779885056,0.000238236,0.999761764
gun_control1.0-11012,0,0,1,san jose mercury news,2011,1,13,20110113,0.549561596,0.056820258,0.393618146,0.859047856,0.140952144
gun_control1.0-11013,0,0,0,st. petersburg times,2011,1,13,20110113,0.350343711,0.104377404,0.545278885,0.140291548,0.859708452
gun_control1.0-11014,0,0,1,usa today,2011,1,13,20110113,0.187705397,0.065164239,0.747130364,0.014537284,0.985462716
gun_control1.0-11015,0,0,1,washington post,2011,1,13,20110113,0.40022187,0.059308549,0.540469581,0.978835743,0.021164257
gun_control1.0-11016,0,0,0,atlanta journal and constitution,2011,1,12,20110112,0.5887336,0.028031141,0.383235259,0.727748583,0.272251417
gun_control1.0-11017,0,0,0,daily news,2011,1,12,20110112,0.087628068,0.028524911,0.883847021,0.958866366,0.041133634
gun_control1.0-11018,0,1,0,san jose mercury news,2011,1,12,20110112,0.654499364,0.092560082,0.252940554,0.991917852,0.008082148
gun_control1.0-11019,0,0,0,st. petersburg times,2011,1,12,20110112,0.609661328,0.170117177,0.220221495,0.015077464,0.984922536
gun_control1.0-1102,0,0,1,st. louis post-dispatch,1991,4,24,19910424,0.397651977,0.297820839,0.304527185,0.002012089,0.997987911
gun_control1.0-11020,0,0,1,usa today,2011,1,12,20110112,0.227877921,0.183811703,0.588310376,0.747612879,0.252387121
gun_control1.0-11021,0,0,0,washington post,2011,1,12,20110112,0.292293247,0.08101913,0.626687623,0.188828432,0.811171568
gun_control1.0-11022,0,0,0,washington post,2011,1,12,20110112,0.181911893,0.170679266,0.647408841,0.002051144,0.997948856
gun_control1.0-11023,0,0,1,daily news,2011,1,11,20110111,0.201382864,0.140607332,0.658009804,0.003854553,0.996145447
gun_control1.0-11024,0,0,1,daily news,2011,1,11,20110111,0.150456121,0.048620645,0.800923234,0.670781437,0.329218563
gun_control1.0-11025,0,0,0,new york times,2011,1,11,20110111,0.450491398,0.08417401,0.465334592,0.021589208,0.978410792
gun_control1.0-11026,0,0,1,new york times,2011,1,11,20110111,0.101710573,0.066636031,0.831653396,0.986075886,0.013924114
gun_control1.0-11027,0,0,1,philadelphia inquirer,2011,1,11,20110111,0.20476147,0.049632678,0.745605852,0.919501671,0.080498329
gun_control1.0-11028,0,0,0,san jose mercury news,2011,1,11,20110111,0.247589566,0.063815472,0.688594961,0.643493104,0.356506896
gun_control1.0-11029,0,0,0,san jose mercury news,2011,1,11,20110111,0.141594648,0.06112257,0.797282782,0.964913879,0.035086121
gun_control1.0-1103,0,0,0,usa today,1991,4,24,19910424,0.360015922,0.276886522,0.363097556,0.006064477,0.993935523
gun_control1.0-11030,0,0,0,usa today,2011,1,11,20110111,0.307570436,0.037570705,0.654858858,0.991048758,0.008951242
gun_control1.0-11031,0,0,0,usa today,2011,1,11,20110111,0.638598177,0.088869814,0.272532009,0.995439341,0.004560659
gun_control1.0-11032,0,0,0,usa today,2011,1,11,20110111,0.345835229,0.182401394,0.471763377,0.002256337,0.997743663
gun_control1.0-11033,0,0,0,washington post,2011,1,11,20110111,0.198442485,0.065725486,0.735832028,0.936333528,0.063666472
gun_control1.0-11034,0,0,1,washington post,2011,1,11,20110111,0.199821016,0.091312168,0.708866815,0.985849661,0.014150339
gun_control1.0-11035,0,0,0,daily news,2011,1,10,20110110,0.216868434,0.106728228,0.676403338,0.03680833,0.96319167
gun_control1.0-11036,0,0,0,washington post,2011,1,10,20110110,0.16845312,0.122058806,0.709488073,0.974303657,0.025696343
gun_control1.0-11037,0,0,0,washington post,2011,1,10,20110110,0.280112668,0.061331927,0.658555405,0.356214585,0.643785415
gun_control1.0-11038,0,0,0,washington post,2011,1,10,20110110,0.330884684,0.09207057,0.577044746,0.00040418,0.99959582
gun_control1.0-11039,0,0,0,new york times,2011,1,8,20110108,0.021478619,0.037986718,0.940534663,0.849107811,0.150892189
gun_control1.0-1104,0,1,0,washington post,1991,4,24,19910424,0.261923211,0.218942453,0.519134336,0.000355104,0.999644896
gun_control1.0-11040,0,0,0,san jose mercury news,2011,1,8,20110108,0.33382856,0.105732607,0.560438834,0.000695635,0.999304365
gun_control1.0-11041,0,0,0,palm beach post,2011,1,6,20110106,0.244840959,0.036690851,0.71846819,0.293464717,0.706535283
gun_control1.0-11042,0,0,1,washington post,2012,4,28,20120428,0.091874747,0.097855254,0.810269998,0.893448663,0.106551337
gun_control1.0-11044,0,0,0,tampa bay times,2012,4,27,20120427,0.369263165,0.081405384,0.549331451,0.008990006,0.991009994
gun_control1.0-11045,0,0,0,tampa bay times,2012,4,27,20120427,0.274745115,0.121976414,0.603278471,0.010254746,0.989745254
gun_control1.0-11047,0,0,1,washington post,2012,4,27,20120427,0.061007272,0.043640144,0.895352584,0.049976078,0.950023922
gun_control1.0-11048,0,0,0,denver post,2012,4,26,20120426,0.319092653,0.056883246,0.6240241,0.989712162,0.010287838
gun_control1.0-1105,1,0,0,atlanta journal and constitution,1991,4,23,19910423,0.589341187,0.054465251,0.356193563,0.471528487,0.528471513
gun_control1.0-11050,0,0,0,new york times,2012,4,26,20120426,0.441058028,0.115415097,0.443526875,0.7731042,0.2268958
gun_control1.0-11051,0,0,1,palm beach post,2012,4,24,20120424,0.370442522,0.184359687,0.445197791,0.06897082,0.93102918
gun_control1.0-11052,0,0,0,tampa bay times,2012,4,24,20120424,0.243710242,0.145538376,0.610751382,0.175449693,0.824550307
gun_control1.0-11053,0,0,0,tampa bay times,2012,4,23,20120423,0.739310403,0.08139624,0.179293358,0.689944272,0.310055728
gun_control1.0-11055,0,0,0,washington post,2012,4,22,20120422,0.231246429,0.045773666,0.722979905,0.994995883,0.005004117
gun_control1.0-11056,0,0,0,atlanta journal and constitution,2012,4,21,20120421,0.445547527,0.103560482,0.450891991,0.011867904,0.988132096
gun_control1.0-11057,0,0,0,tampa bay times,2012,4,21,20120421,0.12914614,0.043852097,0.827001763,0.028616577,0.971383423
gun_control1.0-11058,0,0,1,new york times,2012,4,20,20120420,0.176222382,0.077790125,0.745987493,0.094021065,0.905978935
gun_control1.0-11059,0,0,1,new york times,2012,4,20,20120420,0.197541563,0.071970025,0.730488411,0.121413805,0.878586195
gun_control1.0-1106,0,0,1,atlanta journal and constitution,1991,4,23,19910423,0.078424567,0.125401718,0.796173715,0.251616147,0.748383853
gun_control1.0-11060,0,0,0,palm beach post,2012,4,20,20120420,0.189324536,0.213587737,0.597087727,0.003878235,0.996121765
gun_control1.0-11061,0,0,0,tampa bay times,2012,4,20,20120420,0.300042786,0.105104647,0.594852568,0.4066246,0.5933754
gun_control1.0-11062,0,0,1,tampa bay times,2012,4,20,20120420,0.282281502,0.135459184,0.582259314,0.000539814,0.999460186
gun_control1.0-11063,1,0,0,atlanta journal and constitution,2012,4,19,20120419,0.430469328,0.129603663,0.439927009,0.351380099,0.648619901
gun_control1.0-11064,0,0,0,san jose mercury news,2012,4,19,20120419,0.527440196,0.045782882,0.426776922,0.999637384,0.000362616
gun_control1.0-11065,0,0,0,st. louis post-dispatch,2012,4,19,20120419,0.406651078,0.108445451,0.484903471,0.008231817,0.991768183
gun_control1.0-11066,0,0,0,saint paul pioneer press,2012,4,19,20120419,0.122916378,0.120913885,0.756169738,0.011940617,0.988059383
gun_control1.0-11067,0,0,1,tampa bay times,2012,4,19,20120419,0.120883067,0.058691948,0.820424985,0.000259486,0.999740514
gun_control1.0-11068,0,0,1,new york times,2012,4,18,20120418,0.234536768,0.295120716,0.470342516,0.023219313,0.976780687
gun_control1.0-11069,0,0,0,palm beach post,2012,4,18,20120418,0.401679831,0.170905648,0.427414522,0.013635887,0.986364113
gun_control1.0-1107,0,0,0,washington post,1991,4,23,19910423,0.063235445,0.093902453,0.842862102,0.616576258,0.383423742
gun_control1.0-11070,0,0,0,philadelphia inquirer,2012,4,18,20120418,0.5891606,0.167242675,0.243596725,0.995208359,0.004791641
gun_control1.0-11071,0,0,0,san jose mercury news,2012,4,18,20120418,0.379141154,0.05722815,0.563630696,0.16455628,0.83544372
gun_control1.0-11072,0,0,1,san jose mercury news,2012,4,18,20120418,0.451014128,0.054941248,0.494044624,0.001092577,0.998907423
gun_control1.0-11073,0,0,1,tampa bay times,2012,4,18,20120418,0.354524671,0.094596916,0.550878412,0.013390387,0.986609613
gun_control1.0-11075,0,0,0,washington post,2012,4,18,20120418,0.205682024,0.096712228,0.697605747,0.079159393,0.920840607
gun_control1.0-11076,0,0,0,new york times,2012,4,17,20120417,0.374180909,0.187263283,0.438555808,0.204638847,0.795361153
gun_control1.0-11077,0,0,0,new york times,2012,4,17,20120417,0.295150471,0.120717439,0.58413209,0.773385645,0.226614355
gun_control1.0-11078,0,0,0,palm beach post,2012,4,17,20120417,0.403874133,0.052027744,0.544098122,0.00037955,0.99962045
gun_control1.0-11079,0,0,0,tampa bay times,2012,4,17,20120417,0.107250791,0.058607879,0.834141329,0.681442912,0.318557088
gun_control1.0-1108,0,0,0,washington post,1991,4,22,19910422,0.296785122,0.114797681,0.588417197,0.070015658,0.929984342
gun_control1.0-11080,0,0,0,tampa bay times,2012,4,17,20120417,0.547762781,0.097895232,0.354341987,0.074108198,0.925891802
gun_control1.0-11081,0,0,0,daily news,2012,4,16,20120416,0.524338077,0.118535383,0.35712654,0.000565956,0.999434044
gun_control1.0-11082,0,0,1,washington post,2012,4,16,20120416,0.191466536,0.07679213,0.731741334,0.841136932,0.158863068
gun_control1.0-11084,0,0,1,palm beach post,2012,4,15,20120415,0.299079862,0.146685569,0.554234569,0.514863926,0.485136074
gun_control1.0-11085,0,0,1,san jose mercury news,2012,4,15,20120415,0.507850164,0.072594075,0.41955576,0.037473387,0.962526613
gun_control1.0-11087,0,0,0,tampa bay times,2012,4,15,20120415,0.281388347,0.131892274,0.586719378,0.301508508,0.698491492
gun_control1.0-11089,0,0,0,washington post,2012,4,15,20120415,0.020876424,0.075197591,0.903925985,0.765447314,0.234552686
gun_control1.0-1109,0,0,0,new york times,1991,4,21,19910421,0.494407647,0.073389315,0.432203039,0.006643191,0.993356809
gun_control1.0-11090,0,0,1,daily news,2012,4,14,20120414,0.236257417,0.069338608,0.694403975,0.732468903,0.267531097
gun_control1.0-11091,0,0,0,daily news,2012,4,14,20120414,0.165739831,0.130025589,0.70423458,0.022418599,0.977581401
gun_control1.0-11092,0,0,0,daily news,2012,4,14,20120414,0.183007379,0.039540549,0.777452073,0.087949209,0.912050791
gun_control1.0-11093,0,0,0,new york times,2012,4,14,20120414,0.352597455,0.068648721,0.578753824,0.597625975,0.402374025
gun_control1.0-11094,0,0,0,new york times,2012,4,14,20120414,0.460676194,0.066759673,0.472564133,0.799012079,0.200987921
gun_control1.0-11095,1,0,0,st. louis post-dispatch,2012,4,14,20120414,0.48054063,0.200376829,0.319082541,0.00385154,0.99614846
gun_control1.0-11096,0,0,1,washington post,2012,4,14,20120414,0.56122747,0.185311024,0.253461507,0.029138458,0.970861542
gun_control1.0-11098,0,0,0,daily news,2012,4,13,20120413,0.249843942,0.056735103,0.693420956,0.618582534,0.381417466
gun_control1.0-11099,0,0,1,denver post,2012,4,13,20120413,0.576445951,0.082575833,0.340978216,0.026396763,0.973603237
gun_control1.0-111,0,0,0,new york times,1988,8,2,19880802,0.072010139,0.081682671,0.84630719,0.413309504,0.586690496
gun_control1.0-1110,0,0,0,palm beach post,1991,4,21,19910421,0.48826478,0.136689537,0.375045683,0.775924754,0.224075246
gun_control1.0-11100,0,0,0,new york times,2012,4,13,20120413,0.18763802,0.087547959,0.724814022,0.103103787,0.896896213
gun_control1.0-11101,0,0,1,new york times,2012,4,13,20120413,0.439015142,0.065050327,0.495934531,0.008702016,0.991297984
gun_control1.0-11102,0,0,0,new york times,2012,4,13,20120413,0.288384727,0.091653572,0.619961701,0.450731891,0.549268109
gun_control1.0-11103,0,0,0,philadelphia inquirer,2012,4,13,20120413,0.476655263,0.123116836,0.4002279,0.02370327,0.97629673
gun_control1.0-11104,0,0,0,san jose mercury news,2012,4,13,20120413,0.584784596,0.083408877,0.331806527,0.996488883,0.003511117
gun_control1.0-11105,0,0,0,san jose mercury news,2012,4,13,20120413,0.50104289,0.156654245,0.342302865,0.994153981,0.005846019
