,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
same-sex_marriage1.0-9007,0,0,1,washington post,2012,10,12,20121012,12
same-sex_marriage1.0-9144,0,0,1,usa today,2012,11,30,20121130,4
same-sex_marriage1.0-9143,0,0,1,saint paul pioneer press,2012,11,30,20121130,11
same-sex_marriage1.0-9140,0,0,1,san jose mercury news,2012,11,30,20121130,4
same-sex_marriage1.0-5807,0,0,1,new york times,2009,4,18,20090418,12
same-sex_marriage1.0-5803,0,1,0,daily news,2009,4,21,20090421,11
same-sex_marriage1.0-4232,0,1,0,st. petersburg times,2006,8,11,20060811,9
same-sex_marriage1.0-10235,0,0,1,st. louis post-dispatch,1996,5,9,19960509,12
same-sex_marriage1.0-10230,0,0,1,st. louis post-dispatch,1996,5,11,19960511,2
same-sex_marriage1.0-10231,0,0,1,washington post,1996,5,11,19960511,12
same-sex_marriage1.0-10350,0,0,1,san jose mercury news,1996,1,25,19960125,5
same-sex_marriage1.0-10355,0,0,1,san jose mercury news,1996,1,18,19960118,5
same-sex_marriage1.0-2317,0,0,1,washington post,2004,7,4,20040704,4
same-sex_marriage1.0-2316,0,0,1,palm beach post,2004,7,4,20040704,9
same-sex_marriage1.0-4378,0,0,1,washington post,2007,9,16,20070916,3
same-sex_marriage1.0-4237,0,1,0,washington post,2006,8,5,20060805,4
same-sex_marriage1.0-3159,0,1,0,new york times,2006,6,4,20060604,9
same-sex_marriage1.0-3406,0,0,1,san jose mercury news,2008,6,22,20080622,2
same-sex_marriage1.0-3402,0,0,1,atlanta journal and constitution,2008,6,25,20080625,4
same-sex_marriage1.0-3151,0,0,1,washington post,2006,6,6,20060606,12
same-sex_marriage1.0-4906,0,0,1,palm beach post,2011,4,5,20110405,8
same-sex_marriage1.0-7093,0,0,1,daily news,2011,12,25,20111225,11
same-sex_marriage1.0-7097,0,0,1,new york times,2011,12,13,20111213,4
same-sex_marriage1.0-3801,0,0,1,san jose mercury news,2008,10,29,20081029,11
same-sex_marriage1.0-3802,0,0,1,usa today,2008,10,29,20081029,11
same-sex_marriage1.0-3803,0,1,0,washington post,2008,10,29,20081029,12
same-sex_marriage1.0-10823,0,0,1,atlanta journal and constitution,2000,4,30,20000430,11
same-sex_marriage1.0-10822,0,0,1,washington post,2000,5,1,20000501,3
same-sex_marriage1.0-10825,0,0,1,washington post,2000,4,30,20000430,2
same-sex_marriage1.0-10824,0,0,1,st. louis post-dispatch,2000,4,30,20000430,11
same-sex_marriage1.0-2572,0,0,1,washington post,2004,10,1,20041001,12
same-sex_marriage1.0-2570,0,0,1,san jose mercury news,2004,10,1,20041001,12
same-sex_marriage1.0-7277,0,0,1,new york times,2011,7,24,20110724,9
same-sex_marriage1.0-7275,0,0,1,daily news,2011,7,24,20110724,9
same-sex_marriage1.0-6050,0,0,1,new york times,2009,11,8,20091108,3
same-sex_marriage1.0-6053,0,0,1,san jose mercury news,2009,11,6,20091106,12
same-sex_marriage1.0-6054,0,0,1,washington post,2009,11,6,20091106,5
same-sex_marriage1.0-1005,0,1,0,new york times,2004,2,14,20040214,12
same-sex_marriage1.0-1009,0,0,1,san jose mercury news,2004,2,14,20040214,4
same-sex_marriage1.0-908,0,0,1,new york times,2004,2,21,20040221,2
same-sex_marriage1.0-902,0,0,1,st. petersburg times,2004,2,22,20040222,4
same-sex_marriage1.0-904,0,0,1,daily news,2004,2,21,20040221,4
same-sex_marriage1.0-907,0,1,0,new york times,2004,2,21,20040221,4
same-sex_marriage1.0-1664,0,0,1,new york times,2004,6,4,20040604,2
same-sex_marriage1.0-10934,0,1,0,san jose mercury news,2000,3,9,20000309,11
same-sex_marriage1.0-1669,0,0,1,st. louis post-dispatch,2004,6,4,20040604,12
same-sex_marriage1.0-7364,0,0,1,washington post,2011,7,9,20110709,12
same-sex_marriage1.0-7701,0,0,1,new york times,2012,1,18,20120118,12
same-sex_marriage1.0-7367,0,0,1,washington post,2011,7,8,20110708,11
same-sex_marriage1.0-7366,0,0,1,new york times,2011,7,8,20110708,0
same-sex_marriage1.0-7700,0,0,1,atlanta journal and constitution,2012,1,18,20120118,12
same-sex_marriage1.0-3652,0,0,1,st. louis post-dispatch,2008,1,14,20080114,4
same-sex_marriage1.0-5058,0,0,1,daily news,2008,6,30,20080630,11
same-sex_marriage1.0-8526,0,0,1,washington post,2012,9,30,20120930,4
same-sex_marriage1.0-8522,0,0,1,washington post,2012,9,30,20120930,10
same-sex_marriage1.0-8521,0,0,1,saint paul pioneer press,2012,9,30,20120930,2
same-sex_marriage1.0-8528,0,0,1,herald-sun,2012,9,29,20120929,12
same-sex_marriage1.0-8529,0,0,1,daily news,2012,9,28,20120928,3
same-sex_marriage1.0-4490,0,0,1,washington post,2007,4,22,20070422,5
same-sex_marriage1.0-4497,0,0,1,washington post,2007,4,14,20070414,2
same-sex_marriage1.0-5121,0,0,1,san jose mercury news,2008,6,9,20080609,5
same-sex_marriage1.0-5123,0,0,1,usa today,2008,6,9,20080609,0
same-sex_marriage1.0-5650,0,0,1,new york times,2009,6,13,20090613,3
same-sex_marriage1.0-5655,0,0,1,daily news,2009,6,8,20090608,4
same-sex_marriage1.0-5654,0,0,1,washington post,2009,6,11,20090611,12
same-sex_marriage1.0-5129,0,0,1,washington post,2008,6,7,20080607,9
same-sex_marriage1.0-7705,0,0,1,daily news,2012,1,13,20120113,0
same-sex_marriage1.0-7878,0,0,1,new york times,2012,2,18,20120218,12
same-sex_marriage1.0-7875,0,1,0,denver post,2012,2,18,20120218,12
same-sex_marriage1.0-457,0,0,1,saint paul pioneer press,2003,8,23,20030823,2
same-sex_marriage1.0-4290,0,0,1,san jose mercury news,2006,7,11,20060711,9
same-sex_marriage1.0-4291,0,0,1,san jose mercury news,2006,7,11,20060711,4
same-sex_marriage1.0-8000,0,1,0,new york times,2012,1,30,20120130,12
same-sex_marriage1.0-3723,0,0,1,san jose mercury news,2008,11,16,20081116,12
same-sex_marriage1.0-3055,0,0,1,san jose mercury news,2005,1,14,20050114,2
same-sex_marriage1.0-2961,0,0,1,washington post,2005,2,25,20050225,2
same-sex_marriage1.0-2966,0,0,1,new york times,2005,2,21,20050221,10
same-sex_marriage1.0-4746,0,0,1,new york times,2011,6,17,20110617,2
same-sex_marriage1.0-4742,0,0,1,washington post,2011,6,18,20110618,12
same-sex_marriage1.0-4749,0,0,1,new york times,2011,6,17,20110617,11
same-sex_marriage1.0-8657,0,0,1,new york times,2012,7,31,20120731,10
same-sex_marriage1.0-8650,0,1,0,new york times,2012,8,1,20120801,4
same-sex_marriage1.0-8651,0,0,1,new york times,2012,8,1,20120801,11
same-sex_marriage1.0-1409,0,0,1,san jose mercury news,2004,3,10,20040310,11
same-sex_marriage1.0-2290,0,0,1,herald-sun,2004,7,10,20040710,12
same-sex_marriage1.0-2291,0,0,1,new york times,2004,7,10,20040710,12
same-sex_marriage1.0-2298,0,0,1,washington post,2004,7,10,20040710,4
same-sex_marriage1.0-3211,0,0,1,philadelphia inquirer,2006,5,17,20060517,4
same-sex_marriage1.0-1926,0,0,1,palm beach post,2004,4,8,20040408,0
same-sex_marriage1.0-1923,0,0,1,saint paul pioneer press,2004,4,10,20040410,11
same-sex_marriage1.0-573,0,0,1,washington post,2003,7,16,20030716,12
same-sex_marriage1.0-575,0,0,1,washington post,2003,7,14,20030714,4
same-sex_marriage1.0-576,0,0,1,denver post,2003,7,13,20030713,4
same-sex_marriage1.0-577,0,0,1,denver post,2003,7,13,20030713,4
same-sex_marriage1.0-578,0,0,1,philadelphia inquirer,2003,7,13,20030713,13
same-sex_marriage1.0-579,0,0,1,saint paul pioneer press,2003,7,13,20030713,12
same-sex_marriage1.0-2740,0,1,0,daily news,2005,8,10,20050810,12
same-sex_marriage1.0-719,0,0,1,atlanta journal and constitution,2004,2,29,20040229,12
same-sex_marriage1.0-7425,0,0,1,washington post,2012,4,15,20120415,2
same-sex_marriage1.0-1442,0,0,1,new york times,2004,3,8,20040308,3
same-sex_marriage1.0-4353,0,0,1,st. petersburg times,2007,10,28,20071028,12
same-sex_marriage1.0-1219,0,1,0,philadelphia inquirer,2004,3,27,20040327,5
same-sex_marriage1.0-1217,0,0,1,st. louis post-dispatch,2004,3,28,20040328,12
same-sex_marriage1.0-1215,0,0,1,saint paul pioneer press,2004,3,28,20040328,2
same-sex_marriage1.0-1214,0,0,1,new york times,2004,3,28,20040328,10
same-sex_marriage1.0-1213,0,0,1,new york times,2004,3,28,20040328,12
same-sex_marriage1.0-1211,0,0,1,atlanta journal and constitution,2004,3,28,20040328,3
same-sex_marriage1.0-9020,0,0,1,tampa bay times,2012,10,7,20121007,4
same-sex_marriage1.0-9023,0,1,0,washington post,2012,10,3,20121003,2
same-sex_marriage1.0-5456,0,0,1,san jose mercury news,2008,10,31,20081031,9
same-sex_marriage1.0-9121,0,0,1,san jose mercury news,2012,12,7,20121207,4
same-sex_marriage1.0-9122,0,0,1,san jose mercury news,2012,12,7,20121207,4
same-sex_marriage1.0-10789,0,0,1,atlanta journal and constitution,2000,6,23,20000623,8
same-sex_marriage1.0-10784,0,0,1,st. louis post-dispatch,2000,6,27,20000627,4
same-sex_marriage1.0-10786,0,0,1,st. louis post-dispatch,2000,6,26,20000626,2
same-sex_marriage1.0-10787,0,0,1,st. louis post-dispatch,2000,6,25,20000625,2
same-sex_marriage1.0-10781,0,0,1,st. louis post-dispatch,2000,6,29,20000629,2
same-sex_marriage1.0-10782,0,0,1,herald-sun,2000,6,28,20000628,2
same-sex_marriage1.0-4192,0,1,0,new york times,2006,9,30,20060930,4
same-sex_marriage1.0-4191,0,0,1,washington post,2006,10,2,20061002,5
same-sex_marriage1.0-4196,0,0,1,san jose mercury news,2006,9,28,20060928,0
same-sex_marriage1.0-4195,0,1,0,palm beach post,2006,9,29,20060929,8
same-sex_marriage1.0-4198,0,0,1,saint paul pioneer press,2006,9,28,20060928,11
same-sex_marriage1.0-10256,0,0,1,san jose mercury news,1996,4,20,19960420,4
same-sex_marriage1.0-10250,0,1,0,st. louis post-dispatch,1996,4,26,19960426,5
same-sex_marriage1.0-2976,0,0,1,new york times,2005,2,14,20050214,10
same-sex_marriage1.0-10335,0,1,0,st. louis post-dispatch,1996,2,23,19960223,9
same-sex_marriage1.0-10336,0,0,1,san jose mercury news,1996,2,22,19960222,2
same-sex_marriage1.0-4991,0,0,1,new york times,2011,2,24,20110224,12
same-sex_marriage1.0-4996,0,0,1,usa today,2011,2,24,20110224,12
same-sex_marriage1.0-5358,0,0,1,atlanta journal and constitution,2008,11,24,20081124,11
same-sex_marriage1.0-5828,0,0,1,washington post,2009,4,12,20090412,11
same-sex_marriage1.0-5824,0,0,1,daily news,2009,4,13,20090413,12
same-sex_marriage1.0-5825,0,1,0,usa today,2009,4,13,20090413,3
same-sex_marriage1.0-8298,0,0,1,philadelphia inquirer,2012,5,13,20120513,12
same-sex_marriage1.0-8294,0,0,1,new york times,2012,5,13,20120513,12
same-sex_marriage1.0-8292,0,1,0,daily news,2012,5,13,20120513,12
same-sex_marriage1.0-6006,0,0,1,washington post,2009,11,29,20091129,9
same-sex_marriage1.0-3174,0,0,1,daily news,2006,5,31,20060531,4
same-sex_marriage1.0-6328,0,0,1,denver post,2010,8,8,20100808,3
same-sex_marriage1.0-7603,0,1,0,washington post,2012,2,11,20120211,3
same-sex_marriage1.0-7073,0,0,1,usa today,2011,1,28,20110128,12
same-sex_marriage1.0-7077,0,0,1,washington post,2011,1,19,20110119,4
same-sex_marriage1.0-7079,0,0,1,daily news,2011,1,17,20110117,12
same-sex_marriage1.0-7078,0,0,1,daily news,2011,1,18,20110118,12
same-sex_marriage1.0-8951,0,0,1,washington post,2012,10,29,20121029,2
same-sex_marriage1.0-7215,0,0,1,atlanta journal and constitution,2011,8,30,20110830,4
same-sex_marriage1.0-7216,0,0,1,new york times,2011,8,27,20110827,4
same-sex_marriage1.0-7210,0,1,0,san jose mercury news,2011,9,5,20110905,4
same-sex_marriage1.0-7212,0,0,1,saint paul pioneer press,2011,9,3,20110903,11
same-sex_marriage1.0-7219,0,0,1,st. petersburg times,2011,8,19,20110819,12
same-sex_marriage1.0-4517,0,0,1,denver post,2007,3,14,20070314,12
same-sex_marriage1.0-4516,0,0,1,usa today,2007,3,19,20070319,12
same-sex_marriage1.0-6036,0,0,1,washington post,2009,11,13,20091113,12
same-sex_marriage1.0-6035,0,0,1,new york times,2009,11,13,20091113,4
same-sex_marriage1.0-6881,0,0,1,new york times,2011,5,10,20110510,12
same-sex_marriage1.0-6039,0,1,0,st. louis post-dispatch,2009,11,12,20091112,2
same-sex_marriage1.0-4511,0,0,1,new york times,2007,3,23,20070323,2
same-sex_marriage1.0-968,0,0,1,st. louis post-dispatch,2004,2,17,20040217,4
same-sex_marriage1.0-966,0,0,1,san jose mercury news,2004,2,17,20040217,9
same-sex_marriage1.0-963,0,0,1,palm beach post,2004,2,17,20040217,4
same-sex_marriage1.0-962,0,0,1,new york times,2004,2,17,20040217,9
same-sex_marriage1.0-1020,0,0,1,herald-sun,2004,2,13,20040213,5
same-sex_marriage1.0-1021,0,0,1,new york times,2004,2,13,20040213,9
same-sex_marriage1.0-1022,0,0,1,new york times,2004,2,13,20040213,12
same-sex_marriage1.0-1025,0,0,1,saint paul pioneer press,2004,2,13,20040213,12
same-sex_marriage1.0-1027,0,0,1,saint paul pioneer press,2004,2,13,20040213,4
same-sex_marriage1.0-8509,0,0,1,new york times,2012,5,7,20120507,12
same-sex_marriage1.0-8506,0,0,1,washington post,2012,5,8,20120508,11
same-sex_marriage1.0-8507,0,1,0,washington post,2012,5,8,20120508,12
same-sex_marriage1.0-8501,0,0,1,new york times,2012,5,8,20120508,12
same-sex_marriage1.0-8503,0,0,1,usa today,2012,5,8,20120508,12
same-sex_marriage1.0-389,0,0,1,saint paul pioneer press,2003,11,6,20031106,12
same-sex_marriage1.0-382,0,0,1,saint paul pioneer press,2003,11,12,20031112,8
same-sex_marriage1.0-2414,0,0,1,new york times,2004,11,7,20041107,3
same-sex_marriage1.0-7423,0,0,1,new york times,2012,4,16,20120416,0
same-sex_marriage1.0-2416,0,0,1,new york times,2004,11,7,20041107,12
same-sex_marriage1.0-5105,0,0,1,washington post,2008,6,15,20080615,10
same-sex_marriage1.0-2145,0,0,1,st. louis post-dispatch,2004,8,1,20040801,3
same-sex_marriage1.0-5108,0,0,1,new york times,2008,6,13,20080613,1
same-sex_marriage1.0-7859,0,0,1,san jose mercury news,2012,2,21,20120221,5
same-sex_marriage1.0-7858,0,0,1,new york times,2012,2,21,20120221,12
same-sex_marriage1.0-7855,0,0,1,new york times,2012,2,21,20120221,3
same-sex_marriage1.0-3655,0,0,1,st. petersburg times,2008,1,7,20080107,5
same-sex_marriage1.0-64,0,0,1,herald-sun,2002,6,7,20020607,8
same-sex_marriage1.0-4309,0,0,1,atlanta journal and constitution,2006,7,7,20060707,4
same-sex_marriage1.0-9824,0,0,1,atlanta journal and constitution,1993,6,18,19930618,12
same-sex_marriage1.0-4505,0,0,1,san jose mercury news,2007,4,2,20070402,4
same-sex_marriage1.0-4506,0,0,1,new york times,2007,4,1,20070401,5
same-sex_marriage1.0-9827,0,1,0,palm beach post,1993,5,7,19930507,4
same-sex_marriage1.0-2909,0,0,1,daily news,2005,4,8,20050408,12
same-sex_marriage1.0-2907,0,0,1,san jose mercury news,2005,4,11,20050411,4
same-sex_marriage1.0-2902,0,0,1,saint paul pioneer press,2005,4,14,20050414,11
same-sex_marriage1.0-4301,0,0,1,atlanta journal and constitution,2006,7,8,20060708,3
same-sex_marriage1.0-68,0,0,1,new york times,2002,4,14,20020414,5
same-sex_marriage1.0-4768,0,0,1,washington post,2011,6,15,20110615,4
same-sex_marriage1.0-4764,0,0,1,new york times,2011,6,15,20110615,4
same-sex_marriage1.0-4760,0,0,1,daily news,2011,6,15,20110615,12
same-sex_marriage1.0-4761,0,0,1,daily news,2011,6,15,20110615,12
same-sex_marriage1.0-8087,0,0,1,washington post,2012,6,23,20120623,10
same-sex_marriage1.0-7689,0,0,1,philadelphia inquirer,2012,1,25,20120125,12
same-sex_marriage1.0-7683,0,0,1,philadelphia inquirer,2012,1,26,20120126,11
same-sex_marriage1.0-7680,0,0,1,washington post,2012,1,27,20120127,11
same-sex_marriage1.0-7686,0,0,1,washington post,2012,1,26,20120126,2
same-sex_marriage1.0-7687,0,0,1,new york times,2012,1,25,20120125,12
same-sex_marriage1.0-8882,0,1,0,saint paul pioneer press,2012,11,9,20121109,11
same-sex_marriage1.0-3239,0,0,1,washington post,2006,4,27,20060427,11
same-sex_marriage1.0-8888,0,0,1,new york times,2012,11,8,20121108,12
same-sex_marriage1.0-3231,0,0,1,saint paul pioneer press,2006,5,6,20060506,4
same-sex_marriage1.0-1903,0,0,1,philadelphia inquirer,2004,4,16,20040416,12
same-sex_marriage1.0-1902,0,0,1,new york times,2004,4,16,20040416,12
same-sex_marriage1.0-1907,0,0,1,atlanta journal and constitution,2004,4,15,20040415,0
same-sex_marriage1.0-1906,0,0,1,washington post,2004,4,16,20040416,12
same-sex_marriage1.0-6629,0,0,1,usa today,2011,6,30,20110630,0
same-sex_marriage1.0-1908,0,0,1,daily news,2004,4,15,20040415,10
same-sex_marriage1.0-552,0,1,0,philadelphia inquirer,2003,7,29,20030729,11
same-sex_marriage1.0-553,0,0,1,philadelphia inquirer,2003,7,29,20030729,10
same-sex_marriage1.0-559,0,0,1,new york times,2003,7,25,20030725,11
same-sex_marriage1.0-2016,0,0,1,philadelphia inquirer,2004,9,9,20040909,12
same-sex_marriage1.0-7538,0,0,1,washington post,2012,2,19,20120219,12
same-sex_marriage1.0-7539,0,0,1,washington post,2012,2,19,20120219,12
same-sex_marriage1.0-6487,0,1,0,philadelphia inquirer,2010,3,19,20100319,11
same-sex_marriage1.0-6486,0,0,1,washington post,2010,3,20,20100320,10
same-sex_marriage1.0-6485,0,0,1,washington post,2010,3,21,20100321,11
same-sex_marriage1.0-6488,0,0,1,st. petersburg times,2010,3,18,20100318,12
same-sex_marriage1.0-738,0,0,1,washington post,2004,2,29,20040229,4
same-sex_marriage1.0-731,0,1,0,saint paul pioneer press,2004,2,29,20040229,12
same-sex_marriage1.0-736,0,0,1,st. louis post-dispatch,2004,2,29,20040229,9
same-sex_marriage1.0-737,0,0,1,washington post,2004,2,29,20040229,3
same-sex_marriage1.0-734,0,0,1,st. petersburg times,2004,2,29,20040229,2
same-sex_marriage1.0-1275,0,0,1,daily news,2004,3,21,20040321,10
same-sex_marriage1.0-1276,0,0,1,new york times,2004,3,21,20040321,10
same-sex_marriage1.0-1271,0,0,1,san jose mercury news,2004,3,22,20040322,9
same-sex_marriage1.0-1270,0,0,1,philadelphia inquirer,2004,3,22,20040322,11
same-sex_marriage1.0-1272,0,0,1,atlanta journal and constitution,2004,3,21,20040321,8
same-sex_marriage1.0-1279,0,0,1,st. petersburg times,2004,3,21,20040321,11
same-sex_marriage1.0-9047,0,0,1,philadelphia inquirer,2012,12,24,20121224,12
same-sex_marriage1.0-9045,0,0,1,washington post,2012,12,25,20121225,4
same-sex_marriage1.0-9041,0,0,1,washington post,2012,12,27,20121227,2
same-sex_marriage1.0-9109,0,0,1,new york times,2012,12,8,20121208,4
same-sex_marriage1.0-9108,0,0,1,new york times,2012,12,8,20121208,11
same-sex_marriage1.0-7999,0,0,1,daily news,2012,1,30,20120130,9
same-sex_marriage1.0-7992,0,0,1,usa today,2012,2,2,20120202,12
same-sex_marriage1.0-7991,0,0,1,san jose mercury news,2012,2,2,20120202,4
same-sex_marriage1.0-10278,0,0,1,philadelphia inquirer,1996,3,29,19960329,2
same-sex_marriage1.0-10279,0,0,1,saint paul pioneer press,1996,3,29,19960329,2
same-sex_marriage1.0-10271,0,0,1,denver post,1996,4,1,19960401,5
same-sex_marriage1.0-10272,0,0,1,st. louis post-dispatch,1996,4,1,19960401,4
same-sex_marriage1.0-10274,0,0,1,san jose mercury news,1996,3,31,19960331,2
same-sex_marriage1.0-10276,0,0,1,herald-sun,1996,3,29,19960329,2
same-sex_marriage1.0-5599,0,0,1,san jose mercury news,2008,7,15,20080715,4
same-sex_marriage1.0-5596,0,0,1,washington post,2008,7,17,20080717,10
same-sex_marriage1.0-5597,0,1,0,new york times,2008,7,16,20080716,12
same-sex_marriage1.0-5590,0,0,1,philadelphia inquirer,2008,7,25,20080725,10
same-sex_marriage1.0-5592,0,0,1,san jose mercury news,2008,7,18,20080718,11
same-sex_marriage1.0-8318,0,0,1,denver post,2012,5,12,20120512,12
same-sex_marriage1.0-10314,0,0,1,new york times,1996,3,13,19960313,10
same-sex_marriage1.0-10311,0,0,1,denver post,1996,3,14,19960314,12
same-sex_marriage1.0-4971,0,0,1,washington post,2011,3,2,20110302,12
same-sex_marriage1.0-4974,0,0,1,san jose mercury news,2011,3,1,20110301,4
same-sex_marriage1.0-5370,0,0,1,atlanta journal and constitution,2008,11,20,20081120,4
same-sex_marriage1.0-5371,0,0,1,new york times,2008,11,20,20081120,4
same-sex_marriage1.0-5377,0,0,1,san jose mercury news,2008,11,18,20081118,11
same-sex_marriage1.0-5378,0,0,1,san jose mercury news,2008,11,18,20081118,11
same-sex_marriage1.0-5379,0,0,1,san jose mercury news,2008,11,17,20081117,4
same-sex_marriage1.0-8272,0,0,1,daily news,2012,5,14,20120514,3
same-sex_marriage1.0-8270,0,0,1,washington post,2012,5,15,20120515,11
same-sex_marriage1.0-8274,0,0,1,denver post,2012,5,14,20120514,2
same-sex_marriage1.0-8275,0,0,1,new york times,2012,5,14,20120514,2
same-sex_marriage1.0-8279,0,0,1,philadelphia inquirer,2012,5,14,20120514,12
same-sex_marriage1.0-1549,0,0,1,new york times,2004,3,3,20040303,6
same-sex_marriage1.0-7967,0,0,1,washington post,2012,2,8,20120208,4
same-sex_marriage1.0-1548,0,0,1,new york times,2004,3,3,20040303,12
same-sex_marriage1.0-7057,0,0,1,washington post,2011,2,8,20110208,12
same-sex_marriage1.0-7051,0,0,1,washington post,2011,2,15,20110215,12
same-sex_marriage1.0-7050,0,0,1,denver post,2011,2,15,20110215,12
same-sex_marriage1.0-1540,0,0,1,atlanta journal and constitution,2004,3,3,20040303,12
same-sex_marriage1.0-10865,0,0,1,st. louis post-dispatch,2000,4,19,20000419,12
same-sex_marriage1.0-10867,0,0,1,washington post,2000,4,19,20000419,12
same-sex_marriage1.0-10861,0,0,1,denver post,2000,4,19,20000419,5
same-sex_marriage1.0-10868,0,0,1,denver post,2000,4,14,20000414,12
same-sex_marriage1.0-7233,0,0,1,new york times,2011,8,3,20110803,0
same-sex_marriage1.0-7230,0,0,1,daily news,2011,8,4,20110804,9
