,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-248,0,0,0,new york times,2003,12,14,20031214,0.689271346,0.127550272,0.183178382,0.002538952,0.001027338,0.005383618,0.068138207,0.855878487,0.018200911,0.003432607,0.000766061,0.000413061,0.027628019,0.004813604,0.002367131,0.004922189,0.004489815,0
same-sex_marriage1.0-2480,0,0,1,st. louis post-dispatch,2004,10,28,20041028,0.332557665,0.360842161,0.306600174,0.020760888,0.003720872,0.010654632,0.002491235,0.008806839,0.003213688,0.001899692,0.000696155,0.006006811,0.003317159,0.028347331,0.05640129,0.852688626,0.00099478,0
same-sex_marriage1.0-2481,0,0,0,washington post,2004,10,28,20041028,0.286680593,0.217286184,0.496033223,0.100356823,0.001386413,0.181657397,0.001821027,0.007407535,0.019164387,0.00121123,0.001007207,0.002645589,0.004099864,0.020657327,0.614859524,0.012928589,0.030797086,0
same-sex_marriage1.0-2482,1,0,0,atlanta journal and constitution,2004,10,27,20041027,0.647116709,0.145418252,0.20746504,0.242297075,0.002683873,0.006757627,0.015299177,0.013912676,0.026029109,0.008599097,0.001355106,0.006775376,0.007640613,0.044367603,0.14550382,0.477134511,0.001644338,0
same-sex_marriage1.0-2483,0,0,0,atlanta journal and constitution,2004,10,27,20041027,0.209023937,0.364236857,0.426739206,0.000966244,0.000736418,0.000380468,0.001527799,0.795207055,0.001102526,0.001495259,0.000622398,0.000680848,0.000252553,0.0024474,0.011711504,0.175924892,0.006944634,0
same-sex_marriage1.0-2484,0,0,0,atlanta journal and constitution,2004,10,27,20041027,0.546979237,0.122185095,0.330835668,0.017994948,0.000772323,0.005034539,0.062946361,0.025736766,0.001396394,0.002017981,0.000757358,0.001207648,0.009215059,0.005831721,0.098760886,0.766236154,0.002091862,0
same-sex_marriage1.0-2485,0,0,0,daily news,2004,10,27,20041027,0.159802248,0.200869418,0.639328333,0.017577465,0.000605391,0.020468921,0.003206028,0.016073369,0.007931666,0.005794687,0.000511658,0.001165247,0.006127108,0.002612493,0.079616542,0.832773343,0.005536083,0
same-sex_marriage1.0-2486,0,1,0,new york times,2004,10,27,20041027,0.336030516,0.274929554,0.389039929,0.000898755,0.000596963,0.000697481,0.000691769,0.790818178,0.061462643,0.002009488,0.000504534,0.001422878,0.000609447,0.000682821,0.01704968,0.1220152,0.000540164,0
same-sex_marriage1.0-2487,0,0,1,philadelphia inquirer,2004,10,27,20041027,0.307300904,0.215869409,0.476829687,0.010044446,0.000801844,0.803191277,0.002842218,0.005900648,0.00512957,0.008415493,0.000762809,0.001418571,0.002238326,0.045110042,0.004078766,0.10826709,0.001798899,0
same-sex_marriage1.0-2488,0,0,0,atlanta journal and constitution,2004,10,26,20041026,0.743715701,0.090831046,0.165453253,0.015183917,0.000692709,0.000378925,0.013336683,5.44E-05,0.008413852,0.000702198,0.000360524,0.001747445,0.272712564,0.092803984,0.15420255,0.435373568,0.004036691,0
same-sex_marriage1.0-2489,0,0,1,new york times,2004,10,26,20041026,0.380619572,0.245979384,0.373401044,0.003086573,0.001177756,0.00430272,0.085347666,0.002972417,0.010085798,0.002333737,0.001023296,0.000697175,0.007667837,0.007410414,0.001592061,0.861773825,0.010528724,0
same-sex_marriage1.0-249,0,0,1,new york times,2003,12,14,20031214,0.520703769,0.182848084,0.296448147,0.002768474,0.003589118,0.034457374,0.494604359,0.401446288,0.010241224,0.001079075,0.001235051,0.001378738,0.003011843,0.017301023,0.001764921,0.017704977,0.009417535,0
same-sex_marriage1.0-2490,0,0,0,st. louis post-dispatch,2004,10,26,20041026,0.523516539,0.103912458,0.372571003,0.385155506,0.001401675,0.059068422,0.014794585,0.004849397,0.002884409,0.001551227,0.0004657,0.00322441,0.050912525,0.000379745,0.046883216,0.425724993,0.002704191,0
same-sex_marriage1.0-2491,0,0,0,atlanta journal and constitution,2004,10,25,20041025,0.604985651,0.148943767,0.246070582,0.00438702,0.003609362,0.017642426,0.064129942,0.199021248,0.029103797,0.000622363,0.000944442,0.00622549,0.597763604,0.026882743,0.019041422,0.0269966,0.003629541,0
same-sex_marriage1.0-2492,0,0,0,daily news,2004,10,25,20041025,0.452564889,0.194429443,0.353005668,0.000480704,0.000673101,0.011368168,0.019231631,0.028261867,0.001112059,0.004116203,0.000818537,0.002538111,0.009449622,0.034979708,0.011822376,0.873869522,0.00127839,0
same-sex_marriage1.0-2493,0,0,0,atlanta journal and constitution,2004,10,24,20041024,0.42801888,0.230770021,0.341211099,0.010188276,0.000657601,0.053906927,0.002065544,0.000744249,8.80E-05,0.003042854,0.001485692,0.009288778,0.017671211,0.03134195,0.028442477,0.837849319,0.0032271,0
same-sex_marriage1.0-2495,0,1,0,daily news,2004,10,24,20041024,0.792862875,0.105211273,0.101925852,0.001424931,0.003241795,0.030776118,0.066365254,0.091222176,0.003184422,0.006199977,0.002001143,0.00232551,0.064456186,0.005369942,0.004389331,0.715190616,0.0038526,0
same-sex_marriage1.0-2497,0,0,0,st. louis post-dispatch,2004,10,24,20041024,0.199807017,0.296426283,0.5037667,0.004360467,0.002877243,0.002997935,0.005138993,0.026459949,0.046479281,0.045200249,0.000752873,0.000722194,0.001828668,0.006425193,0.4057477,0.446820164,0.004189091,0
same-sex_marriage1.0-2498,0,0,1,atlanta journal and constitution,2004,10,23,20041023,0.311980824,0.197217002,0.490802174,0.005444732,0.000762798,0.000349951,0.000651079,0.007226098,0.020926782,0.002613988,0.0005688,0.001137524,0.003902157,0.002212516,0.020145345,0.932055203,0.002003027,0
same-sex_marriage1.0-2499,0,0,1,new york times,2004,10,23,20041023,0.690472922,0.148630073,0.160897006,0.004614983,0.002331491,0.767239598,0.009000926,0.005488999,0.002317387,0.000731674,0.000610069,0.001556747,0.073246277,0.035486959,0.02221189,0.06948357,0.00567943,0
same-sex_marriage1.0-25,0,0,0,san jose mercury news,2002,9,11,20020911,0.590261864,0.257463348,0.152274789,0.030340622,0.00303826,0.00420537,0.059640811,0.095149304,0.129798106,0.007669911,0.004339769,0.034699712,0.01599698,0.041180501,0.014307657,0.543027959,0.016605039,0
same-sex_marriage1.0-250,0,1,0,philadelphia inquirer,2003,12,14,20031214,0.507673618,0.198916334,0.293410048,0.001960941,0.000950772,0.011062169,0.606808926,0.08680795,0.002646144,0.000987679,0.001156203,0.001858618,0.01219769,0.046844833,0.023913255,0.198067897,0.004736923,0
same-sex_marriage1.0-2500,0,0,0,herald-sun,2004,10,22,20041022,0.508300057,0.190191382,0.301508561,0.002651029,0.001212067,0.021060186,0.036472623,0.012462399,0.005615398,0.002442692,0.001473956,0.001753956,0.580051165,0.004647832,0.089023419,0.231626521,0.009506758,0
same-sex_marriage1.0-2501,0,0,1,atlanta journal and constitution,2004,10,21,20041021,0.28370151,0.246687139,0.469611351,0.020063031,0.000484128,0.000625201,0.055485612,0.660478364,0.102723677,0.001838078,0.000538091,0.000191121,0.000111959,0.055606669,0.03127506,0.068864737,0.001714273,0
same-sex_marriage1.0-2502,0,0,0,atlanta journal and constitution,2004,10,21,20041021,0.146121722,0.342425231,0.511453047,0.002430585,0.000765857,0.011170007,0.00687422,0.903603813,0.041483497,0.000438093,0.000554015,0.000648143,0.001456657,0.007763438,0.006281764,0.01258296,0.003946953,0
same-sex_marriage1.0-2503,0,0,0,atlanta journal and constitution,2004,10,21,20041021,0.469381435,0.122836653,0.407781912,0.001975412,0.000566871,0.180009818,0.024195167,0.004389395,0.018108963,0.001398351,0.000611227,0.001467078,0.010948961,0.002160928,0.014534145,0.738749073,0.00088461,0
same-sex_marriage1.0-2504,0,0,1,atlanta journal and constitution,2004,10,21,20041021,0.227910683,0.254809115,0.517280202,0.001280036,0.000683883,0.001108917,0.000569979,0.351484983,0.222765301,0.000553274,0.000509955,0.001754799,0.00068368,0.000308566,0.124518548,0.293275363,0.000502717,0
same-sex_marriage1.0-2505,0,0,0,new york times,2004,10,21,20041021,0.443332747,0.196259773,0.36040748,0.004919779,0.0007401,0.000723223,0.004971553,0.080437506,0.001610222,0.001558828,0.001723591,0.00159261,0.011889363,0.007146558,0.003688833,0.875491162,0.003506673,0
same-sex_marriage1.0-2506,0,0,1,saint paul pioneer press,2004,10,21,20041021,0.44315339,0.271203278,0.285643332,0.002190855,0.000736111,0.864148784,0.017167178,0.008505179,0.004414719,0.005685107,0.001341172,0.000612398,0.012167322,0.014185146,0.010518145,0.057108682,0.001219203,0
same-sex_marriage1.0-2507,0,0,0,san jose mercury news,2004,10,21,20041021,0.401424214,0.425468621,0.173107165,0.516820909,0.000586708,0.000315809,0.001591652,0.031101159,0.013865227,0.002327261,0.000495867,0.001719547,0.000344095,0.013141618,0.003016889,0.413966733,0.000706527,0
same-sex_marriage1.0-2508,0,0,0,atlanta journal and constitution,2004,10,20,20041020,0.324133908,0.288402688,0.387463405,0.002340125,0.000709104,0.004465672,0.019007543,0.761633756,0.06183632,0.000505326,0.000528761,0.000481801,0.00050331,0.001507645,0.005480161,0.140035226,0.000965249,0
same-sex_marriage1.0-2509,0,0,0,daily news,2004,10,20,20041020,0.454090734,0.165915778,0.379993488,0.008992457,0.000543177,0.009653053,0.027150004,0.125141341,0.067624677,0.003995709,0.004799261,0.142267163,0.009631013,0.003607043,0.035121269,0.558700064,0.002773768,0
same-sex_marriage1.0-251,0,0,1,st. louis post-dispatch,2003,12,13,20031213,0.535763869,0.151521432,0.312714699,0.002720155,0.00474618,0.036381171,0.259475666,0.033219325,0.034075139,0.003307081,0.001095944,0.003669534,0.103702094,0.445512342,0.005618661,0.053722637,0.01275407,0
same-sex_marriage1.0-2510,0,0,0,philadelphia inquirer,2004,10,20,20041020,0.527814888,0.163071555,0.309113557,0.001987726,0.001344008,0.008343068,0.002264666,0.840949057,0.004766223,0.00296897,0.001006467,0.007285765,0.049288976,0.011463062,0.061221265,0.002044989,0.005065759,0
same-sex_marriage1.0-2511,1,0,0,washington post,2004,10,20,20041020,0.481239276,0.211019208,0.307741515,0.0098562,0.000678097,0.788495977,0.00602971,0.007067265,0.012859841,0.006064733,0.00075368,0.000877734,0.018117031,0.002812303,0.004030352,0.140122841,0.002234235,0
same-sex_marriage1.0-2512,0,0,0,washington post,2004,10,20,20041020,0.151365473,0.281690628,0.566943899,0.005135018,0.001276296,0.008089485,0.05083655,0.00334271,0.002086526,0.013664682,0.004507847,0.001820563,0.000749144,0.017744088,0.379304798,0.508568443,0.00287385,0
same-sex_marriage1.0-2513,0,0,1,new york times,2004,10,19,20041019,0.584689493,0.183915054,0.231395453,0.010402193,0.001122081,0.931072629,0.006111401,0.002653052,0.008357052,0.007672965,0.001085244,0.002602296,0.005206172,0.002769948,0.008546412,0.008165424,0.004233129,0
same-sex_marriage1.0-2514,0,0,0,new york times,2004,10,19,20041019,0.584001293,0.11488475,0.301113957,0.137389735,0.006262746,0.689117646,0.001740615,0.004336007,0.016533302,0.02971736,0.000930107,0.006879492,0.008566965,0.019240915,0.004267835,0.073493031,0.001524244,0
same-sex_marriage1.0-2515,0,0,0,new york times,2004,10,19,20041019,0.348870903,0.241740832,0.409388265,0.005014366,0.022728888,0.03854096,0.030397315,0.039000427,0.017575032,0.018822565,0.010341754,0.008104586,0.06541435,0.038862488,0.078798153,0.622367481,0.004031635,0
same-sex_marriage1.0-2516,0,0,1,st. petersburg times,2004,10,19,20041019,0.128739107,0.283887435,0.587373458,0.02282472,0.004421676,0.908393743,0.008305009,0.015553905,0.00545106,0.004099796,0.001398544,0.001251097,0.00179102,0.001249495,0.00285854,0.013955125,0.00844627,0
same-sex_marriage1.0-2517,0,0,0,atlanta journal and constitution,2004,10,17,20041017,0.406272037,0.192014109,0.401713854,0.002291114,0.000987669,0.002356801,0.000426834,0.112631921,0.022349938,0.001383604,0.000676,0.003869962,0.002908433,0.015378512,0.832294337,0.001008521,0.001436355,0
same-sex_marriage1.0-2518,0,0,0,atlanta journal and constitution,2004,10,17,20041017,0.303046009,0.242769852,0.454184139,0.000997475,0.000708056,0.004796917,0.000879082,0.68289817,0.011729462,0.002486376,0.00052798,0.000608757,0.000283155,0.022597464,0.248514251,0.019812874,0.003159979,0
same-sex_marriage1.0-2519,0,0,1,san jose mercury news,2004,10,17,20041017,0.243945725,0.312046945,0.44400733,0.005118998,0.006675342,0.008587697,0.009676784,0.848582808,0.014379033,0.033036226,0.002595822,0.00696218,0.020848831,0.005505405,0.003199024,0.027790939,0.00704091,0
same-sex_marriage1.0-252,0,1,0,washington post,2003,12,13,20031213,0.585212647,0.155099243,0.25968811,0.004032533,0.005008852,0.012443144,0.010520712,0.915647985,0.019581374,0.00298611,0.000712602,0.001931171,0.006410527,0.000806336,0.009404659,0.000864874,0.009649121,0
same-sex_marriage1.0-2520,0,0,0,st. louis post-dispatch,2004,10,17,20041017,0.117490009,0.195212908,0.687297083,0.00245301,0.000763917,0.044272862,0.000596309,0.016438583,0.001503804,0.002012696,0.000569634,0.000447472,0.0037955,0.000524097,0.023614411,0.897336785,0.00567092,0
same-sex_marriage1.0-2521,0,0,1,new york times,2004,10,16,20041016,0.568772955,0.135160327,0.296066718,0.003654646,0.001120949,0.428470477,0.010287528,0.014558408,0.01466413,0.005038062,0.000919076,0.003212023,0.015110985,0.093365239,0.019126394,0.372923525,0.017548557,0
same-sex_marriage1.0-2522,0,0,0,new york times,2004,10,16,20041016,0.61599105,0.175133532,0.208875418,0.018144082,0.009934027,0.198885575,0.03016283,0.015589068,0.005254113,0.004129806,0.0014133,0.010444042,0.009569338,0.113236302,0.075133881,0.497226692,0.010876944,0
same-sex_marriage1.0-2523,0,0,0,new york times,2004,10,16,20041016,0.420483781,0.254017594,0.325498626,0.000476816,0.000685808,0.007070049,0.001621678,0.013508133,0.005318947,0.003292202,0.00073947,0.003085248,0.028435612,0.010060291,0.000950948,0.923192044,0.001562753,0
same-sex_marriage1.0-2524,0,0,1,washington post,2004,10,16,20041016,0.311099765,0.181395314,0.507504921,0.002047951,0.009481501,0.616692107,0.035398168,0.011968265,0.002195166,0.001502283,0.000420936,0.002534367,0.015769468,0.009616289,0.159740296,0.131576955,0.001056248,0
same-sex_marriage1.0-2525,0,0,1,denver post,2004,10,15,20041015,0.645632771,0.161594409,0.19277282,0.019621826,0.001294362,0.010343906,0.001780471,0.064718795,0.009737748,0.007638059,0.000965174,0.003277717,0.011387782,0.027724801,0.043649624,0.795096044,0.002763692,0
same-sex_marriage1.0-2526,0,0,1,denver post,2004,10,15,20041015,0.340520114,0.321115905,0.338363981,0.000355681,0.000678186,0.001816841,0.005115084,0.01352044,0.005559417,0.001291582,0.000573182,0.001242199,0.000992775,0.007555537,0.050467412,0.908838016,0.001993649,0
same-sex_marriage1.0-2527,0,0,0,new york times,2004,10,15,20041015,0.299202215,0.235370288,0.465427498,0.009513397,0.010398066,0.01862566,0.022956901,0.015014085,0.213729873,0.011223752,0.000795363,0.037995348,0.037599849,0.002442202,0.052794715,0.538066579,0.028844209,0
same-sex_marriage1.0-2528,0,0,0,atlanta journal and constitution,2004,10,14,20041014,0.286817621,0.259415388,0.453766991,0.003400182,0.000573985,0.001905942,0.024571213,0.114924392,0.535414306,0.003466566,0.003102517,0.001776167,0.000260587,0.000925699,0.286846022,0.015387191,0.007445229,0
same-sex_marriage1.0-253,0,0,0,herald-sun,2003,12,12,20031212,0.637572971,0.166381187,0.196045842,0.007016664,0.000734478,0.002934961,0.040971785,0.01905424,0.083592023,0.008829271,0.000602205,0.00534193,0.047416448,0.023342213,0.677263451,0.080012396,0.002887936,0
same-sex_marriage1.0-2530,0,0,0,daily news,2004,10,14,20041014,0.636812714,0.144591856,0.21859543,0.053029129,0.010126652,0.004151106,0.01724381,0.124947682,0.043401851,0.026756849,0.002525075,0.008326677,0.604177849,0.006590582,0.066197628,0.02336709,0.009158022,0
same-sex_marriage1.0-2531,0,0,1,daily news,2004,10,14,20041014,0.247994201,0.279299729,0.47270607,0.002290769,0.001263198,0.002914718,0.013113686,0.058179694,0.004697076,0.002198312,0.000740064,0.000977211,0.042441219,0.002313713,0.002426156,0.861481454,0.004962729,0
same-sex_marriage1.0-2532,0,0,1,new york times,2004,10,14,20041014,0.820623356,0.087928934,0.091447709,0.757529604,0.000939547,0.002265586,0.040797246,0.022044882,0.008146839,0.00120018,0.000700597,0.006818842,0.114602752,0.021392997,0.003063845,0.016916917,0.003580164,0
same-sex_marriage1.0-2533,0,0,0,st. petersburg times,2004,10,14,20041014,0.613302071,0.180362032,0.206335897,0.006188435,0.001225395,0.552447504,0.008351673,0.005360523,0.008070735,0.003139967,0.011166295,0.014593208,0.024460306,0.189332293,0.161599928,0.012432482,0.001631254,0
same-sex_marriage1.0-2534,0,0,0,atlanta journal and constitution,2004,10,13,20041013,0.574746477,0.129329295,0.295924228,0.004545615,0.001235402,0.04503797,0.000170374,0.001749878,0.010587055,0.001359596,0.000642971,0.001456291,0.142715019,0.047431318,0.011929157,0.726244592,0.004894762,0
same-sex_marriage1.0-2535,0,0,0,atlanta journal and constitution,2004,10,13,20041013,0.28876107,0.276522562,0.434716367,0.004311075,0.00124485,0.003803616,0.002324922,0.000678914,0.001254185,0.01120083,0.000571653,0.002545452,0.00888987,0.006893889,0.013977556,0.939441995,0.002861193,0
same-sex_marriage1.0-2536,0,0,0,atlanta journal and constitution,2004,10,13,20041013,0.253380534,0.281756695,0.464862771,0.007957529,0.00076441,0.003409772,0.002519479,0.93407226,0.013714582,0.002014676,0.000570002,0.000298119,0.001278005,0.000362026,0.005218012,0.012735268,0.01508586,0
same-sex_marriage1.0-2537,0,0,0,atlanta journal and constitution,2004,10,12,20041012,0.257350301,0.366466463,0.376183237,0.008248285,0.000998265,0.036534297,0.009867702,0.129262143,0.000527232,0.000847031,0.000458418,0.00032113,0.000943655,0.001954158,0.366167603,0.441531519,0.002338562,0
same-sex_marriage1.0-2538,0,0,0,herald-sun,2004,10,12,20041012,0.459702639,0.164407571,0.37588979,0.00253621,0.000685955,0.003810346,0.009842584,0.000237906,0.001982521,0.000876094,0.000357009,0.001519357,0.004230781,0.008211917,0.417245676,0.547448718,0.001014925,0
same-sex_marriage1.0-2539,0,0,0,new york times,2004,10,12,20041012,0.344619411,0.294190021,0.361190567,0.001102862,0.000781475,0.41409006,0.000691273,7.90E-05,0.000931087,0.003948819,0.000406722,0.000306269,0.00454555,0.003718649,0.074801688,0.492937549,0.001659045,0
same-sex_marriage1.0-254,0,0,0,philadelphia inquirer,2003,12,12,20031212,0.745770325,0.106840446,0.147389229,0.009803168,0.000712082,0.001313218,0.035481611,0.007258242,0.016334144,0.002657947,0.00060183,0.007117929,0.599246508,0.003610271,0.000643809,0.314816464,0.000402777,0
same-sex_marriage1.0-2540,0,0,0,denver post,2004,10,10,20041010,0.347901539,0.212429052,0.439669409,0.027168083,0.001054708,0.769050521,0.000229974,0.006487562,0.004620129,0.000740046,0.000532529,0.001811082,0.04371098,0.028181616,0.042699616,0.060666792,0.013046362,0
