,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-10957,0,0,1,st. louis post-dispatch,2000,2,25,20000225,0.619433472,0.203531251,0.177035277,0.974897658,0.025102342,0.000887548,0.001137095,0.460970252,0.040732966,0.199125153,0.112711446,0.001530967,0.005100635,0.000784461,0.025999914,0.078173387,0.045564354,0.025281382,0.00200044,0
same-sex_marriage1.0-10958,0,0,1,saint paul pioneer press,2000,2,24,20000224,0.388954298,0.228970839,0.382074863,0.087649277,0.912350723,0.016155421,0.004429517,0.008934338,0.01165357,0.600661732,0.225770735,0.002903355,0.004604909,0.015273385,0.07590685,0.001312977,0.02819508,0.002231716,0.001966414,0
same-sex_marriage1.0-10959,0,1,0,denver post,2000,2,23,20000223,0.452719188,0.171568801,0.37571201,0.132307444,0.867692556,0.003122179,0.000794146,0.005282658,0.005377279,0.001233026,0.036787463,0.007804226,0.002895589,0.000779724,0.04991692,0.002363352,0.007908976,0.873888371,0.00184609,0
same-sex_marriage1.0-1096,0,0,1,new york times,2004,2,6,20040206,0.564892506,0.128902394,0.306205099,0.719439987,0.280560013,0.014791046,0.002704344,0.067479644,0.057501824,0.558553459,0.002255921,0.007422782,0.001528069,0.001128227,0.209874718,0.037566232,0.005864961,0.015141999,0.018186774,0
same-sex_marriage1.0-10960,0,0,0,denver post,2000,2,22,20000222,0.280989639,0.219848027,0.499162334,0.045878196,0.954121804,0.003372834,0.000616977,0.07076441,0.00600073,0.002227134,0.049057466,0.001856988,0.001553431,0.001271179,0.015393295,0.006532849,0.009786022,0.822613917,0.008952765,0
same-sex_marriage1.0-10961,0,0,0,washington post,2000,2,22,20000222,0.808167583,0.099240025,0.092592393,0.038080121,0.961919879,0.26276923,0.001074972,0.159804347,0.110146258,0.073340986,0.080350228,0.002074013,0.001826514,0.001960861,0.159845855,0.040574046,0.078661339,0.008170933,0.019400418,0
same-sex_marriage1.0-10962,0,0,1,herald-sun,2000,2,21,20000221,0.399656605,0.244787369,0.355556026,0.0142761,0.9857239,0.005191646,0.006014624,0.725181891,0.002657074,0.002201595,0.00877555,0.001121428,0.000963241,0.002147564,0.001591658,0.018963708,0.07125568,0.152492053,0.001442288,0
same-sex_marriage1.0-10963,0,0,0,san jose mercury news,2000,2,20,20000220,0.559951794,0.095235274,0.344812932,0.201602452,0.798397548,0.013877238,0.002051285,0.015076069,0.051765984,0.438067543,0.228322003,0.002088029,0.000868726,0.00967046,0.001983094,0.002377027,0.044699206,0.006892244,0.18226109,0
same-sex_marriage1.0-10964,0,0,1,st. petersburg times,2000,2,19,20000219,0.589655581,0.174777955,0.235566465,0.010035778,0.989964222,0.003304284,0.003650086,0.651195204,0.001122339,0.299772422,0.003379275,0.008971815,0.001179033,0.00075803,0.006007376,0.011413338,0.005856835,0.00197532,0.001414644,0
same-sex_marriage1.0-10965,0,0,0,denver post,2000,2,18,20000218,0.352646626,0.251137039,0.396216336,0.015563485,0.984436515,0.000294458,0.000643968,0.003867281,0.003148969,0.155712398,0.022354254,0.004995732,0.000831374,0.000972924,0.003661135,0.001646717,0.00222307,0.799101344,0.000546375,0
same-sex_marriage1.0-10967,0,0,1,daily news,2000,2,17,20000217,0.698498909,0.173301546,0.128199544,0.09230843,0.90769157,0.015306949,0.003576665,0.00248275,0.030009313,0.009452901,0.015618666,0.006566134,0.000814384,0.009279351,0.006222813,0.005860898,0.01980757,0.868313331,0.006688274,0
same-sex_marriage1.0-10968,0,0,1,atlanta journal and constitution,2000,2,14,20000214,0.174104903,0.321746444,0.504148653,0.002215904,0.997784096,0.00616449,0.004107946,0.783369617,0.000403898,0.027859173,0.000982901,0.009765095,0.000696491,0.002637266,0.068787911,0.003103569,0.017325058,0.073668205,0.001128382,0
same-sex_marriage1.0-10969,0,0,1,denver post,2000,2,14,20000214,0.861198879,0.091829372,0.046971749,0.004265393,0.995734607,0.034296716,0.000935008,0.010114086,0.003888516,0.019000947,0.074770859,0.010583422,0.000703383,0.016712381,0.696060845,0.003745774,0.01101164,0.115149001,0.003027422,0
same-sex_marriage1.0-1097,0,0,0,philadelphia inquirer,2004,2,6,20040206,0.26531658,0.093279002,0.641404418,0.026798647,0.973201353,0.000671106,0.000530065,0.000711576,0.003618548,0.473241125,0.100532437,0.002427366,0.000554659,0.001490699,0.007709552,0.000284192,0.003642695,0.394253366,0.010332615,0
same-sex_marriage1.0-10970,0,0,0,saint paul pioneer press,2000,2,14,20000214,0.199883471,0.33701354,0.463102989,0.060447632,0.939552368,0.049532945,0.006334845,0.616467285,0.010099795,0.045626043,0.064350827,0.019449427,0.016840927,0.023657168,0.034099066,0.010363004,0.026429296,0.072695349,0.004054022,0
same-sex_marriage1.0-10972,0,0,0,herald-sun,2000,2,12,20000212,0.378609375,0.13202438,0.489366245,0.06271172,0.93728828,0.001968618,0.003412899,0.848291094,0.002949035,0.055589971,0.006714193,0.042586116,0.001240736,0.004253582,0.007896196,0.002030931,0.019818804,0.001633174,0.001614653,0
same-sex_marriage1.0-10973,0,0,0,san jose mercury news,2000,2,12,20000212,0.562372849,0.135771655,0.301855496,0.230128477,0.769871523,0.001427365,0.004514858,0.892866953,0.007773075,0.012190664,0.004976185,0.010185372,0.001357382,0.000682807,0.008818247,0.023671963,0.027888241,0.002354079,0.00129281,0
same-sex_marriage1.0-10975,1,0,0,washington post,2000,2,12,20000212,0.840112914,0.061446576,0.09844051,0.029049694,0.970950306,0.030455073,0.002702666,0.010996594,0.182685601,0.025561234,0.144271075,0.001850191,0.004166276,0.007978701,0.123064164,0.00264287,0.048113732,0.412752162,0.002759661,0
same-sex_marriage1.0-10976,0,0,0,san jose mercury news,2000,2,11,20000211,0.42659752,0.297441999,0.275960481,0.069741164,0.930258836,0.013819562,0.006445626,0.03949338,0.022482671,0.135413895,0.044332976,0.005512788,0.004267581,0.00446069,0.022922571,0.029969833,0.42281298,0.227888926,0.02017652,0
same-sex_marriage1.0-10977,0,0,1,denver post,2000,2,10,20000210,0.21686769,0.288101798,0.495030512,0.002805233,0.997194767,0.011596249,0.001381364,0.069891657,0.002368344,0.674081121,0.091595324,0.002186824,0.001155798,0.003427516,0.004067586,0.002386445,0.023446283,0.07750804,0.03490745,0
same-sex_marriage1.0-10978,0,0,0,new york times,2000,2,10,20000210,0.831677815,0.127253294,0.041068891,0.044866058,0.955133942,0.005314603,0.008941298,0.030896518,0.417864778,0.278548451,0.02129101,0.004158507,0.003000979,0.020745234,0.017820223,0.004598326,0.023376773,0.150781174,0.012662126,0
same-sex_marriage1.0-10979,0,0,1,san jose mercury news,2000,2,10,20000210,0.755474159,0.124481246,0.120044595,0.03056402,0.96943598,0.030967941,0.011270339,0.016693973,0.518170238,0.208638047,0.108849767,0.002976633,0.001825342,0.001698408,0.009862152,0.000898285,0.040911371,0.04138765,0.005849853,0
same-sex_marriage1.0-10980,0,0,0,st. louis post-dispatch,2000,2,10,20000210,0.846983687,0.076698979,0.076317333,0.015141197,0.984858803,0.019346474,0.001033414,0.004974584,0.008258275,0.018623545,0.267466843,0.003492017,0.001452972,0.003570375,0.029074106,0.009390111,0.015490825,0.614940019,0.002886439,0
same-sex_marriage1.0-10981,0,0,0,san jose mercury news,2000,2,8,20000208,0.286240524,0.260294178,0.453465298,0.236440031,0.763559969,0.013580555,0.000626863,0.17455975,0.001114999,0.00752632,0.016181202,0.002420156,0.001044923,0.001653395,0.000728518,0.003361782,0.275258567,0.491691106,0.010251866,0
same-sex_marriage1.0-10982,0,0,1,denver post,2000,2,6,20000206,0.269150304,0.337716785,0.393132911,0.1392062,0.8607938,0.007505139,0.000878053,0.001700908,0.017265081,0.48427551,0.035448885,0.004649646,0.00205711,0.000801996,0.002917792,0.008276108,0.269655403,0.144187848,0.02038052,0
same-sex_marriage1.0-10983,0,0,1,new york times,2000,2,6,20000206,0.627735111,0.258691782,0.113573108,0.597263691,0.402736309,0.001914793,0.001365036,0.100011147,0.004350292,0.068610273,0.009139741,0.001955501,0.001452602,0.001773836,0.087209463,0.000682177,0.031344973,0.687583518,0.002606648,0
same-sex_marriage1.0-10984,0,0,1,washington post,2000,2,6,20000206,0.778543137,0.150016154,0.07144071,0.024291461,0.975708539,0.017098204,0.000920658,0.027748679,0.054373965,0.007260434,0.204069259,0.002750746,0.001035348,0.002283774,0.005919316,0.014333227,0.625933473,0.033723823,0.002549093,0
same-sex_marriage1.0-10985,0,0,0,new york times,2000,2,3,20000203,0.631920901,0.301052083,0.067027017,0.202626144,0.797373856,0.005612296,0.001656904,0.037112584,0.203739022,0.075809654,0.168809769,0.001571376,0.00258399,0.005130254,0.245140038,0.003364979,0.063362974,0.181973315,0.004132845,0
same-sex_marriage1.0-10986,0,0,0,new york times,2000,2,2,20000202,0.597891112,0.191029623,0.211079264,0.100485437,0.899514563,0.363358617,0.000622713,0.010239882,0.026806803,0.135923186,0.070975009,0.026343053,0.005957268,0.288847473,0.027648168,0.013714434,0.006685879,0.017816469,0.005061045,0
same-sex_marriage1.0-10987,0,0,1,san jose mercury news,2000,2,2,20000202,0.613145442,0.191392107,0.195462452,0.022379904,0.977620096,0.001404892,0.002829805,0.872291961,0.012050131,0.052783011,0.003515257,0.003137025,0.002367325,0.002781189,0.031477976,0.001805263,0.005789869,0.004727276,0.003039019,0
same-sex_marriage1.0-10988,1,0,0,st. louis post-dispatch,2000,2,2,20000202,0.406921058,0.191351814,0.401727129,0.2686548,0.7313452,0.018085102,0.00421382,0.175467975,0.074349137,0.169057469,0.071784692,0.049817165,0.00269553,0.056770526,0.072377586,0.017330924,0.070889139,0.206066821,0.011094115,0
same-sex_marriage1.0-10989,0,0,1,san jose mercury news,2000,2,1,20000201,0.624946672,0.132596212,0.242457116,0.927988958,0.072011042,0.001301958,0.000700183,0.20930538,0.012864783,0.003187399,0.05604635,0.000972262,0.000951282,0.001981615,0.121963387,0.274309519,0.022689841,0.290429996,0.003296044,0
same-sex_marriage1.0-1099,0,0,0,saint paul pioneer press,2004,2,6,20040206,0.22282426,0.15612553,0.62105021,0.006717769,0.993282231,0.005196063,0.007194934,0.012148204,0.075336662,0.04195,0.012317429,0.003347072,0.001524628,0.000368803,0.008490288,0.003838941,0.036482589,0.78968818,0.002116207,0
same-sex_marriage1.0-10990,0,0,0,philadelphia inquirer,2000,1,29,20000129,0.607405033,0.134966894,0.257628073,0.002797124,0.997202876,0.010882994,0.003150933,0.780711783,0.017398569,0.000615653,0.000260651,0.004837526,0.0011455,0.00782634,0.021623244,0.020788171,0.103302104,0.025378207,0.002078324,0
same-sex_marriage1.0-10991,0,0,0,san jose mercury news,2000,1,29,20000129,0.134513991,0.159158186,0.706327824,0.02989059,0.97010941,0.014243426,0.00056885,0.010440298,0.004814428,0.011536086,0.004581375,0.005158101,0.000595243,0.001977716,0.000885464,0.000957234,0.099181259,0.844630063,0.000430457,0
same-sex_marriage1.0-10992,0,0,0,san jose mercury news,2000,1,28,20000128,0.430377742,0.128824718,0.44079754,0.008737492,0.991262508,0.001792214,0.00237927,0.125607312,0.031946344,0.012240026,0.008039204,0.030383856,0.001768114,0.004469219,0.030394367,0.024527365,0.039635151,0.681849027,0.00496853,0
same-sex_marriage1.0-10993,0,0,1,st. louis post-dispatch,2000,1,26,20000126,0.326659226,0.110775294,0.56256548,0.008623824,0.991376176,0.001384543,0.001184666,0.016511023,0.043418016,0.178741574,0.015119159,0.001899817,0.001137983,0.015430064,0.011191694,0.000421579,0.003597933,0.698266835,0.011695114,0
same-sex_marriage1.0-10994,0,0,1,denver post,2000,1,19,20000119,0.533785389,0.214085913,0.252128697,0.096829457,0.903170543,0.01241753,0.00074936,0.822772707,0.013580685,0.008949005,0.005813057,0.003458701,0.00119405,0.002378812,0.021862358,0.04686004,0.053618198,0.000536136,0.005809363,0
same-sex_marriage1.0-10995,0,0,0,st. louis post-dispatch,2000,1,19,20000119,0.239539892,0.082676411,0.677783697,0.001046945,0.998953055,0.018149709,0.004705571,0.813586481,0.007590697,0.003793796,0.032526665,0.015019205,0.00941016,0.005217095,0.004047786,0.015038184,0.049699078,0.002320624,0.01889495,0
same-sex_marriage1.0-10996,0,0,0,atlanta journal and constitution,2000,1,13,20000113,0.294913336,0.178325842,0.526760821,0.003795319,0.996204681,0.001133667,0.001197179,0.020315952,0.021870566,0.173164329,0.008480935,0.003220239,0.000785727,0.000640983,0.005086993,0.181669108,0.017014513,0.554560587,0.010859221,0
same-sex_marriage1.0-10997,0,0,0,daily news,2000,1,11,20000111,0.526454636,0.126929803,0.346615561,0.005640942,0.994359058,0.003851145,0.001017715,0.005380562,0.000350025,0.023464905,0.001799877,0.000823774,0.0008683,0.010230917,0.026659392,0.000542951,0.014003189,0.889092651,0.021914598,0
same-sex_marriage1.0-10998,0,0,0,philadelphia inquirer,2000,1,11,20000111,0.538297057,0.067333598,0.394369345,0.168535551,0.831464449,0.002373897,0.000928289,0.136840617,0.002831906,0.001724935,0.002647123,0.001516363,0.001196466,0.007826035,0.023677089,0.0069609,0.00966594,0.776528781,0.025281658,0
same-sex_marriage1.0-10999,0,0,0,atlanta journal and constitution,2000,1,10,20000110,0.660187829,0.140482685,0.199329485,0.989820428,0.010179572,0.017064931,0.001542843,0.173068046,0.493004588,0.006886684,0.007041327,0.002436063,0.001535995,0.008241399,0.156931846,0.100092655,0.019287,0.011006566,0.001860059,0
same-sex_marriage1.0-11,0,0,0,denver post,2002,11,7,20021107,0.574329442,0.146352661,0.279317897,0.015923019,0.984076981,0.005804261,0.000855778,0.061190972,0.003768298,0.004712475,0.009002425,0.004007722,0.001544791,0.117198507,0.321349857,0.001529739,0.139385829,0.327375854,0.002273492,0
same-sex_marriage1.0-1100,0,0,0,st. louis post-dispatch,2004,2,6,20040206,0.768718892,0.119207259,0.112073849,0.62520189,0.37479811,0.001708473,0.000739918,0.016533493,0.474793248,0.420437038,0.020229093,0.004180143,0.00289939,0.000450523,0.00181212,0.043391987,0.006041842,0.006033784,0.000748947,0
same-sex_marriage1.0-11000,0,0,1,atlanta journal and constitution,2000,1,10,20000110,0.678898528,0.133687573,0.187413899,0.826524645,0.173475355,0.083309248,0.002818125,0.052320377,0.028922174,0.037500897,0.015510294,0.005651894,0.001273879,0.388001182,0.186105102,0.023141675,0.145834696,0.026930426,0.002680031,0
same-sex_marriage1.0-11001,0,0,0,denver post,2000,1,6,20000106,0.273253366,0.206325132,0.520421502,0.001968162,0.998031838,0.016576134,0.000728467,0.001438837,0.002439739,0.008829797,0.111465858,0.002222333,0.001306919,0.003926041,0.001065878,0.001429038,0.014641529,0.830967648,0.002961784,0
same-sex_marriage1.0-11002,0,0,0,san jose mercury news,2000,1,5,20000105,0.226989898,0.199732541,0.573277561,0.05388096,0.94611904,0.004516338,0.01430735,0.62436618,0.008944034,0.003970592,0.046685892,0.00541795,0.000858517,0.000995121,0.0004372,0.038334872,0.244525505,0.005357256,0.001283193,0
same-sex_marriage1.0-11003,0,0,0,atlanta journal and constitution,2000,1,4,20000104,0.703609299,0.137792051,0.15859865,0.906728213,0.093271787,0.317433525,0.003285242,0.07276871,0.048366131,0.014751538,0.027793468,0.003315491,0.001181852,0.047048727,0.370891158,0.020951941,0.015641527,0.041999038,0.014571653,0
same-sex_marriage1.0-11004,0,0,0,san jose mercury news,2000,1,1,20000101,0.338014237,0.29449933,0.367486432,0.988930072,0.011069928,0.00673224,0.001848691,0.839451188,0.026674021,0.004553695,0.021425487,0.002603464,0.000660083,0.002659286,0.029360661,0.024667469,0.012261699,0.021607577,0.005494437,0
same-sex_marriage1.0-11005,0,0,0,washington post,2000,1,1,20000101,0.387462369,0.253754952,0.35878268,0.552223757,0.447776243,0.008293118,0.001394767,0.057677527,0.027608133,0.845850297,0.002092308,0.0042982,0.002687824,0.001924094,0.002799685,0.000880617,0.004918728,0.038554827,0.001019875,0
same-sex_marriage1.0-11006,0,0,0,san jose mercury news,1999,12,30,19991230,0.724237709,0.055028771,0.22073352,0.454156184,0.545843816,0.029447485,0.001329228,0.010549354,0.043650305,0.619384032,0.12729324,0.001076956,0.001354191,0.002759845,0.079049993,0.01973398,0.026683695,0.000745023,0.036942673,0
same-sex_marriage1.0-11007,0,0,1,san jose mercury news,1999,12,30,19991230,0.466687454,0.154967964,0.378344582,0.850251862,0.149748138,0.00084104,0.000707617,0.040283725,0.003086227,0.892014633,0.004161301,0.003994971,0.000967309,0.002349393,0.015955471,0.005540319,0.004695185,0.01185551,0.0135473,0
same-sex_marriage1.0-11008,0,0,0,atlanta journal and constitution,1999,12,28,19991228,0.735706059,0.052651811,0.21164213,0.780078058,0.219921942,0.001144595,0.000733639,0.003806396,0.03999446,0.660629136,0.087405213,0.000444353,0.000516711,0.001118295,0.196906532,0.001467253,0.003082258,0.000912899,0.001838259,0
same-sex_marriage1.0-11009,0,0,0,washington post,1999,12,28,19991228,0.585587642,0.056631504,0.357780854,0.708723141,0.291276859,0.003096606,0.000802753,0.008334234,0.065981318,0.70175946,0.017261846,0.001344067,0.000675811,0.001074086,0.166129955,0.01222621,0.001350512,0.011244182,0.008718961,0
same-sex_marriage1.0-1101,0,0,0,st. louis post-dispatch,2004,2,6,20040206,0.156103483,0.373448577,0.47044794,0.004214674,0.995785326,0.000650641,0.000729125,0.010266682,0.008787277,0.488360779,0.006129311,0.000711733,0.001138815,0.000228095,0.000104373,0.000790031,0.001729775,0.455763154,0.024610207,0
same-sex_marriage1.0-11010,0,0,1,palm beach post,1999,12,27,19991227,0.554914312,0.127501132,0.317584556,0.101114166,0.898885834,0.020481317,0.000511932,0.076395142,0.077220344,0.734604724,0.065651896,0.001220281,0.003307414,0.002121659,0.00325514,0.002440267,0.003184507,0.001475252,0.008130126,0
same-sex_marriage1.0-11011,0,0,0,san jose mercury news,1999,12,27,19991227,0.230138183,0.143262786,0.626599031,0.056389779,0.943610221,0.037777682,0.000415015,0.668120388,0.00112637,0.001354208,0.015353309,0.000625511,0.000705163,0.002202675,0.007023978,0.023324534,0.20935136,0.030256373,0.002363433,0
same-sex_marriage1.0-11012,0,0,0,new york times,1999,12,26,19991226,0.667239101,0.130637192,0.202123706,0.625209557,0.374790443,0.01427914,0.002856968,0.123185235,0.108741145,0.073367577,0.159499116,0.045440722,0.001339279,0.017548563,0.031935626,0.095525594,0.012553721,0.288436553,0.02529076,0
same-sex_marriage1.0-11013,0,0,0,new york times,1999,12,26,19991226,0.41705857,0.403838201,0.179103229,0.036177932,0.963822068,0.00636604,0.002768161,0.000732593,0.018233825,0.847891893,0.044739569,0.001715549,0.000837011,0.000604694,0.012844708,0.050357494,0.005344834,0.005821221,0.001742408,0
same-sex_marriage1.0-11014,0,0,0,philadelphia inquirer,1999,12,26,19991226,0.558730238,0.285064508,0.156205253,0.292372827,0.707627173,0.013131503,0.000853157,0.015043249,0.039517377,0.566260456,0.225118336,0.001294943,0.000875056,0.003873456,0.016065432,0.003491785,0.053729905,0.059592064,0.001153282,0
