,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
Tobacco1.0-17689,0,0,1,washington post,1998,7,1,19980701,10
Tobacco1.0-13009,0,0,1,herald-sun,1997,7,23,19970723,0
Tobacco1.0-12022,0,0,1,new york times,1997,4,21,19970421,2
Tobacco1.0-12531,0,0,1,herald-sun,1997,5,2,19970502,4
Tobacco1.0-12532,0,0,1,new york times,1997,5,2,19970502,0
Tobacco1.0-1214,0,0,1,st. louis post-dispatch,1994,2,8,19940208,8
Tobacco1.0-6536,0,0,1,palm beach post,2011,1,1,20110101,8
Tobacco1.0-6241,0,1,0,usa today,2011,6,22,20110622,5
Tobacco1.0-1967,0,0,1,atlanta journal and constitution,1996,2,7,19960207,0
Tobacco1.0-1212,0,0,1,new york times,1994,2,8,19940208,5
Tobacco1.0-1965,0,0,1,daily news,1996,2,8,19960208,6
Tobacco1.0-12152,0,0,1,saint paul pioneer press,1997,4,9,19970409,4
Tobacco1.0-12621,0,0,1,new york times,1997,6,26,19970626,5
Tobacco1.0-24477,0,1,0,new york times,2003,7,16,20030716,0
Tobacco1.0-17459,0,0,1,st. louis post-dispatch,1998,8,10,19980810,10
Tobacco1.0-12627,0,0,1,st. louis post-dispatch,1997,6,26,19970626,5
Tobacco1.0-17430,0,0,1,denver post,1998,8,15,19980815,4
Tobacco1.0-11386,0,0,1,philadelphia inquirer,1996,8,14,19960814,8
Tobacco1.0-21848,0,0,1,st. petersburg times,2009,7,1,20090701,0
Tobacco1.0-1301,0,0,1,washington post,1994,1,12,19940112,8
Tobacco1.0-2914,0,0,1,washington post,1999,3,22,19990322,5
Tobacco1.0-20286,0,0,1,saint paul pioneer press,2004,6,2,20040602,5
Tobacco1.0-19381,0,0,1,daily news,2002,10,30,20021030,12
Tobacco1.0-25498,0,0,1,saint paul pioneer press,2006,12,21,20061221,8
Tobacco1.0-1066,0,0,1,new york times,1994,3,15,19940315,8
Tobacco1.0-9524,0,0,1,herald-sun,1995,8,4,19950804,12
Tobacco1.0-26024,0,0,1,st. petersburg times,2007,8,24,20070824,9
Tobacco1.0-1982,0,0,1,st. louis post-dispatch,1996,2,5,19960205,10
Tobacco1.0-9017,0,0,1,atlanta journal and constitution,1992,12,28,19921228,8
Tobacco1.0-5666,0,0,1,saint paul pioneer press,2008,5,22,20080522,10
Tobacco1.0-19416,0,0,1,st. louis post-dispatch,2002,10,19,20021019,0
Tobacco1.0-18942,0,0,1,st. louis post-dispatch,2002,6,7,20020607,0
Tobacco1.0-19418,0,0,1,st. louis post-dispatch,2002,10,19,20021019,0
Tobacco1.0-4023,0,0,1,washington post,2001,1,4,20010104,0
Tobacco1.0-18946,0,0,1,atlanta journal and constitution,2002,6,6,20020606,11
Tobacco1.0-11451,0,0,1,saint paul pioneer press,1996,8,2,19960802,5
Tobacco1.0-7205,0,0,1,new york times,1993,7,21,19930721,0
Tobacco1.0-20979,0,0,1,washington post,2005,12,8,20051208,5
Tobacco1.0-7206,0,0,1,palm beach post,1993,7,21,19930721,8
Tobacco1.0-4828,0,0,1,usa today,2006,1,26,20060126,8
Tobacco1.0-16077,0,0,1,atlanta journal and constitution,1999,4,11,19990411,1
Tobacco1.0-16817,0,0,1,herald-sun,1999,11,4,19991104,0
Tobacco1.0-16815,0,0,1,atlanta journal and constitution,1999,11,4,19991104,8
Tobacco1.0-16812,0,0,1,st. louis post-dispatch,1999,11,5,19991105,10
Tobacco1.0-13958,0,0,1,san jose mercury news,1997,9,2,19970902,13
Tobacco1.0-25259,0,0,1,daily news,2006,6,14,20060614,9
Tobacco1.0-6623,0,0,1,st. louis post-dispatch,2012,4,26,20120426,0
Tobacco1.0-20352,0,1,0,washington post,2004,5,15,20040515,5
Tobacco1.0-20799,0,0,1,new york times,2005,5,7,20050507,4
Tobacco1.0-5533,0,0,1,st. petersburg times,2009,1,23,20090123,11
Tobacco1.0-13952,0,0,1,atlanta journal and constitution,1997,9,2,19970902,12
Tobacco1.0-13955,0,0,1,philadelphia inquirer,1997,9,2,19970902,12
Tobacco1.0-22568,0,0,1,washington post,2000,6,7,20000607,5
Tobacco1.0-19562,0,0,1,san jose mercury news,2002,9,14,20020914,4
Tobacco1.0-25784,0,0,1,new york times,2006,9,14,20060914,4
Tobacco1.0-19560,0,0,1,new york times,2002,9,14,20020914,4
Tobacco1.0-19561,0,0,1,philadelphia inquirer,2002,9,14,20020914,5
Tobacco1.0-18705,0,0,1,new york times,2002,8,14,20020814,0
Tobacco1.0-8544,0,0,1,st. louis post-dispatch,1996,4,21,19960421,0
Tobacco1.0-26076,0,0,1,saint paul pioneer press,2007,7,25,20070725,5
Tobacco1.0-17595,0,0,1,denver post,1998,7,15,19980715,4
Tobacco1.0-22760,0,0,1,atlanta journal and constitution,2000,4,21,20000421,4
Tobacco1.0-22764,0,0,1,herald-sun,2000,4,20,20000420,8
Tobacco1.0-16494,0,1,0,herald-sun,1999,7,10,19990710,0
Tobacco1.0-16255,0,0,1,herald-sun,1999,9,8,19990908,4
Tobacco1.0-24815,0,0,1,denver post,2004,2,26,20040226,8
Tobacco1.0-11928,0,0,1,palm beach post,1997,4,29,19970429,5
Tobacco1.0-11929,0,0,1,palm beach post,1997,4,29,19970429,6
Tobacco1.0-2188,0,0,1,st. louis post-dispatch,1997,3,23,19970323,9
Tobacco1.0-11925,0,0,1,daily news,1997,4,29,19970429,4
Tobacco1.0-2431,0,0,1,washington post,1997,2,11,19970211,9
Tobacco1.0-2437,0,0,1,new york times,1997,2,9,19970209,8
Tobacco1.0-6754,0,1,0,philadelphia inquirer,2012,1,30,20120130,9
Tobacco1.0-3271,0,1,0,st. louis post-dispatch,1999,1,20,19990120,4
Tobacco1.0-10441,0,0,1,atlanta journal and constitution,1995,9,3,19950903,9
Tobacco1.0-22306,0,0,1,st. louis post-dispatch,2011,9,22,20110922,8
Tobacco1.0-19099,0,0,1,new york times,2002,4,18,20020418,0
Tobacco1.0-27417,0,0,1,new york times,1992,2,6,19920206,10
Tobacco1.0-27416,0,0,1,atlanta journal and constitution,1992,2,6,19920206,8
Tobacco1.0-27412,0,0,1,st. petersburg times,1992,2,8,19920208,5
Tobacco1.0-27410,0,0,1,palm beach post,1992,2,8,19920208,4
Tobacco1.0-11333,0,0,1,atlanta journal and constitution,1996,8,22,19960822,0
Tobacco1.0-22307,0,0,1,san jose mercury news,2011,9,21,20110921,12
Tobacco1.0-2615,0,0,1,saint paul pioneer press,1998,1,30,19980130,8
Tobacco1.0-15429,0,0,1,new york times,1998,10,25,19981025,10
Tobacco1.0-27419,0,0,1,st. petersburg times,1992,2,6,19920206,12
Tobacco1.0-11703,0,0,1,new york times,1996,11,6,19961106,0
Tobacco1.0-4870,0,0,1,washington post,2006,1,14,20060114,8
Tobacco1.0-20076,0,0,1,atlanta journal and constitution,2004,7,16,20040716,12
Tobacco1.0-23362,0,0,1,atlanta journal and constitution,2003,3,20,20030320,12
Tobacco1.0-11637,0,0,1,washington post,1996,11,20,19961120,12
Tobacco1.0-7374,0,0,1,st. louis post-dispatch,1993,5,18,19930518,5
Tobacco1.0-15785,0,1,0,atlanta journal and constitution,1999,6,12,19990612,5
Tobacco1.0-26780,0,0,1,new york times,2013,3,21,20130321,5
Tobacco1.0-15934,0,0,1,philadelphia inquirer,1999,5,11,19990511,4
Tobacco1.0-3937,0,0,1,herald-sun,2001,1,30,20010130,2
Tobacco1.0-12846,0,0,1,herald-sun,1997,6,12,19970612,4
Tobacco1.0-2500,0,0,1,palm beach post,1997,1,28,19970128,4
Tobacco1.0-7570,0,0,1,denver post,1994,6,5,19940605,8
Tobacco1.0-22410,0,0,1,san jose mercury news,2011,7,13,20110713,10
Tobacco1.0-22414,0,0,1,herald-sun,2011,7,9,20110709,8
Tobacco1.0-22947,0,0,1,herald-sun,2000,9,11,20000911,0
Tobacco1.0-4585,0,0,1,herald-sun,2005,1,13,20050113,0
Tobacco1.0-4584,0,0,1,daily news,2005,1,13,20050113,10
Tobacco1.0-23145,0,0,1,san jose mercury news,2000,7,24,20000724,6
Tobacco1.0-15352,0,0,1,atlanta journal and constitution,1998,11,11,19981111,4
Tobacco1.0-8492,0,0,1,saint paul pioneer press,1996,4,28,19960428,11
Tobacco1.0-20194,0,0,1,saint paul pioneer press,2004,6,24,20040624,12
Tobacco1.0-23780,0,0,1,daily news,2003,6,6,20030606,12
Tobacco1.0-9940,0,0,1,new york times,1996,6,19,19960619,12
Tobacco1.0-4902,0,0,1,philadelphia inquirer,2006,1,6,20060106,12
Tobacco1.0-3588,0,0,1,saint paul pioneer press,2000,2,14,20000214,9
Tobacco1.0-26097,0,0,1,st. petersburg times,2007,7,19,20070719,0
Tobacco1.0-5688,0,0,1,palm beach post,2008,5,13,20080513,5
Tobacco1.0-9942,0,0,1,philadelphia inquirer,1996,6,19,19960619,6
Tobacco1.0-3270,0,1,0,st. petersburg times,1999,1,20,19990120,12
Tobacco1.0-18168,0,0,1,st. louis post-dispatch,2001,10,22,20011022,0
Tobacco1.0-3272,0,0,1,washington post,1999,1,20,19990120,5
Tobacco1.0-4473,0,0,1,new york times,2005,2,13,20050213,5
Tobacco1.0-3275,0,0,1,palm beach post,1999,1,18,19990118,12
Tobacco1.0-8178,0,0,1,san jose mercury news,1995,4,19,19950419,8
Tobacco1.0-4470,0,0,1,st. louis post-dispatch,2005,2,15,20050215,5
Tobacco1.0-18161,0,0,1,philadelphia inquirer,2001,10,27,20011027,5
Tobacco1.0-8177,0,0,1,san jose mercury news,1995,4,19,19950419,5
Tobacco1.0-8172,0,0,1,daily news,1995,4,19,19950419,6
Tobacco1.0-1969,0,0,1,new york times,1996,2,7,19960207,4
Tobacco1.0-18807,0,0,1,washington post,2002,7,13,20020713,5
Tobacco1.0-24787,0,1,0,washington post,2004,3,10,20040310,0
Tobacco1.0-120,0,0,1,new york times,1990,10,2,19901002,0
Tobacco1.0-9129,0,0,1,palm beach post,1992,11,12,19921112,10
Tobacco1.0-24036,0,0,1,san jose mercury news,2003,4,15,20030415,0
Tobacco1.0-1697,0,0,1,atlanta journal and constitution,1996,3,22,19960322,4
Tobacco1.0-20041,0,1,0,san jose mercury news,2004,7,25,20040725,12
Tobacco1.0-7808,0,0,1,san jose mercury news,1994,4,18,19940418,12
Tobacco1.0-7807,0,0,1,palm beach post,1994,4,18,19940418,5
Tobacco1.0-7805,0,1,0,new york times,1994,4,18,19940418,3
Tobacco1.0-14541,0,0,1,st. louis post-dispatch,1998,2,2,19980202,9
Tobacco1.0-7801,0,1,0,san jose mercury news,1994,4,19,19940419,5
Tobacco1.0-7378,0,0,1,usa today,1993,5,17,19930517,5
Tobacco1.0-26326,0,0,1,san jose mercury news,2012,12,20,20121220,10
Tobacco1.0-14008,0,0,1,saint paul pioneer press,1997,12,24,19971224,8
Tobacco1.0-26324,0,0,1,usa today,2012,12,21,20121221,10
Tobacco1.0-13228,0,0,1,philadelphia inquirer,1997,8,29,19970829,12
Tobacco1.0-15286,0,0,1,herald-sun,1998,11,17,19981117,0
Tobacco1.0-27235,0,0,1,st. louis post-dispatch,1992,4,6,19920406,5
Tobacco1.0-8497,0,0,1,atlanta journal and constitution,1996,4,27,19960427,8
Tobacco1.0-25920,0,0,1,st. petersburg times,2007,10,31,20071031,4
Tobacco1.0-24084,0,0,1,st. louis post-dispatch,2003,4,8,20030408,0
Tobacco1.0-15751,0,0,1,herald-sun,1999,6,18,19990618,0
Tobacco1.0-15755,0,0,1,atlanta journal and constitution,1999,6,17,19990617,5
Tobacco1.0-18350,0,0,1,san jose mercury news,2001,7,17,20010717,9
Tobacco1.0-4619,0,0,1,usa today,2006,3,31,20060331,5
Tobacco1.0-3471,0,0,1,denver post,2000,3,12,20000312,10
Tobacco1.0-11638,0,0,1,herald-sun,1996,11,19,19961119,0
Tobacco1.0-3474,0,0,1,st. louis post-dispatch,2000,3,12,20000312,0
Tobacco1.0-2715,0,0,1,herald-sun,1998,1,18,19980118,4
Tobacco1.0-19882,0,0,1,saint paul pioneer press,2004,9,21,20040921,8
Tobacco1.0-24258,0,0,1,washington post,2003,9,27,20030927,11
Tobacco1.0-19884,0,0,1,washington post,2004,9,21,20040921,10
Tobacco1.0-9401,0,0,1,st. louis post-dispatch,1995,8,15,19950815,10
Tobacco1.0-15071,0,0,1,st. petersburg times,1998,6,11,19980611,4
Tobacco1.0-9403,0,0,1,washington post,1995,8,15,19950815,8
Tobacco1.0-20225,0,0,1,philadelphia inquirer,2004,6,18,20040618,0
Tobacco1.0-1180,0,0,1,philadelphia inquirer,1994,2,16,19940216,12
Tobacco1.0-726,0,0,1,palm beach post,1993,3,18,19930318,12
Tobacco1.0-727,0,0,1,st. petersburg times,1993,3,18,19930318,8
Tobacco1.0-728,0,0,1,st. petersburg times,1993,3,18,19930318,12
Tobacco1.0-729,0,0,1,st. louis post-dispatch,1993,3,18,19930318,8
Tobacco1.0-238,0,0,1,st. louis post-dispatch,1990,7,2,19900702,0
Tobacco1.0-1188,0,0,1,washington post,1994,2,12,19940212,0
Tobacco1.0-1744,0,0,1,new york times,1996,3,18,19960318,4
Tobacco1.0-10147,0,0,1,new york times,1995,11,19,19951119,10
Tobacco1.0-7474,0,0,1,usa today,1994,6,23,19940623,6
Tobacco1.0-1748,0,0,1,st. petersburg times,1996,3,18,19960318,0
Tobacco1.0-18378,0,0,1,new york times,2001,7,3,20010703,4
Tobacco1.0-25676,0,0,1,san jose mercury news,2006,10,24,20061024,5
Tobacco1.0-10388,0,0,1,herald-sun,1995,9,21,19950921,5
Tobacco1.0-14406,0,0,1,saint paul pioneer press,1998,2,14,19980214,4
Tobacco1.0-14407,0,0,1,saint paul pioneer press,1998,2,14,19980214,12
Tobacco1.0-10387,0,0,1,atlanta journal and constitution,1995,9,21,19950921,5
Tobacco1.0-15139,0,0,1,st. louis post-dispatch,1998,6,2,19980602,10
Tobacco1.0-18375,0,0,1,st. petersburg times,2001,7,4,20010704,8
Tobacco1.0-4053,0,0,1,new york times,2002,3,24,20020324,5
Tobacco1.0-14401,0,1,0,new york times,1998,2,14,19980214,12
Tobacco1.0-21792,0,0,1,palm beach post,2009,8,9,20090809,5
Tobacco1.0-21790,0,0,1,usa today,2009,8,11,20090811,8
Tobacco1.0-21794,0,0,1,st. louis post-dispatch,2009,8,9,20090809,11
Tobacco1.0-14948,0,0,1,saint paul pioneer press,1998,6,20,19980620,12
Tobacco1.0-20314,0,0,1,washington post,2004,5,25,20040525,0
Tobacco1.0-20316,0,1,0,denver post,2004,5,24,20040524,0
Tobacco1.0-10363,0,0,1,denver post,1995,9,27,19950927,6
Tobacco1.0-10362,0,0,1,atlanta journal and constitution,1995,9,27,19950927,12
Tobacco1.0-9240,0,0,1,atlanta journal and constitution,1992,9,20,19920920,10
Tobacco1.0-838,0,0,1,atlanta journal and constitution,1993,2,16,19930216,2
Tobacco1.0-20278,0,0,1,atlanta journal and constitution,2004,6,3,20040603,8
Tobacco1.0-9245,0,0,1,palm beach post,1992,9,18,19920918,5
Tobacco1.0-13146,0,0,1,herald-sun,1997,7,7,19970707,3
Tobacco1.0-831,0,0,1,atlanta journal and constitution,1993,2,18,19930218,5
Tobacco1.0-832,0,0,1,atlanta journal and constitution,1993,2,18,19930218,5
Tobacco1.0-13493,0,0,1,new york times,1997,8,3,19970803,0
Tobacco1.0-2054,0,1,0,usa today,1996,1,18,19960118,5
Tobacco1.0-18288,0,1,0,washington post,2001,8,10,20010810,0
Tobacco1.0-17023,0,0,1,st. louis post-dispatch,1998,3,25,19980325,4
Tobacco1.0-5134,0,0,1,new york times,2007,1,26,20070126,8
Tobacco1.0-15623,0,1,0,new york times,1998,12,13,19981213,0
Tobacco1.0-15622,0,0,1,herald-sun,1998,12,13,19981213,0
Tobacco1.0-9304,0,0,1,palm beach post,1995,8,26,19950826,8
Tobacco1.0-2987,0,0,1,washington post,1999,3,12,19990312,0
Tobacco1.0-17848,0,1,0,philadelphia inquirer,2000,11,11,20001111,0
Tobacco1.0-16788,0,0,1,atlanta journal and constitution,1999,11,9,19991109,10
Tobacco1.0-12843,0,0,1,st. louis post-dispatch,1997,6,13,19970613,0
Tobacco1.0-14248,0,0,1,new york times,1997,11,10,19971110,0
Tobacco1.0-23950,0,0,1,washington post,2003,5,3,20030503,4
Tobacco1.0-21576,0,0,1,palm beach post,2008,7,6,20080706,8
Tobacco1.0-21572,0,0,1,new york times,2008,7,12,20080712,5
Tobacco1.0-11022,0,1,0,st. louis post-dispatch,1996,9,26,19960926,8
Tobacco1.0-9301,0,0,1,herald-sun,1995,8,26,19950826,0
Tobacco1.0-1354,0,1,0,new york times,1995,3,26,19950326,9
Tobacco1.0-1357,0,0,1,san jose mercury news,1995,3,26,19950326,5
Tobacco1.0-7879,0,0,1,washington post,1994,4,7,19940407,1
Tobacco1.0-5564,0,0,1,palm beach post,2009,1,5,20090105,8
Tobacco1.0-21173,0,0,1,washington post,2005,9,8,20050908,0
Tobacco1.0-11017,0,0,1,new york times,1996,9,26,19960926,8
Tobacco1.0-17519,0,0,1,new york times,1998,7,30,19980730,10
Tobacco1.0-10611,0,0,1,st. louis post-dispatch,1993,10,16,19931016,9
Tobacco1.0-4586,0,0,1,palm beach post,2005,1,13,20050113,0
Tobacco1.0-18592,0,0,1,new york times,2001,4,27,20010427,0
Tobacco1.0-14838,0,0,1,daily news,1998,6,30,19980630,6
Tobacco1.0-18594,0,0,1,saint paul pioneer press,2001,4,27,20010427,0
Tobacco1.0-14883,0,0,1,st. louis post-dispatch,1998,6,24,19980624,10
Tobacco1.0-22945,0,0,1,washington post,2000,9,12,20000912,12
Tobacco1.0-5450,0,0,1,san jose mercury news,2009,3,10,20090310,12
Tobacco1.0-16906,0,0,1,herald-sun,1999,10,13,19991013,12
Tobacco1.0-18757,0,0,1,denver post,2002,8,2,20020802,0
Tobacco1.0-21248,0,1,0,palm beach post,2005,8,16,20050816,8
Tobacco1.0-10614,0,0,1,new york times,1993,10,15,19931015,10
Tobacco1.0-25072,0,0,1,washington post,2006,8,6,20060806,9
Tobacco1.0-5369,0,0,1,atlanta journal and constitution,2009,4,13,20090413,0
Tobacco1.0-25319,0,0,1,daily news,2006,5,18,20060518,9
Tobacco1.0-25316,0,0,1,washington post,2006,5,19,20060519,5
Tobacco1.0-13815,0,0,1,st. louis post-dispatch,1997,9,18,19970918,12
Tobacco1.0-13032,0,1,0,palm beach post,1997,7,21,19970721,4
Tobacco1.0-13031,0,0,1,new york times,1997,7,21,19970721,10
Tobacco1.0-12523,0,0,1,san jose mercury news,1997,5,3,19970503,4
Tobacco1.0-21246,0,0,1,new york times,2005,8,16,20050816,10
Tobacco1.0-17066,0,0,1,st. petersburg times,1998,3,20,19980320,10
Tobacco1.0-1220,0,0,1,new york times,1994,2,4,19940204,12
Tobacco1.0-13727,0,1,0,washington post,1997,9,30,19970930,4
Tobacco1.0-13724,0,1,0,san jose mercury news,1997,9,30,19970930,0
Tobacco1.0-22491,0,0,1,atlanta journal and constitution,2000,6,22,20000622,4
Tobacco1.0-5983,0,0,1,philadelphia inquirer,2010,6,17,20100617,0
Tobacco1.0-15362,0,0,1,saint paul pioneer press,1998,11,11,19981111,4
Tobacco1.0-8181,0,1,0,herald-sun,1995,4,18,19950418,4
Tobacco1.0-12142,0,1,0,saint paul pioneer press,1997,4,10,19970410,0
Tobacco1.0-23021,0,0,1,washington post,2000,8,21,20000821,4
Tobacco1.0-21374,0,0,1,new york times,2008,11,27,20081127,8
Tobacco1.0-7015,0,0,1,palm beach post,1992,6,5,19920605,5
Tobacco1.0-21377,0,0,1,washington post,2008,11,27,20081127,8
Tobacco1.0-21370,0,0,1,denver post,2008,11,30,20081130,0
Tobacco1.0-16750,0,0,1,st. louis post-dispatch,1999,11,17,19991117,4
Tobacco1.0-26412,0,0,1,herald-sun,2012,10,7,20121007,10
Tobacco1.0-17398,0,0,1,herald-sun,1998,8,23,19980823,4
Tobacco1.0-17667,0,0,1,palm beach post,1998,7,5,19980705,8
Tobacco1.0-6293,0,0,1,san jose mercury news,2011,5,20,20110520,10
Tobacco1.0-6295,0,1,0,herald-sun,2011,5,18,20110518,3
Tobacco1.0-6294,0,0,1,st. petersburg times,2011,5,19,20110519,5
Tobacco1.0-20294,0,0,1,atlanta journal and constitution,2004,5,28,20040528,8
Tobacco1.0-16719,0,0,1,st. petersburg times,1999,11,22,19991122,10
Tobacco1.0-12457,0,0,1,philadelphia inquirer,1997,5,8,19970508,12
Tobacco1.0-7584,0,0,1,st. louis post-dispatch,1994,6,3,19940603,5
Tobacco1.0-19150,0,0,1,washington post,2002,4,3,20020403,12
Tobacco1.0-16711,0,1,0,new york times,1999,11,24,19991124,0
Tobacco1.0-15640,0,0,1,atlanta journal and constitution,1998,12,10,19981210,12
Tobacco1.0-24731,0,0,1,daily news,2004,3,28,20040328,11
Tobacco1.0-19439,0,0,1,daily news,2002,10,11,20021011,12
Tobacco1.0-12031,0,0,1,new york times,1997,4,20,19970420,10
Tobacco1.0-7747,0,0,1,usa today,1994,4,29,19940429,8
Tobacco1.0-2337,0,0,1,saint paul pioneer press,1997,2,28,19970228,6
Tobacco1.0-12039,0,0,1,st. petersburg times,1997,4,20,19970420,0
Tobacco1.0-6614,0,1,0,washington post,2012,5,1,20120501,8
Tobacco1.0-7218,0,0,1,atlanta journal and constitution,1993,7,15,19930715,5
Tobacco1.0-6340,0,0,1,washington post,2011,4,22,20110422,10
Tobacco1.0-6344,0,0,1,palm beach post,2011,4,20,20110420,5
Tobacco1.0-26520,0,0,1,usa today,2012,7,11,20120711,4
Tobacco1.0-21201,0,0,1,saint paul pioneer press,2005,8,26,20050826,10
Tobacco1.0-26557,0,0,1,washington post,2013,8,16,20130816,5
Tobacco1.0-21206,0,0,1,washington post,2005,8,26,20050826,4
Tobacco1.0-25269,0,0,1,st. louis post-dispatch,2006,6,11,20060611,0
Tobacco1.0-21209,0,0,1,philadelphia inquirer,2005,8,25,20050825,0
Tobacco1.0-25265,0,0,1,daily news,2006,6,12,20060612,9
Tobacco1.0-501,0,0,1,atlanta journal and constitution,1991,2,20,19910220,5
Tobacco1.0-6180,0,0,1,herald-sun,2010,1,8,20100108,0
Tobacco1.0-25261,0,0,1,san jose mercury news,2006,6,13,20060613,8
Tobacco1.0-17711,0,0,1,washington post,2000,12,21,20001221,0
Tobacco1.0-24637,0,0,1,washington post,2003,12,4,20031204,5
Tobacco1.0-16872,0,0,1,st. louis post-dispatch,1999,10,21,19991021,12
Tobacco1.0-26556,0,0,1,tampa bay times,2013,8,16,20130816,4
Tobacco1.0-2192,0,0,1,herald-sun,1997,3,22,19970322,4
Tobacco1.0-2191,0,0,1,herald-sun,1997,3,22,19970322,4
Tobacco1.0-12303,0,0,1,herald-sun,1997,5,25,19970525,4
Tobacco1.0-3117,0,0,1,new york times,1999,2,18,19990218,5
Tobacco1.0-11442,0,1,0,st. petersburg times,1996,8,4,19960804,5
Tobacco1.0-11445,0,0,1,new york times,1996,8,3,19960803,8
Tobacco1.0-3112,0,0,1,new york times,1999,2,19,19990219,4
Tobacco1.0-11448,0,0,1,saint paul pioneer press,1996,8,3,19960803,5
Tobacco1.0-2425,0,0,1,philadelphia inquirer,1997,2,11,19970211,4
Tobacco1.0-22178,0,0,1,washington post,2011,12,13,20111213,10
Tobacco1.0-19089,0,0,1,saint paul pioneer press,2002,4,20,20020420,0
Tobacco1.0-11935,0,0,1,san jose mercury news,1997,4,29,19970429,4
Tobacco1.0-19085,0,0,1,palm beach post,2002,4,23,20020423,4
Tobacco1.0-17806,0,0,1,herald-sun,2000,11,23,20001123,0
Tobacco1.0-2603,0,0,1,palm beach post,1998,1,31,19980131,4
Tobacco1.0-16537,0,0,1,st. petersburg times,1999,7,3,19990703,0
Tobacco1.0-16539,0,0,1,philadelphia inquirer,1999,7,2,19990702,8
Tobacco1.0-24739,0,0,1,new york times,2004,3,25,20040325,5
Tobacco1.0-22063,0,0,1,new york times,2010,9,1,20100901,0
Tobacco1.0-3947,0,0,1,san jose mercury news,2001,1,27,20010127,5
Tobacco1.0-26154,0,0,1,washington post,2007,6,17,20070617,4
Tobacco1.0-23033,0,0,1,washington post,2000,8,17,20000817,5
Tobacco1.0-6969,0,0,1,new york times,1992,6,21,19920621,10
Tobacco1.0-4862,0,0,1,usa today,2006,1,16,20060116,5
Tobacco1.0-4864,0,0,1,philadelphia inquirer,2006,1,15,20060115,5
Tobacco1.0-11717,0,0,1,herald-sun,1996,11,1,19961101,0
Tobacco1.0-6960,0,0,1,st. louis post-dispatch,1992,6,24,19920624,8
Tobacco1.0-23314,0,0,1,new york times,2003,3,28,20030328,5
Tobacco1.0-25445,0,0,1,palm beach post,2006,4,11,20060411,5
Tobacco1.0-21438,0,0,1,new york times,2008,10,10,20081010,4
Tobacco1.0-26797,0,0,1,new york times,2013,3,15,20130315,4
Tobacco1.0-7361,0,0,1,st. louis post-dispatch,1993,5,23,19930523,5
Tobacco1.0-23318,0,0,1,st. louis post-dispatch,2003,3,28,20030328,4
Tobacco1.0-26251,0,1,0,st. louis post-dispatch,2007,5,4,20070504,8
Tobacco1.0-7568,0,0,1,philadelphia inquirer,1994,6,6,19940606,6
Tobacco1.0-7564,0,0,1,san jose mercury news,1994,6,7,19940607,8
Tobacco1.0-12855,0,0,1,denver post,1997,6,11,19970611,5
Tobacco1.0-2041,0,0,1,daily news,1996,1,19,19960119,2
Tobacco1.0-22785,0,0,1,herald-sun,2000,4,15,20000415,0
Tobacco1.0-4590,0,1,0,st. louis post-dispatch,2005,1,11,20050111,5
Tobacco1.0-22956,0,0,1,saint paul pioneer press,2000,9,10,20000910,4
Tobacco1.0-22407,0,0,1,st. louis post-dispatch,2011,7,14,20110714,10
Tobacco1.0-23428,0,0,1,philadelphia inquirer,2003,3,12,20030312,8
Tobacco1.0-3640,0,0,1,st. petersburg times,2000,2,3,20000203,8
Tobacco1.0-23137,0,0,1,new york times,2000,7,25,20000725,0
Tobacco1.0-22958,0,0,1,st. louis post-dispatch,2000,9,10,20000910,4
Tobacco1.0-24336,0,0,1,washington post,2003,9,5,20030905,8
Tobacco1.0-24334,0,0,1,st. petersburg times,2003,9,5,20030905,9
Tobacco1.0-10465,0,1,0,palm beach post,1993,12,19,19931219,10
Tobacco1.0-7969,0,0,1,new york times,1995,6,14,19950614,2
Tobacco1.0-22841,0,0,1,st. louis post-dispatch,2000,4,8,20000408,4
Tobacco1.0-26082,0,0,1,washington post,2007,7,25,20070725,5
