,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-4196,0,0,1,st. louis post-dispatch,1996,4,11,19960411,12
gun_control1.0-5047,0,1,0,herald-sun,1998,5,5,19980505,12
gun_control1.0-9620,0,0,1,washington post,2004,9,30,20040930,12
gun_control1.0-7148,0,0,1,new york times,2000,3,31,20000331,12
gun_control1.0-3862,0,0,1,st. louis post-dispatch,1995,4,30,19950430,5
gun_control1.0-3894,0,0,1,daily news,1995,4,23,19950423,10
gun_control1.0-6399,0,0,1,new york times,1999,7,30,19990730,12
gun_control1.0-7373,0,0,1,philadelphia inquirer,2000,3,5,20000305,12
gun_control1.0-4578,0,1,0,atlanta journal and constitution,1997,4,17,19970417,5
gun_control1.0-6908,0,0,1,washington post,1999,10,25,19991025,12
gun_control1.0-4373,0,0,1,new york times,1996,1,15,19960115,12
gun_control1.0-2939,0,0,1,st. louis post-dispatch,1994,3,19,19940319,6
gun_control1.0-6902,0,0,1,new york times,1999,10,28,19991028,4
gun_control1.0-4378,0,0,1,saint paul pioneer press,1996,1,12,19960112,12
gun_control1.0-3757,0,0,1,new york times,1995,6,1,19950601,4
gun_control1.0-3751,0,0,1,saint paul pioneer press,1995,6,2,19950602,12
gun_control1.0-5584,0,0,1,palm beach post,1998,10,27,19981027,12
gun_control1.0-3758,0,0,1,palm beach post,1995,6,1,19950601,10
gun_control1.0-334,0,0,1,new york times,1981,5,29,19810529,12
gun_control1.0-335,0,0,1,new york times,1981,5,28,19810528,12
gun_control1.0-336,0,0,1,new york times,1981,5,18,19810518,5
gun_control1.0-337,0,1,0,new york times,1981,5,18,19810518,4
gun_control1.0-10895,0,0,1,washington post,2011,3,18,20110318,12
gun_control1.0-10544,0,0,1,san jose mercury news,2010,3,5,20100305,11
gun_control1.0-10546,0,0,1,washington post,2010,3,5,20100305,12
gun_control1.0-10547,0,0,1,philadelphia inquirer,2010,3,4,20100304,4
gun_control1.0-10540,0,0,1,herald-sun,2010,3,7,20100307,4
gun_control1.0-11770,0,0,1,new york times,2012,12,21,20121221,5
gun_control1.0-2805,0,0,1,new york times,1994,5,3,19940503,12
gun_control1.0-2804,0,0,1,denver post,1994,5,3,19940503,4
gun_control1.0-10433,0,0,1,st. louis post-dispatch,2010,6,29,20100629,4
gun_control1.0-6838,0,0,1,washington post,1999,11,20,19991120,10
gun_control1.0-426,0,0,1,new york times,1983,9,28,19830928,5
gun_control1.0-2802,0,0,1,atlanta journal and constitution,1994,5,3,19940503,4
gun_control1.0-10438,0,0,1,san jose mercury news,2010,6,28,20100628,4
gun_control1.0-6835,0,0,1,st. louis post-dispatch,1999,11,22,19991122,6
gun_control1.0-6836,0,0,1,philadelphia inquirer,1999,11,21,19991121,12
gun_control1.0-6837,0,0,1,atlanta journal and constitution,1999,11,20,19991120,8
gun_control1.0-2809,0,0,1,st. louis post-dispatch,1994,5,3,19940503,6
gun_control1.0-11604,0,0,1,san jose mercury news,2012,7,2,20120702,4
gun_control1.0-10940,0,0,1,atlanta journal and constitution,2011,1,30,20110130,5
gun_control1.0-2401,0,0,1,atlanta journal and constitution,1993,12,22,19931222,4
gun_control1.0-10942,0,0,1,st. petersburg times,2011,1,30,20110130,12
gun_control1.0-10945,0,0,1,denver post,2011,1,28,20110128,5
gun_control1.0-1825,0,0,1,washington post,1991,7,11,19910711,12
gun_control1.0-5342,0,0,1,atlanta journal and constitution,1999,2,25,19990225,4
gun_control1.0-5340,0,0,1,st. louis post-dispatch,1999,2,27,19990227,6
gun_control1.0-5347,0,0,1,denver post,1999,2,23,19990223,5
gun_control1.0-937,0,0,1,washington post,1991,6,18,19910618,12
gun_control1.0-4745,0,0,1,atlanta journal and constitution,1996,12,21,19961221,6
gun_control1.0-1994,0,0,1,usa today,1993,7,22,19930722,6
gun_control1.0-4742,0,0,1,new york times,1996,12,24,19961224,12
gun_control1.0-4743,0,0,1,washington post,1996,12,24,19961224,5
gun_control1.0-4748,0,0,1,daily news,1996,12,17,19961217,6
gun_control1.0-7927,0,0,1,st. petersburg times,2001,2,9,20010209,6
gun_control1.0-6253,0,0,1,denver post,1999,8,24,19990824,6
gun_control1.0-10761,0,0,1,washington post,2011,8,15,20110815,4
gun_control1.0-10094,0,1,0,denver post,2005,9,19,20050919,4
gun_control1.0-10095,0,0,1,st. louis post-dispatch,2005,9,17,20050917,7
gun_control1.0-1917,0,0,1,st. louis post-dispatch,1993,10,1,19931001,12
gun_control1.0-1914,0,0,1,atlanta journal and constitution,1993,10,1,19931001,0
gun_control1.0-1915,0,0,1,new york times,1993,10,1,19931001,12
gun_control1.0-1910,0,0,1,st. petersburg times,1993,10,2,19931002,12
gun_control1.0-1911,0,0,1,st. petersburg times,1993,10,2,19931002,12
gun_control1.0-10387,0,0,1,san jose mercury news,2010,7,19,20100719,5
gun_control1.0-8269,0,0,1,atlanta journal and constitution,2000,8,18,20000818,12
gun_control1.0-10385,0,0,1,atlanta journal and constitution,2010,7,24,20100724,12
gun_control1.0-10383,0,0,1,denver post,2010,7,25,20100725,4
gun_control1.0-1918,0,0,1,usa today,1993,10,1,19931001,0
gun_control1.0-11922,0,0,1,atlanta journal and constitution,2012,12,18,20121218,10
gun_control1.0-4180,0,1,0,washington post,1996,4,22,19960422,6
gun_control1.0-11773,0,0,1,new york times,2012,12,21,20121221,6
gun_control1.0-5692,0,0,1,new york times,1999,6,25,19990625,5
gun_control1.0-3507,0,0,1,usa today,1994,8,5,19940805,12
gun_control1.0-11926,0,0,1,daily news,2012,12,18,20121218,12
gun_control1.0-10368,0,0,1,atlanta journal and constitution,2010,8,24,20100824,4
gun_control1.0-10369,0,0,1,san jose mercury news,2010,8,24,20100824,4
gun_control1.0-3508,0,0,1,philadelphia inquirer,1994,8,4,19940804,12
gun_control1.0-2117,0,0,1,atlanta journal and constitution,1993,3,7,19930307,6
gun_control1.0-10167,0,0,1,palm beach post,2005,5,15,20050515,2
gun_control1.0-10165,0,0,1,saint paul pioneer press,2005,5,17,20050517,4
gun_control1.0-10162,0,0,1,philadelphia inquirer,2005,5,18,20050518,12
gun_control1.0-2112,0,0,1,atlanta journal and constitution,1993,3,10,19930310,7
gun_control1.0-2110,0,0,1,new york times,1993,3,12,19930312,12
gun_control1.0-2133,0,1,0,atlanta journal and constitution,1993,2,26,19930226,12
gun_control1.0-10404,0,0,1,new york times,2010,7,4,20100704,4
gun_control1.0-9392,0,0,1,washington post,2003,5,14,20030514,12
gun_control1.0-8934,0,0,1,washington post,2002,8,4,20020804,12
gun_control1.0-4439,0,0,1,san jose mercury news,1997,9,11,19970911,5
gun_control1.0-11887,0,1,0,san jose mercury news,2012,12,19,20121219,5
gun_control1.0-5762,0,0,1,san jose mercury news,1999,6,19,19990619,12
gun_control1.0-936,0,0,1,usa today,1991,6,18,19910618,12
gun_control1.0-11775,0,0,1,new york times,2012,12,21,20121221,8
gun_control1.0-5767,0,0,1,washington post,1999,6,19,19990619,12
gun_control1.0-5766,0,1,0,washington post,1999,6,19,19990619,12
gun_control1.0-939,0,0,1,washington post,1991,6,16,19910616,10
gun_control1.0-1328,0,0,1,st. louis post-dispatch,1990,11,2,19901102,3
gun_control1.0-7055,0,0,1,denver post,2000,4,13,20000413,0
gun_control1.0-7054,0,1,0,denver post,2000,4,13,20000413,11
gun_control1.0-7057,0,0,1,denver post,2000,4,13,20000413,5
gun_control1.0-2028,0,0,1,new york times,1993,6,13,19930613,12
gun_control1.0-6589,0,0,1,denver post,2000,2,4,20000204,11
gun_control1.0-6584,0,0,1,denver post,2000,2,5,20000205,6
gun_control1.0-7501,0,0,1,atlanta journal and constitution,2000,6,25,20000625,0
gun_control1.0-6587,0,0,1,atlanta journal and constitution,2000,2,4,20000204,4
gun_control1.0-7507,0,0,1,saint paul pioneer press,2000,6,23,20000623,10
gun_control1.0-7058,0,0,1,new york times,2000,4,13,20000413,10
gun_control1.0-6583,0,0,1,denver post,2000,2,6,20000206,5
gun_control1.0-3882,0,0,1,san jose mercury news,1995,4,26,19950426,4
gun_control1.0-7699,0,0,1,new york times,2000,5,15,20000515,0
gun_control1.0-6051,0,0,1,new york times,1999,5,22,19990522,12
gun_control1.0-6057,0,0,1,st. louis post-dispatch,1999,5,22,19990522,12
gun_control1.0-5254,0,0,1,denver post,1999,3,26,19990326,12
gun_control1.0-9552,0,0,1,washington post,2003,1,4,20030104,6
gun_control1.0-6058,0,0,1,washington post,1999,5,22,19990522,12
gun_control1.0-7696,0,0,1,denver post,2000,5,15,20000515,11
gun_control1.0-7694,0,0,1,denver post,2000,5,15,20000515,11
gun_control1.0-11602,0,0,1,palm beach post,2012,7,3,20120703,4
gun_control1.0-7184,0,1,0,new york times,2000,3,26,20000326,4
gun_control1.0-4568,0,0,1,st. louis post-dispatch,1997,4,27,19970427,5
gun_control1.0-4566,0,0,1,denver post,1997,4,27,19970427,5
gun_control1.0-4567,0,0,1,new york times,1997,4,27,19970427,11
gun_control1.0-6452,0,1,0,washington post,1999,7,15,19990715,10
gun_control1.0-6453,0,0,1,washington post,1999,7,15,19990715,12
gun_control1.0-4563,0,1,0,st. louis post-dispatch,1997,4,30,19970430,10
gun_control1.0-9908,0,0,1,new york times,2004,2,27,20040227,12
gun_control1.0-3219,0,1,0,philadelphia inquirer,1995,2,12,19950212,12
gun_control1.0-3218,0,0,1,atlanta journal and constitution,1995,2,12,19950212,12
gun_control1.0-10850,0,0,1,st. petersburg times,2011,4,29,20110429,12
gun_control1.0-3212,0,0,1,denver post,1995,2,15,19950215,6
gun_control1.0-9903,0,0,1,st. louis post-dispatch,2004,2,29,20040229,13
gun_control1.0-3210,0,0,1,san jose mercury news,1995,2,16,19950216,6
gun_control1.0-3217,0,0,1,new york times,1995,2,14,19950214,7
gun_control1.0-667,0,0,1,st. petersburg times,1989,6,22,19890622,10
gun_control1.0-9907,0,1,0,new york times,2004,2,27,20040227,12
gun_control1.0-3214,0,0,1,philadelphia inquirer,1995,2,15,19950215,6
gun_control1.0-6259,0,0,1,atlanta journal and constitution,1999,8,23,19990823,10
gun_control1.0-6055,0,0,1,st. petersburg times,1999,5,22,19990522,12
gun_control1.0-3290,0,0,1,herald-sun,1995,1,1,19950101,7
gun_control1.0-6634,0,0,1,washington post,2000,1,27,20000127,12
gun_control1.0-9699,0,0,1,new york times,2004,9,9,20040909,12
gun_control1.0-1768,0,0,1,washington post,1991,10,9,19911009,6
gun_control1.0-5903,0,0,1,denver post,1999,6,9,19990609,5
gun_control1.0-5902,0,0,1,denver post,1999,6,9,19990609,12
gun_control1.0-6059,0,0,1,washington post,1999,5,22,19990522,10
gun_control1.0-4414,0,0,1,atlanta journal and constitution,1997,9,28,19970928,12
gun_control1.0-4415,0,1,0,new york times,1997,9,28,19970928,10
gun_control1.0-6975,0,0,1,atlanta journal and constitution,1999,10,1,19991001,5
gun_control1.0-3327,0,0,1,philadelphia inquirer,1994,11,16,19941116,4
gun_control1.0-5830,0,0,1,atlanta journal and constitution,1999,6,15,19990615,12
gun_control1.0-3325,0,0,1,new york times,1994,11,20,19941120,6
gun_control1.0-5832,0,0,1,new york times,1999,6,15,19990615,8
gun_control1.0-5835,0,0,1,washington post,1999,6,15,19990615,12
gun_control1.0-3322,0,0,1,san jose mercury news,1994,11,22,19941122,4
gun_control1.0-835,0,0,1,st. louis post-dispatch,1989,3,10,19890310,5
gun_control1.0-11164,0,0,1,washington post,2012,3,29,20120329,3
gun_control1.0-8787,0,0,1,palm beach post,2002,11,20,20021120,4
gun_control1.0-2339,0,0,1,palm beach post,1994,1,1,19940101,6
gun_control1.0-11162,0,1,0,washington post,2012,3,30,20120330,7
gun_control1.0-2337,0,0,1,atlanta journal and constitution,1994,1,2,19940102,9
gun_control1.0-2336,0,0,1,usa today,1994,1,3,19940103,5
gun_control1.0-2332,0,0,1,san jose mercury news,1994,1,4,19940104,0
gun_control1.0-2331,0,0,1,san jose mercury news,1994,1,4,19940104,5
gun_control1.0-2330,0,0,1,new york times,1994,1,4,19940104,0
gun_control1.0-3308,0,0,1,new york times,1994,12,18,19941218,0
gun_control1.0-8394,0,0,1,washington post,2002,2,7,20020207,5
gun_control1.0-2368,0,0,1,usa today,1993,12,29,19931229,12
gun_control1.0-5085,0,0,1,atlanta journal and constitution,1998,4,10,19980410,11
gun_control1.0-7185,0,0,1,new york times,2000,3,26,20000326,11
gun_control1.0-9476,0,0,1,denver post,2003,3,14,20030314,12
gun_control1.0-11348,0,0,1,new york times,2012,10,19,20121019,12
gun_control1.0-11619,0,0,1,new york times,2012,6,20,20120620,3
gun_control1.0-11616,0,0,1,herald-sun,2012,6,22,20120622,12
gun_control1.0-11347,0,0,1,denver post,2012,10,19,20121019,11
gun_control1.0-11614,0,0,1,denver post,2012,6,26,20120626,11
gun_control1.0-11342,0,0,1,daily news,2012,10,20,20121020,0
gun_control1.0-3033,0,0,1,palm beach post,1994,2,19,19940219,7
gun_control1.0-11,0,0,1,new york times,1975,4,24,19750424,12
gun_control1.0-11767,0,0,1,new york times,2012,12,21,20121221,12
gun_control1.0-9052,0,0,1,denver post,2002,5,5,20020505,12
gun_control1.0-9051,0,0,1,washington post,2002,5,7,20020507,12
gun_control1.0-8506,0,0,1,daily news,2001,10,15,20011015,10
gun_control1.0-11768,0,0,1,new york times,2012,12,21,20121221,0
gun_control1.0-8501,0,0,1,washington post,2001,10,17,20011017,12
gun_control1.0-9870,0,0,1,st. louis post-dispatch,2004,3,6,20040306,6
gun_control1.0-2241,0,1,0,san jose mercury news,1994,1,25,19940125,12
gun_control1.0-11297,0,0,1,washington post,2012,1,15,20120115,4
gun_control1.0-663,0,0,1,st. petersburg times,1989,6,25,19890625,11
gun_control1.0-4565,0,0,1,daily news,1997,4,28,19970428,12
gun_control1.0-1592,0,0,1,new york times,1992,3,20,19920320,6
gun_control1.0-8874,0,0,1,washington post,2002,10,11,20021011,12
gun_control1.0-2248,0,0,1,san jose mercury news,1994,1,20,19940120,12
gun_control1.0-1596,0,0,1,washington post,1992,3,14,19920314,12
gun_control1.0-8871,0,0,1,atlanta journal and constitution,2002,10,11,20021011,6
gun_control1.0-7675,0,0,1,atlanta journal and constitution,2000,5,16,20000516,11
gun_control1.0-11909,0,0,1,washington post,2012,12,19,20121219,5
gun_control1.0-2838,0,0,1,philadelphia inquirer,1994,4,24,19940424,12
gun_control1.0-2748,0,0,1,new york times,1994,5,14,19940514,12
gun_control1.0-2749,0,0,1,palm beach post,1994,5,13,19940513,10
gun_control1.0-11902,0,0,1,usa today,2012,12,19,20121219,0
gun_control1.0-2744,0,0,1,usa today,1994,5,16,19940516,6
gun_control1.0-11900,0,0,1,tampa bay times,2012,12,19,20121219,12
gun_control1.0-9271,0,0,1,new york times,2003,8,23,20030823,12
gun_control1.0-2741,0,0,1,san jose mercury news,1994,5,17,19940517,4
gun_control1.0-2657,0,0,1,st. louis post-dispatch,1994,7,16,19940716,5
gun_control1.0-8894,0,0,1,philadelphia inquirer,2002,9,30,20020930,8
gun_control1.0-6450,0,0,1,new york times,1999,7,15,19990715,12
gun_control1.0-8897,0,0,1,new york times,2002,9,26,20020926,4
gun_control1.0-8899,0,0,1,washington post,2002,9,26,20020926,12
gun_control1.0-318,0,0,1,new york times,1981,7,27,19810727,6
gun_control1.0-8472,0,0,1,washington post,2001,11,11,20011111,7
gun_control1.0-8473,0,0,1,palm beach post,2001,11,10,20011110,4
gun_control1.0-12122,0,0,1,washington post,2012,12,31,20121231,6
gun_control1.0-12124,0,0,1,washington post,2012,12,31,20121231,12
gun_control1.0-8477,0,0,1,philadelphia inquirer,2001,11,6,20011106,10
gun_control1.0-4989,0,0,1,atlanta journal and constitution,1998,6,8,19980608,8
gun_control1.0-11583,0,1,0,new york times,2012,7,21,20120721,11
gun_control1.0-4983,0,0,1,denver post,1998,6,9,19980609,10
gun_control1.0-7869,0,0,1,atlanta journal and constitution,2001,3,23,20010323,4
gun_control1.0-5148,0,1,0,san jose mercury news,1998,3,6,19980306,4
gun_control1.0-1045,0,0,1,st. louis post-dispatch,1991,5,8,19910508,12
gun_control1.0-10200,0,0,1,philadelphia inquirer,2005,4,13,20050413,12
gun_control1.0-7864,0,0,1,washington post,2001,3,28,20010328,11
gun_control1.0-11817,0,0,1,new york times,2012,12,20,20121220,12
gun_control1.0-1042,0,0,1,palm beach post,1991,5,8,19910508,12
gun_control1.0-1043,0,0,1,st. louis post-dispatch,1991,5,8,19910508,12
gun_control1.0-11851,0,1,0,washington post,2012,12,20,20121220,4
gun_control1.0-2631,0,0,1,new york times,1993,11,4,19931104,12
gun_control1.0-11831,0,0,1,st. louis post-dispatch,2012,12,20,20121220,12
gun_control1.0-2635,0,0,1,new york times,1993,11,2,19931102,8
gun_control1.0-2658,0,0,1,atlanta journal and constitution,1994,7,15,19940715,10
gun_control1.0-1104,0,0,1,washington post,1991,4,24,19910424,12
gun_control1.0-8254,0,0,1,daily news,2000,8,22,20000822,12
gun_control1.0-8255,0,0,1,denver post,2000,8,22,20000822,11
gun_control1.0-12058,0,1,0,new york times,2012,12,15,20121215,13
gun_control1.0-10510,0,0,1,philadelphia inquirer,2010,4,16,20100416,2
gun_control1.0-8091,0,0,1,daily news,2000,10,20,20001020,0
gun_control1.0-786,0,0,1,st. louis post-dispatch,1989,3,26,19890326,7
gun_control1.0-782,0,0,1,usa today,1989,3,27,19890327,0
gun_control1.0-8657,0,0,1,herald-sun,2001,6,7,20010607,6
gun_control1.0-9902,0,0,1,st. louis post-dispatch,2004,2,29,20040229,5
gun_control1.0-8652,0,0,1,denver post,2001,6,12,20010612,12
gun_control1.0-10515,0,0,1,washington post,2010,4,4,20100404,4
gun_control1.0-8604,0,0,1,atlanta journal and constitution,2001,7,10,20010710,13
gun_control1.0-4823,0,1,0,saint paul pioneer press,1998,8,23,19980823,12
gun_control1.0-7992,0,0,1,palm beach post,2001,1,2,20010102,5
gun_control1.0-6852,0,0,1,philadelphia inquirer,1999,11,14,19991114,12
gun_control1.0-6247,0,0,1,atlanta journal and constitution,1999,8,25,19990825,6
gun_control1.0-8606,0,0,1,new york times,2001,7,10,20010710,13
gun_control1.0-5168,0,0,1,st. petersburg times,1998,2,6,19980206,6
gun_control1.0-5164,0,0,1,palm beach post,1998,2,11,19980211,12
gun_control1.0-653,0,0,1,st. petersburg times,1989,7,5,19890705,2
gun_control1.0-10921,0,0,1,washington post,2011,2,20,20110220,6
gun_control1.0-5220,0,0,1,washington post,1997,11,14,19971114,12
gun_control1.0-5221,0,0,1,washington post,1997,11,12,19971112,13
gun_control1.0-6792,0,0,1,philadelphia inquirer,1999,12,8,19991208,5
gun_control1.0-10926,0,0,1,st. petersburg times,2011,2,9,20110209,5
gun_control1.0-9733,0,0,1,st. louis post-dispatch,2004,7,29,20040729,13
gun_control1.0-3691,0,0,1,san jose mercury news,1995,7,8,19950708,5
gun_control1.0-3690,0,0,1,palm beach post,1995,7,8,19950708,11
gun_control1.0-5338,0,0,1,st. louis post-dispatch,1999,2,28,19990228,12
gun_control1.0-1509,0,0,1,washington post,1992,5,20,19920520,8
gun_control1.0-6228,0,0,1,atlanta journal and constitution,1999,8,28,19990828,12
gun_control1.0-252,0,0,1,new york times,1984,5,15,19840515,12
gun_control1.0-5033,0,0,1,new york times,1998,5,13,19980513,4
gun_control1.0-11331,0,0,1,new york times,2012,10,29,20121029,12
gun_control1.0-10682,0,0,1,new york times,2011,11,8,20111108,12
gun_control1.0-258,0,0,1,new york times,1984,1,27,19840127,5
gun_control1.0-8608,0,0,1,washington post,2001,7,10,20010710,13
gun_control1.0-2926,0,0,1,st. louis post-dispatch,1994,3,23,19940323,12
gun_control1.0-2925,0,0,1,philadelphia inquirer,1994,3,23,19940323,4
gun_control1.0-6935,0,0,1,atlanta journal and constitution,1999,10,16,19991016,6
gun_control1.0-4363,0,0,1,san jose mercury news,1996,1,21,19960121,5
gun_control1.0-1216,0,0,1,atlanta journal and constitution,1991,3,13,19910313,4
gun_control1.0-1210,0,0,1,atlanta journal and constitution,1991,3,15,19910315,3
gun_control1.0-4364,0,0,1,washington post,1996,1,21,19960121,7
gun_control1.0-6644,0,0,1,denver post,2000,1,24,20000124,12
gun_control1.0-9212,0,0,1,st. louis post-dispatch,2003,10,7,20031007,4
gun_control1.0-5598,0,1,0,st. petersburg times,1998,10,20,19981020,5
gun_control1.0-6221,0,0,1,san jose mercury news,1999,8,30,19990830,5
gun_control1.0-5594,0,0,1,palm beach post,1998,10,21,19981021,6
gun_control1.0-5592,0,0,1,new york times,1998,10,22,19981022,8
gun_control1.0-918,0,1,0,washington post,1991,6,28,19910628,12
gun_control1.0-328,0,0,1,new york times,1981,6,11,19810611,10
gun_control1.0-10884,0,0,1,herald-sun,2011,3,30,20110330,5
gun_control1.0-10887,0,0,1,saint paul pioneer press,2011,3,28,20110328,12
gun_control1.0-320,0,0,1,new york times,1981,7,24,19810724,10
gun_control1.0-10880,0,0,1,herald-sun,2011,4,8,20110408,7
gun_control1.0-10883,0,0,1,atlanta journal and constitution,2011,4,3,20110403,11
gun_control1.0-324,0,0,1,new york times,1981,6,17,19810617,12
gun_control1.0-2819,0,0,1,usa today,1994,5,2,19940502,12
gun_control1.0-431,0,0,1,new york times,1983,6,20,19830620,10
gun_control1.0-2812,0,0,1,new york times,1994,5,2,19940502,12
gun_control1.0-6243,0,0,1,denver post,1999,8,26,19990826,11
gun_control1.0-2817,0,0,1,st. louis post-dispatch,1994,5,2,19940502,5
gun_control1.0-2814,0,0,1,palm beach post,1994,5,2,19940502,5
gun_control1.0-3678,0,0,1,herald-sun,1995,7,12,19950712,13
gun_control1.0-5358,0,0,1,philadelphia inquirer,1999,2,21,19990221,3
