,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-7250,0,1,new york times,2011,7,27,20110727,1,0,0
same-sex_marriage1.0-2557,0,0,atlanta journal and constitution,2004,10,3,20041003,0,1,0
same-sex_marriage1.0-2556,0,0,st. louis post-dispatch,2004,10,4,20041004,0,0,1
same-sex_marriage1.0-7707,0,1,philadelphia inquirer,2012,1,13,20120113,0,1,0
same-sex_marriage1.0-2550,0,0,atlanta journal and constitution,2004,10,6,20041006,1,0,0
same-sex_marriage1.0-2553,0,0,saint paul pioneer press,2004,10,6,20041006,1,0,0
same-sex_marriage1.0-11138,0,0,washington post,1999,3,24,19990324,0,1,0
same-sex_marriage1.0-11139,0,1,san jose mercury news,1999,3,20,19990320,0,1,0
same-sex_marriage1.0-10064,0,0,atlanta journal and constitution,1996,7,26,19960726,1,0,0
same-sex_marriage1.0-11130,0,0,st. petersburg times,1999,3,27,19990327,0,1,0
same-sex_marriage1.0-11131,0,1,st. louis post-dispatch,1999,3,27,19990327,0,1,0
same-sex_marriage1.0-11132,0,0,washington post,1999,3,27,19990327,0,0,1
same-sex_marriage1.0-11133,0,0,washington post,1999,3,26,19990326,0,1,0
same-sex_marriage1.0-11134,0,1,new york times,1999,3,25,19990325,0,0,1
same-sex_marriage1.0-11136,0,0,washington post,1999,3,25,19990325,0,0,1
same-sex_marriage1.0-11137,0,0,san jose mercury news,1999,3,24,19990324,0,1,0
same-sex_marriage1.0-2564,0,0,denver post,2004,10,1,20041001,1,0,0
same-sex_marriage1.0-10066,0,1,st. petersburg times,1996,7,25,19960725,1,0,0
same-sex_marriage1.0-2565,0,1,new york times,2004,10,1,20041001,1,0,0
same-sex_marriage1.0-2566,0,0,new york times,2004,10,1,20041001,1,0,0
same-sex_marriage1.0-10060,0,0,washington post,1996,8,3,19960803,0,0,1
same-sex_marriage1.0-6078,0,0,washington post,2009,10,27,20091027,0,0,1
same-sex_marriage1.0-10063,1,0,washington post,1996,7,27,19960727,1,0,0
same-sex_marriage1.0-6072,0,1,washington post,2009,11,1,20091101,1,0,0
same-sex_marriage1.0-6073,0,0,new york times,2009,10,30,20091030,1,0,0
same-sex_marriage1.0-6070,0,0,new york times,2009,11,1,20091101,1,0,0
same-sex_marriage1.0-6071,0,1,new york times,2009,11,1,20091101,1,0,0
same-sex_marriage1.0-6076,0,1,new york times,2009,10,28,20091028,0,1,0
same-sex_marriage1.0-6077,0,1,new york times,2009,10,27,20091027,1,0,0
same-sex_marriage1.0-6074,0,1,washington post,2009,10,30,20091030,1,0,0
same-sex_marriage1.0-6075,0,1,washington post,2009,10,29,20091029,1,0,0
same-sex_marriage1.0-1392,0,1,philadelphia inquirer,2004,3,11,20040311,1,0,0
same-sex_marriage1.0-1393,0,0,saint paul pioneer press,2004,3,11,20040311,0,1,0
same-sex_marriage1.0-1390,0,1,new york times,2004,3,11,20040311,1,0,0
same-sex_marriage1.0-1391,0,1,philadelphia inquirer,2004,3,11,20040311,0,0,1
same-sex_marriage1.0-1396,0,1,washington post,2004,3,11,20040311,0,1,0
same-sex_marriage1.0-8865,0,1,washington post,2012,11,12,20121112,1,0,0
same-sex_marriage1.0-1395,0,0,washington post,2004,3,11,20040311,0,1,0
same-sex_marriage1.0-1398,0,1,atlanta journal and constitution,2004,3,10,20040310,1,0,0
same-sex_marriage1.0-699,0,0,denver post,2003,2,18,20030218,1,0,0
same-sex_marriage1.0-698,0,0,washington post,2003,3,5,20030305,0,1,0
same-sex_marriage1.0-690,0,0,herald-sun,2003,3,16,20030316,0,0,1
same-sex_marriage1.0-694,0,0,st. petersburg times,2003,3,13,20030313,1,0,0
same-sex_marriage1.0-696,0,1,herald-sun,2003,3,11,20030311,0,0,1
same-sex_marriage1.0-6609,0,0,philadelphia inquirer,2010,1,8,20100108,0,0,1
same-sex_marriage1.0-6608,0,1,philadelphia inquirer,2010,1,8,20100108,0,0,1
same-sex_marriage1.0-4427,1,0,washington post,2007,6,30,20070630,0,1,0
same-sex_marriage1.0-4426,0,1,washington post,2007,7,1,20070701,0,0,1
same-sex_marriage1.0-6605,0,1,san jose mercury news,2010,1,9,20100109,0,1,0
same-sex_marriage1.0-4424,0,1,st. louis post-dispatch,2007,7,2,20070702,1,0,0
same-sex_marriage1.0-6604,0,0,san jose mercury news,2010,1,9,20100109,0,1,0
same-sex_marriage1.0-4423,0,1,washington post,2007,7,5,20070705,1,0,0
same-sex_marriage1.0-6607,0,1,new york times,2010,1,8,20100108,0,0,1
same-sex_marriage1.0-4422,0,0,st. louis post-dispatch,2007,7,5,20070705,0,0,1
same-sex_marriage1.0-6601,0,1,atlanta journal and constitution,2010,1,10,20100110,1,0,0
same-sex_marriage1.0-4420,0,0,st. louis post-dispatch,2007,7,8,20070708,1,0,0
same-sex_marriage1.0-5954,0,0,usa today,2009,12,14,20091214,1,0,0
same-sex_marriage1.0-8542,0,0,washington post,2012,9,23,20120923,0,0,1
same-sex_marriage1.0-8545,0,1,washington post,2012,9,22,20120922,1,0,0
same-sex_marriage1.0-8547,0,0,new york times,2012,9,21,20120921,0,1,0
same-sex_marriage1.0-8548,0,0,new york times,2012,9,20,20120920,1,0,0
same-sex_marriage1.0-8549,0,1,san jose mercury news,2012,9,19,20120919,1,0,0
same-sex_marriage1.0-6602,0,1,philadelphia inquirer,2010,1,10,20100110,1,0,0
same-sex_marriage1.0-5407,0,1,washington post,2008,11,11,20081111,1,0,0
same-sex_marriage1.0-5642,0,0,san jose mercury news,2009,6,17,20090617,1,0,0
same-sex_marriage1.0-5679,0,0,st. petersburg times,2009,5,31,20090531,1,0,0
same-sex_marriage1.0-5678,0,1,san jose mercury news,2009,5,31,20090531,1,0,0
same-sex_marriage1.0-5675,0,1,herald-sun,2009,5,31,20090531,0,1,0
same-sex_marriage1.0-5674,0,0,usa today,2009,6,1,20090601,1,0,0
same-sex_marriage1.0-5677,0,1,philadelphia inquirer,2009,5,31,20090531,1,0,0
same-sex_marriage1.0-5676,0,1,new york times,2009,5,31,20090531,1,0,0
same-sex_marriage1.0-5671,0,1,washington post,2009,6,2,20090602,1,0,0
same-sex_marriage1.0-5670,0,0,washington post,2009,6,2,20090602,1,0,0
same-sex_marriage1.0-5673,0,0,new york times,2009,6,1,20090601,1,0,0
same-sex_marriage1.0-5672,0,1,atlanta journal and constitution,2009,6,1,20090601,1,0,0
same-sex_marriage1.0-3633,0,1,new york times,2008,2,24,20080224,1,0,0
same-sex_marriage1.0-3632,0,0,new york times,2008,2,24,20080224,1,0,0
same-sex_marriage1.0-8151,0,0,new york times,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-3630,0,0,san jose mercury news,2008,3,2,20080302,1,0,0
same-sex_marriage1.0-8157,0,1,usa today,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-3635,0,1,new york times,2008,2,20,20080220,1,0,0
same-sex_marriage1.0-8154,0,1,st. louis post-dispatch,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-8159,0,1,new york times,2012,5,31,20120531,1,0,0
same-sex_marriage1.0-8158,0,0,usa today,2012,6,1,20120601,1,0,0
same-sex_marriage1.0-2664,0,1,new york times,2005,9,25,20050925,1,0,0
same-sex_marriage1.0-6025,0,0,new york times,2009,11,18,20091118,1,0,0
same-sex_marriage1.0-5491,0,0,palm beach post,2008,10,19,20081019,0,0,1
same-sex_marriage1.0-5490,0,1,new york times,2008,10,19,20081019,1,0,0
same-sex_marriage1.0-5492,0,1,san jose mercury news,2008,10,19,20081019,0,1,0
same-sex_marriage1.0-5496,0,1,san jose mercury news,2008,10,18,20081018,1,0,0
same-sex_marriage1.0-5499,0,1,san jose mercury news,2008,10,16,20081016,1,0,0
same-sex_marriage1.0-6021,0,0,washington post,2009,11,19,20091119,0,0,1
same-sex_marriage1.0-1030,0,0,san jose mercury news,2004,2,13,20040213,1,0,0
same-sex_marriage1.0-2032,0,0,st. louis post-dispatch,2004,9,1,20040901,1,0,0
same-sex_marriage1.0-4519,0,0,philadelphia inquirer,2007,3,13,20070313,0,0,1
same-sex_marriage1.0-2033,0,0,st. louis post-dispatch,2004,9,1,20040901,0,1,0
same-sex_marriage1.0-2030,0,1,atlanta journal and constitution,2004,9,1,20040901,1,0,0
same-sex_marriage1.0-9398,0,0,palm beach post,1990,10,11,19901011,1,0,0
same-sex_marriage1.0-4814,0,1,washington post,2011,5,24,20110524,1,0,0
same-sex_marriage1.0-4812,0,1,saint paul pioneer press,2011,5,25,20110525,0,0,1
same-sex_marriage1.0-5052,0,1,washington post,2011,1,9,20110109,1,0,0
same-sex_marriage1.0-2034,0,0,atlanta journal and constitution,2004,8,31,20040831,0,1,0
same-sex_marriage1.0-5507,0,1,st. petersburg times,2008,10,15,20081015,0,1,0
same-sex_marriage1.0-3099,0,1,philadelphia inquirer,2006,6,11,20060611,1,0,0
same-sex_marriage1.0-3098,0,1,palm beach post,2006,6,11,20060611,1,0,0
same-sex_marriage1.0-3097,0,0,new york times,2006,6,11,20060611,1,0,0
same-sex_marriage1.0-3096,0,1,denver post,2006,6,11,20060611,1,0,0
same-sex_marriage1.0-3095,0,0,palm beach post,2006,6,12,20060612,0,1,0
same-sex_marriage1.0-3092,1,0,philadelphia inquirer,2006,6,13,20060613,1,0,0
same-sex_marriage1.0-3091,0,0,atlanta journal and constitution,2006,6,13,20060613,0,0,1
same-sex_marriage1.0-3090,0,1,philadelphia inquirer,2006,6,14,20060614,0,0,1
same-sex_marriage1.0-4722,0,1,daily news,2011,6,21,20110621,0,0,1
same-sex_marriage1.0-4723,0,1,daily news,2011,6,21,20110621,1,0,0
same-sex_marriage1.0-4725,0,1,new york times,2011,6,21,20110621,0,1,0
same-sex_marriage1.0-4726,0,1,washington post,2011,6,21,20110621,0,1,0
same-sex_marriage1.0-4729,0,1,daily news,2011,6,20,20110620,1,0,0
same-sex_marriage1.0-2942,0,0,san jose mercury news,2005,3,15,20050315,1,0,0
same-sex_marriage1.0-7135,0,0,new york times,2011,11,13,20111113,1,0,0
same-sex_marriage1.0-7136,0,0,usa today,2011,11,7,20111107,1,0,0
same-sex_marriage1.0-7137,0,0,new york times,2011,11,4,20111104,1,0,0
same-sex_marriage1.0-7130,0,1,san jose mercury news,2011,11,16,20111116,0,1,0
same-sex_marriage1.0-2944,0,1,washington post,2005,3,15,20050315,0,1,0
same-sex_marriage1.0-7133,0,0,herald-sun,2011,11,13,20111113,0,1,0
same-sex_marriage1.0-2948,0,0,new york times,2005,3,7,20050307,0,1,0
same-sex_marriage1.0-2949,0,0,new york times,2005,3,6,20050306,0,1,0
same-sex_marriage1.0-7139,0,1,new york times,2011,11,3,20111103,1,0,0
same-sex_marriage1.0-7399,0,0,washington post,2011,7,2,20110702,0,0,1
same-sex_marriage1.0-7390,0,1,washington post,2011,7,3,20110703,1,0,0
same-sex_marriage1.0-7393,0,0,washington post,2011,7,3,20110703,1,0,0
same-sex_marriage1.0-7396,0,1,washington post,2011,7,2,20110702,0,0,1
same-sex_marriage1.0-3897,0,0,st. louis post-dispatch,2008,8,30,20080830,1,0,0
same-sex_marriage1.0-8844,0,0,st. louis post-dispatch,2012,11,28,20121128,1,0,0
same-sex_marriage1.0-8846,0,1,washington post,2012,11,28,20121128,1,0,0
same-sex_marriage1.0-8841,0,1,denver post,2012,11,29,20121129,1,0,0
same-sex_marriage1.0-3890,0,1,st. petersburg times,2008,9,9,20080909,0,0,1
same-sex_marriage1.0-8848,0,1,san jose mercury news,2012,11,27,20121127,0,1,0
same-sex_marriage1.0-4518,0,1,usa today,2007,3,14,20070314,0,0,1
same-sex_marriage1.0-9356,0,1,usa today,1990,11,29,19901129,1,0,0
same-sex_marriage1.0-4272,0,0,saint paul pioneer press,2006,7,15,20060715,0,0,1
same-sex_marriage1.0-4271,0,0,st. louis post-dispatch,2006,7,15,20060715,0,0,1
same-sex_marriage1.0-1946,0,1,atlanta journal and constitution,2004,4,2,20040402,1,0,0
same-sex_marriage1.0-1945,0,1,saint paul pioneer press,2004,4,3,20040403,0,0,1
same-sex_marriage1.0-6664,0,1,daily news,2011,6,27,20110627,0,0,1
same-sex_marriage1.0-1943,0,0,atlanta journal and constitution,2004,4,3,20040403,0,1,0
same-sex_marriage1.0-6662,0,0,daily news,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-6661,0,1,daily news,2011,6,27,20110627,0,0,1
same-sex_marriage1.0-1940,0,0,washington post,2004,4,5,20040405,1,0,0
same-sex_marriage1.0-6669,0,1,new york times,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-6668,0,1,new york times,2011,6,27,20110627,1,0,0
same-sex_marriage1.0-2766,0,1,new york times,2005,7,13,20050713,1,0,0
same-sex_marriage1.0-2764,0,0,denver post,2005,7,18,20050718,0,1,0
same-sex_marriage1.0-599,0,0,washington post,2003,7,3,20030703,0,0,1
same-sex_marriage1.0-592,0,0,daily news,2003,7,3,20030703,0,0,1
same-sex_marriage1.0-590,0,1,washington post,2003,7,5,20030705,1,0,0
same-sex_marriage1.0-591,0,1,denver post,2003,7,4,20030704,0,1,0
same-sex_marriage1.0-597,0,0,washington post,2003,7,3,20030703,1,0,0
same-sex_marriage1.0-2768,0,1,san jose mercury news,2005,7,13,20050713,0,1,0
same-sex_marriage1.0-595,0,0,st. louis post-dispatch,2003,7,3,20030703,0,0,1
same-sex_marriage1.0-8718,0,1,philadelphia inquirer,2012,7,3,20120703,1,0,0
same-sex_marriage1.0-8715,0,1,daily news,2012,7,6,20120706,0,1,0
same-sex_marriage1.0-8714,0,1,st. louis post-dispatch,2012,7,7,20120707,0,0,1
same-sex_marriage1.0-8717,1,0,saint paul pioneer press,2012,7,4,20120704,0,1,0
same-sex_marriage1.0-8716,1,0,san jose mercury news,2012,7,6,20120706,0,0,1
same-sex_marriage1.0-8713,0,1,new york times,2012,7,7,20120707,1,0,0
same-sex_marriage1.0-8712,0,1,daily news,2012,7,7,20120707,1,0,0
same-sex_marriage1.0-6449,0,0,new york times,2010,6,8,20100608,0,0,1
same-sex_marriage1.0-6448,0,0,daily news,2010,6,9,20100609,1,0,0
same-sex_marriage1.0-1498,0,0,herald-sun,2004,3,5,20040305,0,0,1
same-sex_marriage1.0-1495,0,1,atlanta journal and constitution,2004,3,5,20040305,0,1,0
same-sex_marriage1.0-6442,0,0,san jose mercury news,2010,6,13,20100613,0,1,0
same-sex_marriage1.0-1497,0,0,herald-sun,2004,3,5,20040305,0,1,0
same-sex_marriage1.0-6440,0,0,washington post,2010,6,14,20100614,1,0,0
same-sex_marriage1.0-6447,0,1,atlanta journal and constitution,2010,6,9,20100609,0,1,0
same-sex_marriage1.0-6446,0,0,san jose mercury news,2010,6,10,20100610,0,1,0
same-sex_marriage1.0-6445,0,0,new york times,2010,6,11,20100611,1,0,0
same-sex_marriage1.0-6444,0,0,washington post,2010,6,13,20100613,1,0,0
same-sex_marriage1.0-779,0,0,washington post,2004,2,27,20040227,0,1,0
same-sex_marriage1.0-776,0,0,st. louis post-dispatch,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-774,0,0,san jose mercury news,2004,2,27,20040227,0,1,0
same-sex_marriage1.0-775,0,0,san jose mercury news,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-770,0,0,philadelphia inquirer,2004,2,27,20040227,1,0,0
same-sex_marriage1.0-1239,0,0,atlanta journal and constitution,2004,3,24,20040324,0,1,0
same-sex_marriage1.0-1238,0,1,saint paul pioneer press,2004,3,25,20040325,1,0,0
same-sex_marriage1.0-1231,0,1,herald-sun,2004,3,25,20040325,1,0,0
same-sex_marriage1.0-1230,0,1,denver post,2004,3,25,20040325,0,0,1
same-sex_marriage1.0-1233,0,0,philadelphia inquirer,2004,3,25,20040325,1,0,0
same-sex_marriage1.0-1232,0,1,new york times,2004,3,25,20040325,1,0,0
same-sex_marriage1.0-1234,0,1,philadelphia inquirer,2004,3,25,20040325,1,0,0
same-sex_marriage1.0-1237,0,1,saint paul pioneer press,2004,3,25,20040325,0,0,1
same-sex_marriage1.0-1236,0,1,saint paul pioneer press,2004,3,25,20040325,0,1,0
same-sex_marriage1.0-9002,0,0,new york times,2012,10,12,20121012,0,1,0
same-sex_marriage1.0-9001,0,1,denver post,2012,10,12,20121012,1,0,0
same-sex_marriage1.0-9007,0,1,washington post,2012,10,12,20121012,0,1,0
same-sex_marriage1.0-9145,0,0,atlanta journal and constitution,2012,11,29,20121129,1,0,0
same-sex_marriage1.0-9144,0,1,usa today,2012,11,30,20121130,1,0,0
same-sex_marriage1.0-9143,0,1,saint paul pioneer press,2012,11,30,20121130,0,1,0
same-sex_marriage1.0-9140,0,1,san jose mercury news,2012,11,30,20121130,0,1,0
same-sex_marriage1.0-5807,0,1,new york times,2009,4,18,20090418,1,0,0
same-sex_marriage1.0-5804,0,0,st. petersburg times,2009,4,21,20090421,0,1,0
same-sex_marriage1.0-5805,0,0,daily news,2009,4,20,20090420,1,0,0
same-sex_marriage1.0-5802,0,0,daily news,2009,4,21,20090421,1,0,0
same-sex_marriage1.0-5803,0,1,daily news,2009,4,21,20090421,1,0,0
same-sex_marriage1.0-5800,0,0,new york times,2009,4,24,20090424,0,1,0
same-sex_marriage1.0-5801,0,0,new york times,2009,4,23,20090423,0,1,0
same-sex_marriage1.0-4232,0,1,st. petersburg times,2006,8,11,20060811,0,0,1
same-sex_marriage1.0-5808,0,0,washington post,2009,4,18,20090418,1,0,0
same-sex_marriage1.0-5809,0,0,daily news,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-10238,0,0,san jose mercury news,1996,5,4,19960504,1,0,0
same-sex_marriage1.0-10239,0,0,st. louis post-dispatch,1996,5,4,19960504,0,0,1
same-sex_marriage1.0-10234,0,0,st. louis post-dispatch,1996,5,9,19960509,0,0,1
same-sex_marriage1.0-10235,0,1,st. louis post-dispatch,1996,5,9,19960509,0,1,0
same-sex_marriage1.0-10236,0,0,washington post,1996,5,9,19960509,0,0,1
same-sex_marriage1.0-10237,0,0,saint paul pioneer press,1996,5,8,19960508,0,0,1
same-sex_marriage1.0-10230,0,1,st. louis post-dispatch,1996,5,11,19960511,1,0,0
same-sex_marriage1.0-10231,1,0,washington post,1996,5,11,19960511,1,0,0
same-sex_marriage1.0-10232,0,0,new york times,1996,5,9,19960509,0,0,1
same-sex_marriage1.0-10233,0,0,philadelphia inquirer,1996,5,9,19960509,0,0,1
same-sex_marriage1.0-10359,0,0,usa today,1996,1,2,19960102,1,0,0
same-sex_marriage1.0-10358,0,0,atlanta journal and constitution,1996,1,3,19960103,1,0,0
same-sex_marriage1.0-2312,0,0,atlanta journal and constitution,2004,7,6,20040706,1,0,0
same-sex_marriage1.0-10353,0,0,new york times,1996,1,21,19960121,1,0,0
same-sex_marriage1.0-10352,0,0,usa today,1996,1,25,19960125,0,1,0
same-sex_marriage1.0-10351,0,0,usa today,1996,1,25,19960125,0,1,0
same-sex_marriage1.0-10350,0,1,san jose mercury news,1996,1,25,19960125,1,0,0
same-sex_marriage1.0-10357,0,0,san jose mercury news,1996,1,12,19960112,0,1,0
same-sex_marriage1.0-10356,0,0,washington post,1996,1,13,19960113,0,1,0
same-sex_marriage1.0-10355,0,1,san jose mercury news,1996,1,18,19960118,1,0,0
same-sex_marriage1.0-10354,0,0,daily news,1996,1,19,19960119,0,0,1
same-sex_marriage1.0-4230,0,0,new york times,2006,8,13,20060813,1,0,0
same-sex_marriage1.0-2317,0,1,washington post,2004,7,4,20040704,0,1,0
same-sex_marriage1.0-2316,0,1,palm beach post,2004,7,4,20040704,1,0,0
same-sex_marriage1.0-4378,0,1,washington post,2007,9,16,20070916,1,0,0
same-sex_marriage1.0-4237,1,0,washington post,2006,8,5,20060805,1,0,0
same-sex_marriage1.0-3158,0,0,daily news,2006,6,4,20060604,1,0,0
same-sex_marriage1.0-3159,0,1,new york times,2006,6,4,20060604,0,1,0
same-sex_marriage1.0-3156,0,0,palm beach post,2006,6,5,20060605,0,0,1
same-sex_marriage1.0-3157,0,0,washington post,2006,6,5,20060605,0,1,0
same-sex_marriage1.0-3406,0,1,san jose mercury news,2008,6,22,20080622,1,0,0
same-sex_marriage1.0-3155,0,0,new york times,2006,6,5,20060605,1,0,0
same-sex_marriage1.0-3400,0,0,atlanta journal and constitution,2008,6,28,20080628,0,0,1
same-sex_marriage1.0-3401,0,0,san jose mercury news,2008,6,28,20080628,1,0,0
same-sex_marriage1.0-3402,0,1,atlanta journal and constitution,2008,6,25,20080625,1,0,0
same-sex_marriage1.0-3151,0,1,washington post,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-4906,0,1,palm beach post,2011,4,5,20110405,1,0,0
same-sex_marriage1.0-4234,0,0,washington post,2006,8,7,20060807,1,0,0
same-sex_marriage1.0-7099,0,0,washington post,2011,12,13,20111213,1,0,0
same-sex_marriage1.0-7093,0,1,daily news,2011,12,25,20111225,1,0,0
same-sex_marriage1.0-7092,0,0,san jose mercury news,2011,12,27,20111227,0,0,1
same-sex_marriage1.0-7090,0,0,new york times,2011,12,28,20111228,0,0,1
same-sex_marriage1.0-7097,0,1,new york times,2011,12,13,20111213,1,0,0
same-sex_marriage1.0-7096,0,0,new york times,2011,12,13,20111213,0,0,1
same-sex_marriage1.0-7095,0,0,new york times,2011,12,20,20111220,1,0,0
same-sex_marriage1.0-7094,0,0,washington post,2011,12,24,20111224,1,0,0
same-sex_marriage1.0-3801,0,1,san jose mercury news,2008,10,29,20081029,1,0,0
same-sex_marriage1.0-3802,0,1,usa today,2008,10,29,20081029,0,1,0
same-sex_marriage1.0-3803,0,1,washington post,2008,10,29,20081029,0,0,1
same-sex_marriage1.0-10821,0,0,atlanta journal and constitution,2000,5,1,20000501,0,1,0
same-sex_marriage1.0-10820,0,0,daily news,2000,5,2,20000502,1,0,0
same-sex_marriage1.0-10823,0,1,atlanta journal and constitution,2000,4,30,20000430,1,0,0
same-sex_marriage1.0-10822,0,1,washington post,2000,5,1,20000501,1,0,0
same-sex_marriage1.0-10825,0,1,washington post,2000,4,30,20000430,0,0,1
same-sex_marriage1.0-10824,0,1,st. louis post-dispatch,2000,4,30,20000430,1,0,0
same-sex_marriage1.0-10826,0,0,atlanta journal and constitution,2000,4,29,20000429,1,0,0
same-sex_marriage1.0-2572,0,1,washington post,2004,10,1,20041001,1,0,0
same-sex_marriage1.0-2571,0,0,st. louis post-dispatch,2004,10,1,20041001,0,1,0
same-sex_marriage1.0-2570,0,1,san jose mercury news,2004,10,1,20041001,1,0,0
same-sex_marriage1.0-2576,0,0,washington post,2005,12,26,20051226,1,0,0
same-sex_marriage1.0-7279,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7278,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7277,0,1,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7276,0,0,new york times,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7275,1,0,daily news,2011,7,24,20110724,1,0,0
same-sex_marriage1.0-7273,0,0,st. louis post-dispatch,2011,7,25,20110725,0,0,1
same-sex_marriage1.0-7272,0,0,new york times,2011,7,25,20110725,0,0,1
same-sex_marriage1.0-6050,0,1,new york times,2009,11,8,20091108,1,0,0
same-sex_marriage1.0-6051,0,0,new york times,2009,11,6,20091106,1,0,0
same-sex_marriage1.0-6053,0,1,san jose mercury news,2009,11,6,20091106,0,0,1
same-sex_marriage1.0-6054,0,1,washington post,2009,11,6,20091106,1,0,0
same-sex_marriage1.0-6055,0,0,new york times,2009,11,5,20091105,0,0,1
same-sex_marriage1.0-6056,0,0,new york times,2009,11,5,20091105,0,0,1
same-sex_marriage1.0-1005,0,1,new york times,2004,2,14,20040214,0,1,0
same-sex_marriage1.0-6058,0,0,st. louis post-dispatch,2009,11,5,20091105,0,1,0
same-sex_marriage1.0-6059,0,0,washington post,2009,11,5,20091105,0,1,0
