,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-1890,0,0,0,san jose mercury news,2004,4,21,20040421,0.353799272,0.23729804,0.408902687,0.001305387,0.000746864,0.007721306,0.007491097,0.008533367,0.01267001,0.001203273,0.000631226,0.000474652,0.0147867,0.001851168,0.009649826,0.928245497,0.004689626,0,0.031339388,0.011490609,0.527065513,0.338988819,0.943875794,0.442881701,0.01474444,0.000224486,0.002218518,0.179014752,0.163026749,0.64006806,0.994640068,0.036846998,0.059645312
same-sex_marriage1.0-1894,0,0,0,san jose mercury news,2004,4,20,20040420,0.637631896,0.136824462,0.225543642,0.002126425,0.006588795,0.174339078,0.075148777,0.128081225,0.010205812,0.011856195,0.00167261,0.003067859,0.191316347,0.008402271,0.24337711,0.095613503,0.048203991,0,0.0277066,0.019386073,0.547664627,0.289645352,0.599974033,0.379307381,0.007439817,0.00010475,0.009646529,0.503704902,0.563520746,0.407590754,0.760019129,0.067620467,0.17394642
same-sex_marriage1.0-1895,0,0,1,philadelphia inquirer,2004,4,19,20040419,0.544804784,0.108193088,0.347002128,0.021852538,0.000921397,0.025170787,0.027436171,0.001287934,0.001182263,0.00181828,0.003676646,0.00055241,0.003048928,0.04915534,0.022603628,0.837721951,0.003571726,0,0.187659892,0.008987935,0.111934715,0.578231667,0.58737685,0.250946574,0.005009338,0.006553966,0.008928122,0.164911843,0.563114486,0.748077631,0.906243637,0.027280726,0.099742447
same-sex_marriage1.0-1896,0,0,0,atlanta journal and constitution,2004,4,18,20040418,0.564535332,0.150286695,0.285177973,0.007349864,0.000689018,0.006258967,0.001322267,0.000567452,0.000374682,0.005688925,0.000564932,0.005552063,0.163219877,0.009532179,0.021294234,0.776580018,0.001005522,0,0.036730074,0.008751795,0.103247235,0.150359061,0.647538472,0.477667293,0.019556701,0.000531257,0.016571899,0.090658387,0.134262769,0.777145467,0.83962327,0.012180872,0.107892202
same-sex_marriage1.0-1897,0,0,1,washington post,2004,4,18,20040418,0.43069642,0.299699744,0.269603837,0.005960864,0.001008352,0.577647239,0.00239171,0.130717666,0.00182577,0.001669328,0.001081874,0.000100132,0.032694898,0.050856323,8.66E-05,0.190208888,0.00375034,0,0.05701335,0.008415438,0.581760611,0.115608298,0.995402065,0.438267512,0.003924572,8.46E-06,0.025241963,0.278494705,0.59483094,0.487661849,0.924604473,0.06796063,0.194448999
same-sex_marriage1.0-1898,0,0,1,washington post,2004,4,18,20040418,0.673856149,0.161537668,0.164606183,0.026977976,0.002384729,0.029551352,0.151941626,0.01169284,0.004714962,0.005187378,0.00055066,0.001854282,0.066285125,0.003412621,0.685192474,0.000810727,0.009443248,0,0.009920354,0.008578053,0.593032654,0.977695985,0.482916763,0.463851317,0.023161666,0.000337752,0.009467053,0.475684486,0.261605024,0.599825316,0.166856337,0.060551903,0.334740323
same-sex_marriage1.0-1899,0,0,0,herald-sun,2004,4,17,20040417,0.586266383,0.190602264,0.223131353,0.006914282,0.000614787,0.8151936,0.006523728,0.006226549,0.000627962,0.001314813,0.000504069,0.001105588,0.001621647,0.064515494,0.083710673,0.004897404,0.006229403,0,0.038695412,0.010130081,0.996026974,0.246662776,0.085568173,0.526400236,0.01168644,0.000110492,0.00833707,0.210069757,0.500848439,0.395438971,0.133918131,0.035623598,0.08211147
same-sex_marriage1.0-19,1,0,0,new york times,2002,9,24,20020924,0.474239737,0.172519074,0.35324119,0.302894028,0.003949823,0.042695786,0.058697648,0.005839723,0.174133819,0.00823886,0.001256304,0.113771191,0.116306476,0.004332825,0.06408451,0.051124789,0.052674218,0,0.878159145,0.026989125,0.209358219,0.467338201,0.533467697,0.556847842,0.061474837,0.002080046,0.175667097,0.758806839,0.19692132,0.220607657,0.458943226,0.281758226,0.228276935
same-sex_marriage1.0-190,0,0,0,atlanta journal and constitution,2001,3,17,20010317,0.612052022,0.16447085,0.223477128,0.000759557,0.001130913,0.020038934,0.003317606,0.007741161,0.021024536,0.005704877,0.001830898,0.002715966,0.005429039,0.008989936,0.028033141,0.881456292,0.011827144,0,0.036142709,0.005678213,0.055480465,0.246563794,0.260164983,0.535887295,0.077864444,0.007221394,0.102135383,0.252988581,0.050726877,0.432050928,0.815592461,0.031433297,0.161630074
same-sex_marriage1.0-1900,0,0,0,washington post,2004,4,17,20040417,0.61206899,0.198170779,0.189760231,0.000755576,0.004123992,0.000668528,0.001078344,0.000959605,0.033849552,0.007756503,0.00076803,0.000433357,0.075703125,5.50E-05,0.001571386,0.87206898,0.000208044,0,0.184284674,0.004101373,0.145874665,0.221621511,0.891494406,0.488133302,0.052364226,0.002251524,0.055086716,0.094725704,0.102736043,0.288612428,0.997465559,0.010781933,0.081460961
same-sex_marriage1.0-1901,0,0,0,daily news,2004,4,16,20040416,0.625772556,0.138922777,0.235304667,0.00212603,0.004999703,0.01343623,0.001951899,0.113144606,0.006785733,0.00126189,0.000647128,0.001914358,0.027555176,0.017222564,0.771935177,0.033246302,0.003773203,0,0.020603892,0.012249392,0.115591158,0.374335769,0.641762955,0.486798336,0.022666653,1.50E-05,0.009779735,0.103556105,0.315571483,0.969902747,0.548123678,0.02554444,0.094429799
same-sex_marriage1.0-1902,0,0,1,new york times,2004,4,16,20040416,0.417556792,0.249439866,0.333003342,0.00099292,0.000566203,0.002382604,0.00741416,0.397662374,0.006860963,0.003106562,0.000478537,0.000481584,0.002673311,9.04E-05,5.51E-05,0.57467853,0.002556713,0,0.037301476,0.009045944,0.044109468,0.03138673,0.99504377,0.471278595,0.007339566,0.000465046,0.007722088,0.119989839,0.069399417,0.343746002,0.990381725,0.022870935,0.079416589
same-sex_marriage1.0-1903,0,0,1,philadelphia inquirer,2004,4,16,20040416,0.26975418,0.236595054,0.493650767,0.00448464,0.004574182,0.125949982,0.004302827,0.00994875,0.000420799,0.003000697,0.000755417,0.000317516,0.000960851,0.003877184,0.045959342,0.792511361,0.002936451,0,0.040078197,0.00920032,0.957922924,0.080317771,0.031384108,0.470719396,0.026784636,4.07E-05,0.005254841,0.028034576,0.136288272,0.293655865,0.909015678,0.008424827,0.044803307
same-sex_marriage1.0-1904,0,0,0,philadelphia inquirer,2004,4,16,20040416,0.174798284,0.332078264,0.493123453,0.00046653,0.000559496,0.000354567,0.018554945,0.483479951,0.003015803,0.001074619,0.000548655,0.000165057,0.000676426,0.001018836,0.000246092,0.489448102,0.000390923,0,0.007930839,0.008115333,0.198199062,0.09815261,0.994240941,0.436952505,0.012907887,4.06E-05,0.012518467,0.1087938,0.049621447,0.435831746,0.994225594,0.021678932,0.092545534
same-sex_marriage1.0-1905,0,0,0,st. louis post-dispatch,2004,4,16,20040416,0.222624144,0.28500351,0.492372347,0.00616972,0.00720161,0.008916118,0.002964477,0.743353739,0.004609445,0.030874079,0.000558349,0.00105432,0.006839041,0.00092178,0.00283942,0.182138576,0.001559324,0,0.017644352,0.007825864,0.093867316,0.080491529,0.763158551,0.386766535,0.006651928,0.000770592,0.157633003,0.372205055,0.118343565,0.089776325,0.855862235,0.013296778,0.097899804
same-sex_marriage1.0-1906,0,0,1,washington post,2004,4,16,20040416,0.278059817,0.344780989,0.377159195,0.000273286,0.000587055,0.011340546,0.000852367,0.231769169,0.006976637,0.000637766,0.000652491,0.000998915,0.000563263,8.78E-05,0.000842901,0.742098189,0.002319569,0,0.009389788,0.005550389,0.025154014,0.122845444,0.989048105,0.44019147,0.014051925,0.000499887,0.014398975,0.094594531,0.036631844,0.487368118,0.924506048,0.022273526,0.079657721
same-sex_marriage1.0-1907,0,0,1,atlanta journal and constitution,2004,4,15,20040415,0.457258452,0.2780945,0.264647048,0.618315023,0.001299521,0.031427766,0.032678643,0.076305248,0.026965083,0.000679681,0.001401203,0.014797587,0.003967377,0.047217304,0.031107779,0.104221785,0.009616002,0,0.215377304,0.008742887,0.191088487,0.416968409,0.523374842,0.526400236,0.014438864,0.000648544,0.004609311,0.222799963,0.136459234,0.446164016,0.789018344,0.01839321,0.24330382
same-sex_marriage1.0-1908,0,0,1,daily news,2004,4,15,20040415,0.663891858,0.119485875,0.216622268,0.004155371,0.000610509,0.115523903,0.008247218,0.001058175,0.001768668,0.000357142,0.000658279,0.003465205,0.033834098,0.619325012,0.004157395,0.203521813,0.003317213,0,0.035698252,0.020908814,0.02282685,0.200440664,0.435868721,0.482780535,0.003811283,0.000105206,0.072628486,0.466272507,0.726173235,0.266186555,0.372738733,0.049665418,0.148657112
same-sex_marriage1.0-1909,0,0,0,herald-sun,2004,4,15,20040415,0.41323783,0.251609063,0.335153107,0.006933712,0.001057984,0.012901307,0.019989145,0.058474862,0.08702569,0.003849922,0.000788913,0.003484545,0.002019944,0.001307223,0.033717964,0.751843333,0.016605457,0,0.105196691,0.009575265,0.168770566,0.836992489,0.659658056,0.488736949,0.018772722,0.000143462,0.017624752,0.275833902,0.163313584,0.262462947,0.991545265,0.065360431,0.081963279
same-sex_marriage1.0-191,0,0,0,new york times,2001,3,17,20010317,0.342346965,0.328537953,0.329115082,0.091641905,0.012902284,0.120678646,0.068560699,0.099746275,0.075155591,0.08095864,0.047459254,0.091711186,0.074740828,0.038669885,0.08525363,0.062444675,0.050076502,0,0.242066356,0.064608685,0.472330358,0.50160077,0.487294643,0.528998447,0.230179109,0.083615576,0.317937635,0.137870083,0.439725253,0.442145672,0.529450026,0.269959843,0.465216708
same-sex_marriage1.0-1910,0,0,0,saint paul pioneer press,2004,4,15,20040415,0.747656247,0.14223187,0.110111883,0.619063411,0.001597123,0.009227956,0.074618727,0.022972071,0.036280824,0.003895259,0.000935699,0.016358855,0.067327751,0.009037397,0.034237004,0.102894384,0.001553539,0,0.905239308,0.012262707,0.164238555,0.231504671,0.569273596,0.513826697,0.028032903,0.000598429,0.024234213,0.488219403,0.188937706,0.377166276,0.110011532,0.018348076,0.137854732
same-sex_marriage1.0-1911,0,0,1,san jose mercury news,2004,4,15,20040415,0.582623807,0.201144639,0.216231554,0.001820869,0.006726776,0.490107154,0.003978955,0.118183275,0.001898802,0.002687438,0.000521535,0.000351462,0.009458274,0.022604896,0.330607547,0.007979798,0.003073218,0,0.052596119,0.03614418,0.965540569,0.069170302,0.817197631,0.486798336,0.079522252,0.000244996,0.00467729,0.117321446,0.133952645,0.741830854,0.35910621,0.026817403,0.085584932
same-sex_marriage1.0-1912,0,0,1,san jose mercury news,2004,4,15,20040415,0.386513085,0.433646238,0.179840677,0.002623828,0.00077212,0.005594022,0.00033127,0.941536066,0.001355457,0.000993179,0.000575751,0.003034515,0.007777077,0.00107286,0.002472744,0.002869027,0.028992083,0,0.003187243,0.024649167,0.078519272,0.030542002,0.954669236,0.460128911,0.037571899,0.00010628,0.006031891,0.218952558,0.072277983,0.236712154,0.344575393,0.034612807,0.117577343
same-sex_marriage1.0-1913,0,0,0,herald-sun,2004,4,14,20040414,0.752405326,0.153250757,0.094343917,0.019723817,0.0017397,0.007465084,0.010402807,0.28499211,0.005827652,0.000705384,0.001258484,0.001249474,0.351191451,0.135357852,0.155470121,0.021906349,0.002709716,0,0.02545751,0.012923487,0.069460002,0.681261942,0.925398625,0.439638486,0.00956132,0.000613414,0.010997994,0.655660451,0.202037303,0.231337864,0.399170771,0.012120878,0.136733037
same-sex_marriage1.0-1914,0,0,0,st. louis post-dispatch,2004,4,14,20040414,0.497049427,0.222445277,0.280505296,0.00319923,0.000809757,0.007945424,0.000523809,0.044591302,0.02910861,0.005757613,0.000603816,0.002692731,0.001008227,0.007237553,0.014743308,0.880741623,0.001036998,0,0.0268592,0.008538748,0.060165496,0.080949013,0.819050941,0.548228208,0.068011259,0.000357146,0.020497256,0.128672566,0.061310378,0.198529909,0.96382561,0.040709942,0.108027614
same-sex_marriage1.0-1915,0,0,0,washington post,2004,4,14,20040414,0.397045164,0.220476936,0.3824779,0.00105147,0.001659158,0.311661526,0.009466096,0.008742338,0.024219252,0.000307076,0.000421188,0.001279426,0.080393665,0.519831008,0.037090545,0.001734683,0.002142567,0,0.028670253,0.00688506,0.636107781,0.413626133,0.770338967,0.482243208,0.003224816,2.07E-05,0.113851782,0.685381362,0.406742477,0.211335262,0.105148115,0.019723161,0.299383381
same-sex_marriage1.0-1916,0,0,1,san jose mercury news,2004,4,12,20040412,0.632071757,0.202281723,0.165646519,0.794640923,0.000705309,0.003973233,0.029801236,0.027869092,0.001927975,0.001005521,0.000760496,0.001943747,0.008939426,0.069706279,0.024009191,0.014933186,0.019784386,0,0.668252935,0.043320297,0.09863397,0.153601496,0.838471643,0.547842462,0.01784535,0.000916749,0.01873071,0.802762842,0.399526373,0.146104384,0.161629628,0.0416649,0.083580311
same-sex_marriage1.0-1917,0,0,0,atlanta journal and constitution,2004,4,11,20040411,0.758554786,0.119449304,0.12199591,0.016317089,0.00234853,0.020750256,0.222998673,0.026196277,0.003848853,0.00132408,0.000995448,0.003326248,0.462529294,0.010011347,0.008429546,0.20861412,0.012310239,0,0.258426696,0.009337541,0.118318162,0.472379903,0.540923357,0.330926693,0.007677168,0.001466858,0.062318505,0.460090477,0.342908188,0.269509384,0.5689384,0.007968077,0.124996459
same-sex_marriage1.0-1918,0,0,1,herald-sun,2004,4,11,20040411,0.644805942,0.170580368,0.184613691,0.003499028,0.00164657,0.222019662,0.033420143,0.573404071,0.023976829,0.005356984,0.001191115,0.013792755,0.074481399,0.000429238,0.010407821,0.027871711,0.008502675,0,0.032192154,0.017205444,0.301214891,0.13192175,0.993955281,0.488736949,0.010063266,0.00072869,0.223297795,0.317724954,0.045624669,0.0917869,0.11704665,0.013777958,0.110642637
same-sex_marriage1.0-1919,0,0,0,new york times,2004,4,11,20040411,0.789993063,0.100435178,0.109571759,0.003338859,0.000726811,0.149093498,0.067338472,0.011484601,0.000690559,0.001122077,0.000857436,0.000824303,0.576640516,0.150519841,0.006163136,0.01976652,0.01143337,0,0.036900893,0.008745671,0.22138224,0.157990582,0.902284746,0.486108702,0.001412397,0.002530319,0.007592,0.274538142,0.688318912,0.250752179,0.46755691,0.039443619,0.134711629
same-sex_marriage1.0-192,0,0,1,philadelphia inquirer,2001,3,17,20010317,0.340303891,0.321216548,0.338479561,0.001196267,0.001055811,0.00408075,0.01277292,0.018260057,0.068423025,0.00383676,0.000549502,0.000676313,0.001828777,0.001421762,0.008654676,0.876555623,0.000687757,0,0.029838148,0.004618394,0.313081699,0.421848895,0.56621957,0.509313769,0.013791927,5.73E-05,0.011489523,0.139996887,0.052386688,0.305901033,0.991530635,0.01142352,0.051427773
same-sex_marriage1.0-1920,0,0,0,new york times,2004,4,11,20040411,0.351485997,0.145921628,0.502592375,0.001937604,0.005222653,0.025843098,0.002269681,0.000690468,0.002542044,0.001885719,0.000817284,0.002182043,0.172195134,0.030037834,0.00342408,0.750329944,0.000622413,0,0.576159429,0.010083865,0.661220602,0.318733783,0.320012085,0.305843903,0.004152532,0.000994023,0.011719956,0.152137757,0.601551112,0.376350473,0.869657993,0.012809208,0.175531205
same-sex_marriage1.0-1921,0,0,0,philadelphia inquirer,2004,4,11,20040411,0.456694564,0.152581732,0.390723705,0.006232424,0.001771093,0.00606727,0.00038234,0.249062127,0.156347833,0.008916018,0.011597674,0.001925314,0.004541511,0.011697364,0.341644614,0.191775583,0.008038834,0,0.431769199,0.009589527,0.035674167,0.122964131,0.985129084,0.523840923,0.048075456,0.007029071,0.109925906,0.090617505,0.087719971,0.305433874,0.811200172,0.049215992,0.150819653
same-sex_marriage1.0-1922,0,0,0,saint paul pioneer press,2004,4,11,20040411,0.191426958,0.232300683,0.576272359,0.000343123,0.000719339,0.034781633,0.007076892,0.003967274,0.022437456,0.001175754,0.000848621,0.001931864,0.010203944,0.011779627,0.893657241,0.001551239,0.009525994,0,0.014311946,0.008591941,0.600008003,0.1284951,0.707869628,0.479771002,0.017457255,0.001205744,0.004586661,0.060096678,0.530740408,0.961263782,0.563004902,0.097080885,0.077450674
same-sex_marriage1.0-1923,0,0,1,saint paul pioneer press,2004,4,10,20040410,0.374350296,0.327263054,0.29838665,0.010989088,0.001474177,0.036497483,0.002624345,0.003776735,0.026822762,0.0024672,0.001245928,0.001642482,0.014749083,0.01521323,0.382156476,0.498302027,0.002038983,0,0.101540207,0.008276567,0.30567117,0.089493024,0.362678743,0.495869459,0.015709477,0.000122703,0.003532788,0.12619845,0.282097605,0.545782185,0.988651488,0.021071561,0.10225389
same-sex_marriage1.0-1924,0,0,0,daily news,2004,4,8,20040408,0.705219207,0.160292724,0.134488069,0.005246239,0.00134486,0.004501888,0.094301796,0.266845312,0.004948499,0.001953824,0.000617579,0.002848576,0.579090625,0.034890864,0.001219818,0.001655894,0.000534226,0,0.07709197,0.017538442,0.052037519,0.68991021,0.98001988,0.556833933,0.043458556,0.000314427,0.14471073,0.491656993,0.176370034,0.308523559,0.541527736,0.030123916,0.112616972
same-sex_marriage1.0-1925,0,0,0,new york times,2004,4,8,20040408,0.620340673,0.222574128,0.157085199,0.00352649,0.006291647,0.00362159,0.010510133,0.809308209,0.007912388,0.08410713,0.00050272,0.001172701,0.027554386,0.017617066,0.001986875,0.0247061,0.001182564,0,0.014034976,0.022835187,0.172736509,0.314870148,0.994362488,0.538836793,0.868499946,0.001299513,0.035896927,0.179009939,0.048215344,0.228769321,0.533616209,0.023341107,0.157675754
same-sex_marriage1.0-1926,0,0,1,palm beach post,2004,4,8,20040408,0.528885231,0.237983423,0.233131346,0.275254853,0.001618694,0.025005106,0.018719804,0.398836338,0.035585851,0.008843359,0.001170949,0.000604046,0.044588662,0.031066437,0.043515391,0.10586125,0.009329258,0,0.038082431,0.01127792,0.176518118,0.490553268,0.996645758,0.541874818,0.028251822,0.001741605,0.013529496,0.30724157,0.298997585,0.573380292,0.306082146,0.097887037,0.161395637
same-sex_marriage1.0-1927,0,0,0,saint paul pioneer press,2004,4,8,20040408,0.404679217,0.236476453,0.35884433,0.039706393,0.000820791,0.000294716,0.001760307,0.595880921,0.003397684,0.000808288,0.011817993,0.012305244,0.013549972,0.000264752,0.001687292,0.313141785,0.004563865,0,0.846034576,0.014927255,0.862931885,0.700777099,0.993633455,0.47671839,0.040347867,5.57E-06,0.924803052,0.429761275,0.029054522,0.148400854,0.795205368,0.013441755,0.04521934
same-sex_marriage1.0-1928,0,0,0,saint paul pioneer press,2004,4,8,20040408,0.236303507,0.272943265,0.490753229,0.082313786,0.000563673,0.004608141,0.001309749,0.002698686,0.087219394,0.000995097,0.000604772,0.000871099,0.001600236,0.019788718,0.152642559,0.644021704,0.000762385,0,0.813505072,0.006665074,0.614650328,0.088341454,0.513249579,0.62400511,0.006496933,2.17E-05,0.005026372,0.09866078,0.110927478,0.780669984,0.992203467,0.029822331,0.097532315
same-sex_marriage1.0-1929,0,0,0,st. petersburg times,2004,4,8,20040408,0.450759441,0.199339975,0.349900584,0.002344565,0.002922979,0.004911613,0.00968761,0.002538907,0.002861535,0.003253007,0.000654814,0.052321013,0.190792276,0.054275978,0.017052064,0.649996239,0.006387402,0,0.28382579,0.024551826,0.059332192,0.461812796,0.228902706,0.407934261,0.003843932,7.18E-05,0.729471767,0.742212837,0.321372079,0.428515798,0.920899678,0.039225778,0.171123886
